店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額,年月
D,20010417,145114,1000158,00002D,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69,20014
A,20010417,113649,1000167,00060A,0000449,1,14,1406,140631,1215,121503,322,419,1,419,322,97,20014
B,20010417,113649,1000177,00060B,0000403,1,11,1120,112097,0465,046500,203,264,1,264,203,61,20014
C,20010417,145114,1000146,00002C,0000306,1,13,1301,130135,0536,053604,288,410,5,2050,1440,610,20014
D,20010417,145114,1000158,00002D,0000330,1,11,1121,112197,0068,006801,377,579,1,579,377,202,20014
A,20010417,113649,1000167,00060A,0000460,1,14,1406,140661,0597,059700,101,153,1,153,101,52,20014
B,20010417,145114,1000176,00002B,0000306,1,13,1301,130135,0536,053604,288,375,1,375,288,87,20014
C,20010417,145114,1000146,00002C,0000330,1,11,1121,112197,0068,006801,377,491,1,491,377,114,20014
D,20010417,164335,1000160,00179D,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20014
A,20010417,145114,1000166,00002A,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69,20014
B,20010417,145114,1000176,00002B,0000427,1,11,1105,110503,1032,103200,305,397,1,397,305,92,20014
C,20010417,164335,1000148,00179C,0000433,1,14,1497,149797,0227,022700,416,541,5,2705,2080,625,20014
D,20010417,164335,1000160,00179D,0000351,1,11,1113,111397,0745,074501,227,296,4,1184,908,276,20014
A,20010417,145114,1000166,00002A,0000427,1,11,1105,110503,1032,103200,305,397,8,3176,2440,736,20014
B,20010417,145114,1000176,00002B,0000314,1,11,1101,110119,1942,194203,276,359,1,359,276,83,20014
C,20010417,164335,1000148,00179C,0000327,1,13,1302,130297,0471,047101,357,465,1,465,357,108,20014
D,20010417,164335,1000160,00179D,0000532,1,13,1301,130121,1482,148204,202,263,5,1315,1010,305,20014
A,20010417,145114,1000166,00002A,0000189,1,11,1103,110397,1510,151003,321,418,5,2090,1605,485,20014
B,20010417,145114,1000176,00002B,0000351,1,11,1113,111397,0745,074501,227,296,5,1480,1135,345,20014
C,20010417,164335,1000148,00179C,0000462,1,14,1406,140681,1674,167405,231,381,1,381,231,150,20014
D,20010417,164335,1000160,00179D,0000278,1,11,1107,110725,0140,014000,278,362,1,362,278,84,20014
A,20010417,145114,1000166,00002A,0000314,1,11,1101,110119,1942,194203,276,359,1,359,276,83,20014
B,20010417,145114,1000176,00002B,0000330,1,11,1121,112197,0068,006801,377,491,1,491,377,114,20014
C,20010417,164335,1000148,00179C,0000278,1,11,1107,110725,0140,014000,278,362,5,1810,1390,420,20014
D,20010417,164335,1000160,00179D,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53,20014
A,20010417,145114,1000166,00002A,0000306,1,13,1301,130135,0536,053604,288,375,1,375,288,87,20014
B,20010417,145114,1000176,00002B,0000189,1,11,1103,110397,1510,151003,321,418,1,418,321,97,20014
C,20010417,164335,1000148,00179C,0000532,1,13,1301,130121,1482,148204,202,263,1,263,202,61,20014
D,20010417,145114,1000158,00002D,0000306,1,13,1301,130135,0536,053604,288,375,5,1875,1440,435,20014
A,20010417,145114,1000166,00002A,0000330,1,11,1121,112197,0068,006801,377,491,1,491,377,114,20014
B,20010417,164335,1000178,00179B,0000457,1,11,1110,111007,1319,131902,174,227,5,1135,870,265,20014
C,20010417,145114,1000146,00002C,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69,20014
D,20010417,164335,1000160,00179D,0000462,1,14,1406,140681,1674,167405,231,411,3,1233,693,540,20014
A,20010417,164335,1000168,00179A,0000532,1,13,1301,130121,1482,148204,202,316,5,1580,1010,570,20014
B,20010417,164335,1000178,00179B,0000278,1,11,1107,110725,0140,014000,278,362,6,2172,1668,504,20014
C,20010417,164335,1000148,00179C,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53,20014
D,20010417,113649,1000159,00060D,0000532,1,13,1301,130121,1482,148204,202,263,3,789,606,183,20014
A,20010417,164335,1000168,00179A,0000314,1,11,1101,110119,1942,194203,276,359,4,1436,1104,332,20014
B,20010417,164335,1000178,00179B,0000462,1,14,1406,140681,1674,167405,231,350,1,350,231,119,20014
A,20010417,164335,1000168,00179A,0000457,1,11,1110,111007,1319,131902,174,227,6,1362,1044,318,20014
B,20010417,164335,1000178,00179B,0000327,1,13,1302,130297,0471,047101,357,563,6,3378,2142,1236,20014
A,20010417,164335,1000168,00179A,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69,20014
B,20010417,164335,1000178,00179B,0000532,1,13,1301,130121,1482,148204,202,263,1,263,202,61,20014
A,20010417,164335,1000168,00179A,0000462,1,14,1406,140681,1674,167405,231,301,1,301,231,70,20014
B,20010417,164335,1000178,00179B,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69,20014
A,20010417,164335,1000168,00179A,0000278,1,11,1107,110725,0140,014000,278,630,6,3780,1668,2112,20014
B,20010417,164335,1000178,00179B,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20014
A,20010417,164335,1000168,00179A,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20014
B,20010417,164335,1000178,00179B,0000314,1,11,1101,110119,1942,194203,276,359,5,1795,1380,415,20014
A,20010417,164335,1000168,00179A,0000327,1,13,1302,130297,0471,047101,357,465,6,2790,2142,648,20014
B,20010417,110433,1000179,00272B,0000667,1,11,1110,111003,0596,059604,246,320,7,2240,1722,518,20014
C,20010418,164204,1000149,00164C,0000455,1,14,1406,140681,0361,036103,376,489,1,489,376,113,20014
D,20010418,130615,1000163,00236D,0000564,1,11,1102,110205,1735,173500,200,372,1,372,200,172,20014
A,20010418,130615,1000172,00236A,0000467,1,11,1101,110115,0508,050800,173,225,4,900,692,208,20014
B,20010418,190640,1000181,00220B,0000563,1,11,1121,112113,0367,036703,132,172,5,860,660,200,20014
C,20010418,130615,1000151,00236C,0000467,1,11,1101,110115,0508,050800,173,225,1,225,173,52,20014
D,20010418,130615,1000163,00236D,0000225,1,11,1101,110105,0079,007901,111,145,1,145,111,34,20014
A,20010418,130615,1000172,00236A,0000215,1,11,1119,111907,0143,014301,99,129,1,129,99,30,20014
B,20010418,190640,1000181,00220B,0000321,1,13,1301,130129,0971,097100,214,279,1,279,214,65,20014
C,20010418,130615,1000151,00236C,0000215,1,11,1119,111907,0143,014301,99,129,1,129,99,30,20014
D,20010418,130615,1000163,00236D,0000467,1,11,1101,110115,0508,050800,173,225,1,225,173,52,20014
A,20010418,130615,1000172,00236A,0000422,1,14,1406,140671,1639,163900,459,597,1,597,459,138,20014
B,20010418,190640,1000181,00220B,0000632,1,14,1406,140663,1414,141405,201,262,1,262,201,61,20014
C,20010418,130615,1000151,00236C,0000374,1,11,1117,111701,0151,015100,329,501,1,501,329,172,20014
D,20010418,130615,1000163,00236D,0000257,1,11,1112,111209,1400,140000,379,493,1,493,379,114,20014
A,20010418,130615,1000172,00236A,0000115,1,13,1301,130198,0811,081103,255,332,5,1660,1275,385,20014
B,20010418,164204,1000180,00164B,0000473,1,13,1303,130301,0025,002501,306,398,1,398,306,92,20014
C,20010418,130615,1000151,00236C,0000115,1,13,1301,130198,0811,081103,255,332,1,332,255,77,20014
D,20010418,130615,1000163,00236D,0000535,1,11,1105,110504,1013,101300,376,489,1,489,376,113,20014
A,20010418,130615,1000172,00236A,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65,20014
B,20010418,164204,1000180,00164B,0000431,1,11,1101,110129,1705,170502,207,270,1,270,207,63,20014
C,20010418,130615,1000151,00236C,0000422,1,14,1406,140671,1639,163900,459,597,1,597,459,138,20014
D,20010418,130615,1000163,00236D,0000215,1,11,1119,111907,0143,014301,99,129,1,129,99,30,20014
A,20010418,130615,1000172,00236A,0000257,1,11,1112,111209,1400,140000,379,493,1,493,379,114,20014
B,20010418,164204,1000180,00164B,0000392,1,14,1401,140107,1376,137605,254,410,1,410,254,156,20014
C,20010418,130615,1000151,00236C,0000257,1,11,1112,111209,1400,140000,379,493,1,493,379,114,20014
D,20010418,130615,1000163,00236D,0000422,1,14,1406,140671,1639,163900,459,597,1,597,459,138,20014
A,20010418,130615,1000172,00236A,0000564,1,11,1102,110205,1735,173500,200,260,1,260,200,60,20014
B,20010418,164204,1000180,00164B,0000395,1,11,1118,111807,1556,155601,293,381,6,2286,1758,528,20014
C,20010418,130615,1000151,00236C,0000428,1,11,1107,110791,0126,012600,215,280,5,1400,1075,325,20014
D,20010418,130615,1000163,00236D,0000374,1,11,1117,111701,0151,015100,329,428,1,428,329,99,20014
A,20010418,130615,1000172,00236A,0000374,1,11,1117,111701,0151,015100,329,428,6,2568,1974,594,20014
B,20010418,164204,1000180,00164B,0000680,1,11,1106,110605,0155,015503,260,364,1,364,260,104,20014
C,20010418,130615,1000151,00236C,0000225,1,11,1101,110105,0079,007901,111,145,1,145,111,34,20014
D,20010418,190640,1000162,00220D,0000304,1,11,1107,110707,1487,148704,343,446,5,2230,1715,515,20014
A,20010418,130615,1000172,00236A,0000535,1,11,1105,110504,1013,101300,376,489,5,2445,1880,565,20014
B,20010418,135709,1000183,00244B,0000352,1,11,1101,110125,1322,132200,345,511,1,511,345,166,20014
C,20010418,130615,1000151,00236C,0000564,1,11,1102,110205,1735,173500,200,260,1,260,200,60,20014
D,20010418,130615,1000163,00236D,0000115,1,13,1301,130198,0811,081103,255,332,2,664,510,154,20014
A,20010418,130615,1000172,00236A,0000225,1,11,1101,110105,0079,007901,111,145,5,725,555,170,20014
B,20010418,135709,1000183,00244B,0000269,1,11,1102,110205,1566,156600,292,380,1,380,292,88,20014
C,20010418,130615,1000151,00236C,0000535,1,11,1105,110504,1013,101300,376,587,1,587,376,211,20014
D,20010418,135709,1000164,00244D,0000269,1,11,1102,110205,1566,156600,292,380,3,1140,876,264,20014
A,20010418,135709,1000173,00244A,0000348,1,11,1115,111505,0929,092901,331,431,1,431,331,100,20014
B,20010418,135709,1000183,00244B,0000348,1,11,1115,111505,0929,092901,331,431,1,431,331,100,20014
C,20010418,135709,1000152,00244C,0000348,1,11,1115,111505,0929,092901,331,431,6,2586,1986,600,20014
D,20010418,135709,1000164,00244D,0000348,1,11,1115,111505,0929,092901,331,431,1,431,331,100,20014
A,20010418,135709,1000173,00244A,0000269,1,11,1102,110205,1566,156600,292,380,1,380,292,88,20014
B,20010418,130615,1000182,00236B,0000374,1,11,1117,111701,0151,015100,329,428,1,428,329,99,20014
C,20010418,135709,1000152,00244C,0000352,1,11,1101,110125,1322,132200,345,638,1,638,345,293,20014
D,20010418,135709,1000164,00244D,0000352,1,11,1101,110125,1322,132200,345,449,5,2245,1725,520,20014
A,20010418,135709,1000173,00244A,0000352,1,11,1101,110125,1322,132200,345,449,5,2245,1725,520,20014
B,20010418,130615,1000182,00236B,0000422,1,14,1406,140671,1639,163900,459,597,1,597,459,138,20014
C,20010418,135709,1000152,00244C,0000269,1,11,1102,110205,1566,156600,292,380,2,760,584,176,20014
D,20010418,164204,1000161,00164D,0000680,1,11,1106,110605,0155,015503,260,338,1,338,260,78,20014
A,20010418,164204,1000170,00164A,0000455,1,14,1406,140681,0361,036103,376,489,6,2934,2256,678,20014
B,20010418,130615,1000182,00236B,0000115,1,13,1301,130198,0811,081103,255,332,1,332,255,77,20014
C,20010418,164204,1000149,00164C,0000680,1,11,1106,110605,0155,015503,260,338,1,338,260,78,20014
D,20010418,164204,1000161,00164D,0000392,1,14,1401,140107,1376,137605,254,331,5,1655,1270,385,20014
A,20010418,164204,1000170,00164A,0000392,1,14,1401,140107,1376,137605,254,331,7,2317,1778,539,20014
B,20010418,130615,1000182,00236B,0000535,1,11,1105,110504,1013,101300,376,489,5,2445,1880,565,20014
C,20010418,164204,1000149,00164C,0000395,1,11,1118,111807,1556,155601,293,461,1,461,293,168,20014
D,20010418,190640,1000162,00220D,0000305,1,11,1101,110129,1765,176502,185,296,1,296,185,111,20014
A,20010418,164204,1000170,00164A,0000680,1,11,1106,110605,0155,015503,260,338,1,338,260,78,20014
B,20010418,130615,1000182,00236B,0000215,1,11,1119,111907,0143,014301,99,129,1,129,99,30,20014
C,20010418,164204,1000149,00164C,0000431,1,11,1101,110129,1705,170502,207,380,1,380,207,173,20014
D,20010418,164204,1000161,00164D,0000395,1,11,1118,111807,1556,155601,293,381,3,1143,879,264,20014
A,20010418,164204,1000170,00164A,0000395,1,11,1118,111807,1556,155601,293,381,1,381,293,88,20014
B,20010418,190640,1000181,00220B,0000338,1,14,1401,140105,1875,187504,331,431,1,431,331,100,20014
C,20010418,164204,1000149,00164C,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77,20014
D,20010418,164204,1000161,00164D,0000473,1,13,1303,130301,0025,002501,306,398,1,398,306,92,20014
A,20010418,164204,1000170,00164A,0000473,1,13,1303,130301,0025,002501,306,398,1,398,306,92,20014
B,20010418,130615,1000182,00236B,0000225,1,11,1101,110105,0079,007901,111,145,1,145,111,34,20014
C,20010418,190640,1000150,00220C,0000321,1,13,1301,130129,0971,097100,214,279,1,279,214,65,20014
D,20010418,164204,1000161,00164D,0000431,1,11,1101,110129,1705,170502,207,270,1,270,207,63,20014
A,20010418,164204,1000170,00164A,0000431,1,11,1101,110129,1705,170502,207,270,1,270,207,63,20014
B,20010418,130615,1000182,00236B,0000428,1,11,1107,110791,0126,012600,215,280,5,1400,1075,325,20014
C,20010418,164204,1000149,00164C,0000473,1,13,1303,130301,0025,002501,306,398,1,398,306,92,20014
D,20010418,190640,1000162,00220D,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90,20014
A,20010418,190640,1000171,00220A,0000361,1,11,1121,112105,0799,079901,339,441,1,441,339,102,20014
B,20010418,130615,1000182,00236B,0000257,1,11,1112,111209,1400,140000,379,493,1,493,379,114,20014
C,20010418,190640,1000150,00220C,0000304,1,11,1107,110707,1487,148704,343,446,1,446,343,103,20014
D,20010418,190640,1000162,00220D,0000563,1,11,1121,112113,0367,036703,132,234,1,234,132,102,20014
A,20010418,190640,1000171,00220A,0000455,1,14,1406,140681,0361,036103,376,489,2,978,752,226,20014
B,20010418,130615,1000182,00236B,0000467,1,11,1101,110115,0508,050800,173,274,1,274,173,101,20014
C,20010418,190640,1000150,00220C,0000624,1,11,1101,110115,1820,182004,362,471,1,471,362,109,20014
D,20010418,190640,1000162,00220D,0000338,1,14,1401,140105,1875,187504,331,503,1,503,331,172,20014
A,20010418,190640,1000171,00220A,0000338,1,14,1401,140105,1875,187504,331,431,1,431,331,100,20014
B,20010418,190640,1000181,00220B,0000624,1,11,1101,110115,1820,182004,362,471,2,942,724,218,20014
C,20010418,190640,1000150,00220C,0000563,1,11,1121,112113,0367,036703,132,222,3,666,396,270,20014
D,20010418,190640,1000162,00220D,0000452,1,11,1108,110802,0506,050602,235,306,2,612,470,142,20014
A,20010418,190640,1000171,00220A,0000624,1,11,1101,110115,1820,182004,362,471,2,942,724,218,20014
B,20010418,190640,1000181,00220B,0000553,1,14,1403,140307,0617,061702,249,390,5,1950,1245,705,20014
C,20010418,190640,1000150,00220C,0000361,1,11,1121,112105,0799,079901,339,441,1,441,339,102,20014
D,20010418,190640,1000162,00220D,0000321,1,13,1301,130129,0971,097100,214,279,5,1395,1070,325,20014
A,20010418,190640,1000171,00220A,0000340,1,14,1403,140317,0302,030202,318,414,1,414,318,96,20014
B,20010418,190640,1000181,00220B,0000340,1,14,1403,140317,0302,030202,318,414,1,414,318,96,20014
C,20010418,190640,1000150,00220C,0000632,1,14,1406,140663,1414,141405,201,262,1,262,201,61,20014
D,20010418,190640,1000162,00220D,0000632,1,14,1406,140663,1414,141405,201,262,1,262,201,61,20014
A,20010418,190640,1000171,00220A,0000563,1,11,1121,112113,0367,036703,132,172,1,172,132,40,20014
B,20010418,190640,1000181,00220B,0000455,1,14,1406,140681,0361,036103,376,489,1,489,376,113,20014
C,20010418,190640,1000150,00220C,0000452,1,11,1108,110802,0506,050602,235,318,1,318,235,83,20014
D,20010418,190640,1000162,00220D,0000340,1,14,1403,140317,0302,030202,318,414,1,414,318,96,20014
A,20010418,190640,1000171,00220A,0000304,1,11,1107,110707,1487,148704,343,1334,7,9338,2401,6937,20014
B,20010418,190640,1000181,00220B,0000304,1,11,1107,110707,1487,148704,343,446,1,446,343,103,20014
C,20010418,190640,1000150,00220C,0000340,1,14,1403,140317,0302,030202,318,414,1,414,318,96,20014
D,20010418,190640,1000162,00220D,0000553,1,14,1403,140307,0617,061702,249,458,5,2290,1245,1045,20014
A,20010418,190640,1000171,00220A,0000632,1,14,1406,140663,1414,141405,201,262,1,262,201,61,20014
B,20010418,190640,1000181,00220B,0000452,1,11,1108,110802,0506,050602,235,359,1,359,235,124,20014
C,20010418,190640,1000150,00220C,0000455,1,14,1406,140681,0361,036103,376,489,1,489,376,113,20014
D,20010418,190640,1000162,00220D,0000361,1,11,1121,112105,0799,079901,339,519,1,519,339,180,20014
A,20010418,190640,1000171,00220A,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20014
B,20010418,190640,1000181,00220B,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20014
C,20010418,190640,1000150,00220C,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90,20014
D,20010418,190640,1000162,00220D,0000455,1,14,1406,140681,0361,036103,376,489,1,489,376,113,20014
A,20010418,190640,1000171,00220A,0000553,1,14,1403,140307,0617,061702,249,411,1,411,249,162,20014
B,20010418,190640,1000181,00220B,0000310,1,14,1404,140403,1148,114803,298,388,7,2716,2086,630,20014
C,20010418,190640,1000150,00220C,0000553,1,14,1403,140307,0617,061702,249,324,1,324,249,75,20014
D,20010418,164204,1000161,00164D,0000455,1,14,1406,140681,0361,036103,376,489,1,489,376,113,20014
A,20010418,190640,1000171,00220A,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90,20014
B,20010418,190640,1000181,00220B,0000361,1,11,1121,112105,0799,079901,339,601,1,601,339,262,20014
C,20010418,190640,1000150,00220C,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20014
D,20010418,190640,1000162,00220D,0000624,1,11,1101,110115,1820,182004,362,471,1,471,362,109,20014
A,20010418,190640,1000171,00220A,0000452,1,11,1108,110802,0506,050602,235,384,4,1536,940,596,20014
B,20010418,130615,1000182,00236B,0000564,1,11,1102,110205,1735,173500,200,260,5,1300,1000,300,20014
C,20010418,190640,1000150,00220C,0000338,1,14,1401,140105,1875,187504,331,431,1,431,331,100,20014
D,20010418,130615,1000163,00236D,0000428,1,11,1107,110791,0126,012600,215,280,3,840,645,195,20014
A,20010418,190640,1000171,00220A,0000321,1,13,1301,130129,0971,097100,214,279,1,279,214,65,20014
B,20010418,164204,1000180,00164B,0000455,1,14,1406,140681,0361,036103,376,489,1,489,376,113,20014
C,20010419,171417,1000153,00235C,0000323,1,14,1406,140697,1714,171400,327,514,1,514,327,187,20014
D,20010419,171417,1000165,00235D,0000449,1,14,1406,140631,1215,121503,322,503,1,503,322,181,20014
A,20010419,171417,1000174,00235A,0000449,1,14,1406,140631,1215,121503,322,419,1,419,322,97,20014
B,20010419,110304,1000185,00285B,0000254,1,11,1115,111597,1124,112402,370,575,5,2875,1850,1025,20014
C,20010419,171417,1000153,00235C,0000394,1,11,1107,110707,0227,022704,357,465,1,465,357,108,20014
D,20010419,171417,1000165,00235D,0000323,1,14,1406,140697,1714,171400,327,606,6,3636,1962,1674,20014
A,20010419,171417,1000174,00235A,0000351,1,11,1113,111397,0745,074501,227,296,5,1480,1135,345,20014
B,20010419,110304,1000185,00285B,0000411,1,14,1406,140681,1053,105301,383,823,1,823,383,440,20014
C,20010419,171417,1000153,00235C,0000197,1,14,1402,140201,1515,151500,360,468,1,468,360,108,20014
D,20010419,171417,1000165,00235D,0000491,1,13,1304,130497,0578,057800,377,491,1,491,377,114,20014
A,20010419,171417,1000174,00235A,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119,20014
B,20010419,171417,1000184,00235B,0000323,1,14,1406,140697,1714,171400,327,445,1,445,327,118,20014
C,20010419,171417,1000153,00235C,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119,20014
D,20010419,171417,1000165,00235D,0000197,1,14,1402,140201,1515,151500,360,468,3,1404,1080,324,20014
A,20010419,171417,1000174,00235A,0000332,1,11,1107,110721,0550,055003,354,461,1,461,354,107,20014
B,20010419,171417,1000184,00235B,0000449,1,14,1406,140631,1215,121503,322,419,1,419,322,97,20014
C,20010419,171417,1000153,00235C,0000332,1,11,1107,110721,0550,055003,354,461,1,461,354,107,20014
D,20010419,171417,1000165,00235D,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119,20014
A,20010419,171417,1000174,00235A,0000491,1,13,1304,130497,0578,057800,377,631,1,631,377,254,20014
B,20010419,171417,1000184,00235B,0000394,1,11,1107,110707,0227,022704,357,465,5,2325,1785,540,20014
C,20010419,171417,1000153,00235C,0000449,1,14,1406,140631,1215,121503,322,419,1,419,322,97,20014
D,20010419,171417,1000165,00235D,0000332,1,11,1107,110721,0550,055003,354,461,1,461,354,107,20014
A,20010419,171417,1000174,00235A,0000197,1,14,1402,140201,1515,151500,360,468,1,468,360,108,20014
B,20010419,110304,1000185,00285B,0000459,1,11,1115,111509,1669,166901,358,466,1,466,358,108,20014
C,20010419,171417,1000153,00235C,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69,20014
D,20010419,171417,1000165,00235D,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69,20014
A,20010419,171417,1000174,00235A,0000323,1,14,1406,140697,1714,171400,327,525,3,1575,981,594,20014
B,20010419,171417,1000184,00235B,0000197,1,14,1402,140201,1515,151500,360,468,1,468,360,108,20014
C,20010419,171417,1000153,00235C,0000491,1,13,1304,130497,0578,057800,377,564,1,564,377,187,20014
D,20010419,171417,1000165,00235D,0000394,1,11,1107,110707,0227,022704,357,465,5,2325,1785,540,20014
A,20010419,171417,1000174,00235A,0000394,1,11,1107,110707,0227,022704,357,465,1,465,357,108,20014
B,20010419,171417,1000184,00235B,0000491,1,13,1304,130497,0578,057800,377,491,1,491,377,114,20014
B,20010419,171417,1000184,00235B,0000332,1,11,1107,110721,0550,055003,354,547,6,3282,2124,1158,20014
B,20010419,171417,1000184,00235B,0000443,1,13,1301,130121,1886,188600,395,671,5,3355,1975,1380,20014
B,20010419,110304,1000185,00285B,0000386,1,11,1107,110707,1659,165902,232,302,1,302,232,70,20014
B,20010419,110304,1000185,00285B,0000582,1,11,1101,110133,0870,087000,421,548,1,548,421,127,20014
B,20010419,171417,1000184,00235B,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69,20014
C,20010420,165934,1000154,00024C,0000222,1,14,1403,140307,0080,008001,228,297,1,297,228,69,20014
D,20010420,110026,1000167,00195D,0000468,1,11,1101,110133,0319,031904,393,511,1,511,393,118,20014
A,20010420,110026,1000176,00195A,0000468,1,11,1101,110133,0319,031904,393,717,4,2868,1572,1296,20014
B,20010420,112702,1000188,00273B,0000542,1,13,1301,130139,1893,189300,343,446,1,446,343,103,20014
C,20010420,110026,1000155,00195C,0000468,1,11,1101,110133,0319,031904,393,511,4,2044,1572,472,20014
D,20010420,110026,1000167,00195D,0000212,1,14,1406,140663,1043,104301,514,669,1,669,514,155,20014
A,20010420,110026,1000176,00195A,0000392,1,14,1401,140107,1376,137605,254,331,4,1324,1016,308,20014
B,20010420,112702,1000188,00273B,0000164,1,11,1101,110141,0928,092801,150,195,1,195,150,45,20014
C,20010420,110026,1000155,00195C,0000212,1,14,1406,140663,1043,104301,514,669,1,669,514,155,20014
D,20010420,165934,1000166,00024D,0000406,1,11,1106,110603,1789,178902,485,631,4,2524,1940,584,20014
A,20010420,110026,1000176,00195A,0000525,1,11,1101,110105,0956,095603,140,182,1,182,140,42,20014
B,20010420,112702,1000188,00273B,0000601,1,11,1111,111107,0220,022000,328,427,5,2135,1640,495,20014
C,20010420,110026,1000155,00195C,0000392,1,14,1401,140107,1376,137605,254,331,5,1655,1270,385,20014
D,20010420,110026,1000167,00195D,0000311,1,11,1116,111603,1776,177601,339,441,1,441,339,102,20014
A,20010420,110026,1000176,00195A,0000311,1,11,1116,111603,1776,177601,339,441,1,441,339,102,20014
B,20010420,112702,1000188,00273B,0000791,1,11,1107,110791,0796,079600,452,588,4,2352,1808,544,20014
C,20010420,110026,1000155,00195C,0000311,1,11,1116,111603,1776,177601,339,441,1,441,339,102,20014
D,20010420,110026,1000167,00195D,0000481,1,11,1103,110301,1896,189601,98,128,5,640,490,150,20014
A,20010420,110026,1000176,00195A,0000424,1,11,1111,111113,1484,148401,226,294,3,882,678,204,20014
B,20010420,112702,1000188,00273B,0000443,1,13,1301,130121,1886,188600,395,671,2,1342,790,552,20014
C,20010420,110026,1000155,00195C,0000424,1,11,1111,111113,1484,148401,226,371,1,371,226,145,20014
D,20010420,110026,1000167,00195D,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77,20014
A,20010420,110026,1000176,00195A,0000212,1,14,1406,140663,1043,104301,514,825,1,825,514,311,20014
B,20010420,110026,1000187,00195B,0000392,1,14,1401,140107,1376,137605,254,410,1,410,254,156,20014
C,20010420,110026,1000155,00195C,0000525,1,11,1101,110105,0956,095603,140,182,1,182,140,42,20014
D,20010420,110026,1000167,00195D,0000525,1,11,1101,110105,0956,095603,140,182,5,910,700,210,20014
A,20010420,110026,1000176,00195A,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30,20014
B,20010420,110026,1000187,00195B,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30,20014
C,20010420,165934,1000154,00024C,0000339,1,11,1105,110501,1285,128501,430,607,1,607,430,177,20014
D,20010420,165934,1000166,00024D,0000044,1,11,1121,112197,0013,001301,276,424,1,424,276,148,20014
A,20010420,112702,1000177,00273A,0000791,1,11,1107,110791,0796,079600,452,588,1,588,452,136,20014
B,20010420,110026,1000187,00195B,0000311,1,11,1116,111603,1776,177601,339,545,4,2180,1356,824,20014
C,20010420,165934,1000154,00024C,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20014
D,20010420,165934,1000166,00024D,0000491,1,13,1304,130497,0578,057800,377,491,1,491,377,114,20014
A,20010420,112702,1000177,00273A,0000164,1,11,1101,110141,0928,092801,150,195,6,1170,900,270,20014
B,20010420,110026,1000187,00195B,0000468,1,11,1101,110133,0319,031904,393,511,6,3066,2358,708,20014
C,20010420,165934,1000154,00024C,0000491,1,13,1304,130497,0578,057800,377,564,1,564,377,187,20014
D,20010420,165934,1000166,00024D,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129,20014
A,20010420,112702,1000177,00273A,0000443,1,13,1301,130121,1886,188600,395,608,1,608,395,213,20014
B,20010420,165934,1000186,00024B,0000406,1,11,1106,110603,1789,178902,485,631,1,631,485,146,20014
C,20010420,165934,1000154,00024C,0000044,1,11,1121,112197,0013,001301,276,359,1,359,276,83,20014
D,20010420,165934,1000166,00024D,0000480,1,13,1301,130131,1492,149206,320,416,5,2080,1600,480,20014
A,20010420,112702,1000177,00273A,0000601,1,11,1111,111107,0220,022000,328,550,1,550,328,222,20014
B,20010420,112702,1000188,00273B,0000459,1,11,1115,111509,1669,166901,358,505,1,505,358,147,20014
C,20010420,165934,1000154,00024C,0000406,1,11,1106,110603,1789,178902,485,631,1,631,485,146,20014
D,20010420,110026,1000167,00195D,0000424,1,11,1111,111113,1484,148401,226,294,1,294,226,68,20014
A,20010420,112702,1000177,00273A,0000459,1,11,1115,111509,1669,166901,358,466,1,466,358,108,20014
B,20010420,165934,1000186,00024B,0000222,1,14,1403,140307,0080,008001,228,297,1,297,228,69,20014
C,20010420,110026,1000155,00195C,0000481,1,11,1103,110301,1896,189601,98,128,3,384,294,90,20014
