店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額,年月
A,20010715,173735,1000461,00231A,0000559,1,11,1105,110511,1624,162401,402,523,1,523,402,121,20017
D,20010715,173735,1000434,00231D,0000572,1,11,1115,111507,1801,180100,421,855,5,4275,2105,2170,20017
B,20010715,173735,1000507,00231B,0000572,1,11,1115,111507,1801,180100,421,548,1,548,421,127,20017
C,20010715,173735,1000417,00231C,0000291,1,11,1112,111211,1364,136402,272,422,1,422,272,150,20017
A,20010715,173735,1000461,00231A,0000284,1,13,1301,130133,1056,105604,132,172,3,516,396,120,20017
D,20010715,173735,1000434,00231D,0000278,1,11,1107,110725,0140,014000,278,362,1,362,278,84,20017
B,20010715,173735,1000507,00231B,0000559,1,11,1105,110511,1624,162401,402,523,5,2615,2010,605,20017
C,20010715,173735,1000417,00231C,0000572,1,11,1115,111507,1801,180100,421,548,1,548,421,127,20017
A,20010715,173735,1000461,00231A,0000572,1,11,1115,111507,1801,180100,421,666,6,3996,2526,1470,20017
D,20010715,173735,1000434,00231D,0000284,1,13,1301,130133,1056,105604,132,172,1,172,132,40,20017
B,20010715,173735,1000507,00231B,0000278,1,11,1107,110725,0140,014000,278,362,4,1448,1112,336,20017
C,20010715,173735,1000417,00231C,0000249,1,11,1103,110397,0393,039303,412,963,1,963,412,551,20017
A,20010715,173735,1000461,00231A,0000278,1,11,1107,110725,0140,014000,278,921,1,921,278,643,20017
D,20010715,173735,1000434,00231D,0000249,1,11,1103,110397,0393,039303,412,607,1,607,412,195,20017
B,20010715,173735,1000507,00231B,0000377,1,11,1105,110511,0302,030201,571,1193,5,5965,2855,3110,20017
C,20010715,173735,1000417,00231C,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172,20017
A,20010715,173735,1000461,00231A,0000249,1,11,1103,110397,0393,039303,412,536,5,2680,2060,620,20017
D,20010715,173735,1000434,00231D,0000291,1,11,1112,111211,1364,136402,272,498,5,2490,1360,1130,20017
B,20010715,173735,1000507,00231B,0000249,1,11,1103,110397,0393,039303,412,536,1,536,412,124,20017
C,20010715,173735,1000417,00231C,0000278,1,11,1107,110725,0140,014000,278,445,1,445,278,167,20017
A,20010715,173735,1000461,00231A,0000291,1,11,1112,111211,1364,136402,272,436,1,436,272,164,20017
D,20010715,173735,1000434,00231D,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172,20017
B,20010715,173735,1000507,00231B,0000291,1,11,1112,111211,1364,136402,272,354,1,354,272,82,20017
C,20010715,173735,1000417,00231C,0000284,1,13,1301,130133,1056,105604,132,172,1,172,132,40,20017
A,20010715,173735,1000461,00231A,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172,20017
D,20010715,173735,1000434,00231D,0000559,1,11,1105,110511,1624,162401,402,523,1,523,402,121,20017
B,20010715,173735,1000507,00231B,0000284,1,13,1301,130133,1056,105604,132,198,1,198,132,66,20017
C,20010716,102602,1000420,00106C,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89,20017
A,20010716,102602,1000464,00106A,0000463,1,14,1402,140211,0108,010800,333,596,1,596,333,263,20017
D,20010716,102602,1000437,00106D,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100,20017
B,20010716,102602,1000510,00106B,0000463,1,14,1402,140211,0108,010800,333,499,1,499,333,166,20017
C,20010716,102602,1000420,00106C,0000352,1,11,1101,110125,1322,132200,345,638,1,638,345,293,20017
A,20010716,102602,1000464,00106A,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20017
D,20010716,102602,1000437,00106D,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20017
B,20010716,102602,1000510,00106B,0000346,1,13,1301,130129,0518,051802,380,555,1,555,380,175,20017
C,20010716,102602,1000420,00106C,0000463,1,14,1402,140211,0108,010800,333,633,5,3165,1665,1500,20017
A,20010716,102602,1000464,00106A,0000429,1,11,1119,111997,1117,111700,295,384,6,2304,1770,534,20017
D,20010716,102602,1000437,00106D,0000429,1,11,1119,111997,1117,111700,295,551,1,551,295,256,20017
B,20010716,102602,1000510,00106B,0000429,1,11,1119,111997,1117,111700,295,493,1,493,295,198,20017
C,20010716,102602,1000420,00106C,0000352,1,11,1101,110125,1322,132200,345,638,1,638,345,293,20017
A,20010716,102602,1000464,00106A,0000352,1,11,1101,110125,1322,132200,345,449,5,2245,1725,520,20017
D,20010716,102602,1000437,00106D,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20017
B,20010716,102602,1000510,00106B,0000352,1,11,1101,110125,1322,132200,345,701,5,3505,1725,1780,20017
C,20010716,102602,1000420,00106C,0000346,1,13,1301,130129,0518,051802,380,701,1,701,380,321,20017
A,20010716,102602,1000464,00106A,0000346,1,13,1301,130129,0518,051802,380,799,1,799,380,419,20017
D,20010716,102602,1000437,00106D,0000346,1,13,1301,130129,0518,051802,380,800,2,1600,760,840,20017
B,20010716,102602,1000510,00106B,0000352,1,11,1101,110125,1322,132200,345,701,3,2103,1035,1068,20017
C,20010716,172002,1000421,00198C,0000450,1,11,1121,112111,1405,140503,321,418,1,418,321,97,20017
A,20010716,125617,1000466,00266A,0000552,1,14,1406,140697,0949,094901,307,469,1,469,307,162,20017
D,20010716,172002,1000438,00198D,0000450,1,11,1121,112111,1405,140503,321,510,1,510,321,189,20017
B,20010716,125617,1000512,00266B,0000409,1,13,1301,130125,1033,103300,333,475,1,475,333,142,20017
C,20010716,172002,1000421,00198C,0000356,1,11,1108,110802,0751,075103,181,321,1,321,181,140,20017
A,20010716,125617,1000466,00266A,0000369,1,11,1103,110301,0663,066302,210,273,1,273,210,63,20017
D,20010716,172002,1000438,00198D,0000356,1,11,1108,110802,0751,075103,181,551,1,551,181,370,20017
B,20010716,125617,1000512,00266B,0000313,1,11,1119,111997,1378,137803,185,294,1,294,185,109,20017
C,20010716,172002,1000421,00198C,0000424,1,11,1111,111113,1484,148401,226,371,1,371,226,145,20017
A,20010716,125617,1000466,00266A,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100,20017
D,20010716,172002,1000438,00198D,0000424,1,11,1111,111113,1484,148401,226,294,2,588,452,136,20017
B,20010716,125617,1000512,00266B,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20017
C,20010716,172002,1000421,00198C,0000365,1,14,1401,140111,0769,076900,161,242,1,242,161,81,20017
A,20010716,125617,1000466,00266A,0000313,1,11,1119,111997,1378,137803,185,386,1,386,185,201,20017
D,20010716,172133,1000436,00072D,0000335,1,11,1101,110103,0485,048500,109,196,1,196,109,87,20017
B,20010716,125617,1000512,00266B,0000307,1,14,1403,140305,0788,078801,273,355,5,1775,1365,410,20017
C,20010716,172002,1000421,00198C,0000322,1,13,1303,130303,0606,060602,213,463,5,2315,1065,1250,20017
A,20010716,125617,1000466,00266A,0000307,1,14,1403,140305,0788,078801,273,355,5,1775,1365,410,20017
D,20010716,172002,1000438,00198D,0000272,1,11,1101,110137,0679,067901,150,195,1,195,150,45,20017
B,20010716,125617,1000512,00266B,0000364,1,13,1301,130137,1772,177201,366,699,1,699,366,333,20017
C,20010716,172002,1000421,00198C,0000272,1,11,1101,110137,0679,067901,150,195,5,975,750,225,20017
A,20010716,125617,1000466,00266A,0000364,1,13,1301,130137,1772,177201,366,476,5,2380,1830,550,20017
D,20010716,172002,1000438,00198D,0000365,1,14,1401,140111,0769,076900,161,313,1,313,161,152,20017
B,20010716,125617,1000512,00266B,0000369,1,11,1103,110301,0663,066302,210,327,1,327,210,117,20017
C,20010716,172002,1000421,00198C,0000210,1,11,1107,110797,1489,148902,465,605,1,605,465,140,20017
A,20010716,172002,1000465,00198A,0000450,1,11,1121,112111,1405,140503,321,595,1,595,321,274,20017
D,20010716,172133,1000436,00072D,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172,20017
B,20010716,172002,1000511,00198B,0000424,1,11,1111,111113,1484,148401,226,351,1,351,226,125,20017
C,20010716,172133,1000419,00072C,0000674,1,11,1108,110801,1816,181600,119,155,3,465,357,108,20017
A,20010716,172002,1000465,00198A,0000272,1,11,1101,110137,0679,067901,150,277,1,277,150,127,20017
D,20010716,172133,1000436,00072D,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20017
B,20010716,172002,1000511,00198B,0000272,1,11,1101,110137,0679,067901,150,230,4,920,600,320,20017
C,20010716,172133,1000419,00072C,0000478,1,11,1101,110125,0807,080700,121,158,1,158,121,37,20017
A,20010716,172002,1000465,00198A,0000424,1,11,1111,111113,1484,148401,226,294,1,294,226,68,20017
D,20010716,172133,1000436,00072D,0000151,1,13,1303,130303,0165,016502,463,602,1,602,463,139,20017
B,20010716,172002,1000511,00198B,0000450,1,11,1121,112111,1405,140503,321,418,1,418,321,97,20017
C,20010716,172133,1000419,00072C,0000151,1,13,1303,130303,0165,016502,463,602,1,602,463,139,20017
A,20010716,172002,1000465,00198A,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20017
D,20010716,172133,1000436,00072D,0000478,1,11,1101,110125,0807,080700,121,240,5,1200,605,595,20017
B,20010716,172002,1000511,00198B,0000210,1,11,1107,110797,1489,148902,465,605,1,605,465,140,20017
C,20010716,172133,1000419,00072C,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20017
A,20010716,172002,1000465,00198A,0000356,1,11,1108,110802,0751,075103,181,274,1,274,181,93,20017
D,20010716,172002,1000438,00198D,0000210,1,11,1107,110797,1489,148902,465,605,1,605,465,140,20017
B,20010716,172002,1000511,00198B,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20017
C,20010716,172133,1000419,00072C,0000335,1,11,1101,110103,0485,048500,109,197,1,197,109,88,20017
A,20010716,172002,1000465,00198A,0000365,1,14,1401,140111,0769,076900,161,262,1,262,161,101,20017
D,20010716,172133,1000436,00072D,0000674,1,11,1108,110801,1816,181600,119,155,8,1240,952,288,20017
B,20010716,172002,1000511,00198B,0000365,1,14,1401,140111,0769,076900,161,358,7,2506,1127,1379,20017
C,20010716,172133,1000419,00072C,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172,20017
A,20010716,172002,1000465,00198A,0000210,1,11,1107,110797,1489,148902,465,605,1,605,465,140,20017
D,20010716,172002,1000438,00198D,0000322,1,13,1303,130303,0606,060602,213,409,1,409,213,196,20017
B,20010716,172002,1000511,00198B,0000356,1,11,1108,110802,0751,075103,181,282,5,1410,905,505,20017
A,20010716,172133,1000463,00072A,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20017
B,20010716,172133,1000509,00072B,0000674,1,11,1108,110801,1816,181600,119,155,3,465,357,108,20017
A,20010716,172133,1000463,00072A,0000335,1,11,1101,110103,0485,048500,109,168,1,168,109,59,20017
B,20010716,172133,1000509,00072B,0000478,1,11,1101,110125,0807,080700,121,158,1,158,121,37,20017
A,20010716,172133,1000463,00072A,0000478,1,11,1101,110125,0807,080700,121,208,1,208,121,87,20017
B,20010716,172133,1000509,00072B,0000335,1,11,1101,110103,0485,048500,109,175,1,175,109,66,20017
A,20010716,172133,1000463,00072A,0000151,1,13,1303,130303,0165,016502,463,602,1,602,463,139,20017
B,20010716,172133,1000509,00072B,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20017
A,20010716,172133,1000463,00072A,0000674,1,11,1108,110801,1816,181600,119,191,1,191,119,72,20017
B,20010716,172133,1000509,00072B,0000377,1,11,1105,110511,0302,030201,571,1419,1,1419,571,848,20017
A,20010716,172133,1000463,00072A,0000377,1,11,1105,110511,0302,030201,571,743,7,5201,3997,1204,20017
B,20010716,172133,1000509,00072B,0000151,1,13,1303,130303,0165,016502,463,602,1,602,463,139,20017
C,20010717,141952,1000422,00153C,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20017
D,20010717,141952,1000439,00153D,0000586,1,11,1102,110207,1090,109003,317,521,1,521,317,204,20017
A,20010717,141952,1000467,00153A,0000511,1,11,1110,111097,1883,188302,311,551,1,551,311,240,20017
B,20010717,103549,1000516,00298B,0000365,1,14,1401,140111,0769,076900,161,358,3,1074,483,591,20017
C,20010717,141952,1000422,00153C,0000511,1,11,1110,111097,1883,188302,311,405,1,405,311,94,20017
D,20010717,141952,1000439,00153D,0000325,1,14,1406,140663,1421,142101,388,710,1,710,388,322,20017
A,20010717,141952,1000467,00153A,0000295,1,14,1497,149797,1570,157000,171,333,1,333,171,162,20017
B,20010717,103549,1000516,00298B,0000327,1,13,1302,130297,0471,047101,357,563,4,2252,1428,824,20017
C,20010717,141952,1000422,00153C,0000325,1,14,1406,140663,1421,142101,388,505,1,505,388,117,20017
D,20010717,141952,1000439,00153D,0000511,1,11,1110,111097,1883,188302,311,405,1,405,311,94,20017
A,20010717,141952,1000467,00153A,0000586,1,11,1102,110207,1090,109003,317,413,5,2065,1585,480,20017
B,20010717,141952,1000513,00153B,0000586,1,11,1102,110207,1090,109003,317,514,1,514,317,197,20017
C,20010717,141952,1000422,00153C,0000586,1,11,1102,110207,1090,109003,317,413,1,413,317,96,20017
D,20010717,141952,1000439,00153D,0000295,1,14,1497,149797,1570,157000,171,445,1,445,171,274,20017
A,20010717,141952,1000467,00153A,0000361,1,11,1121,112105,0799,079901,339,629,1,629,339,290,20017
B,20010717,141952,1000513,00153B,0000511,1,11,1110,111097,1883,188302,311,405,1,405,311,94,20017
C,20010717,141952,1000422,00153C,0000361,1,11,1121,112105,0799,079901,339,441,1,441,339,102,20017
D,20010717,141952,1000439,00153D,0000361,1,11,1121,112105,0799,079901,339,519,1,519,339,180,20017
A,20010717,141952,1000467,00153A,0000325,1,14,1406,140663,1421,142101,388,505,1,505,388,117,20017
B,20010717,141952,1000513,00153B,0000361,1,11,1121,112105,0799,079901,339,601,1,601,339,262,20017
C,20010717,151921,1000424,00243C,0000439,1,11,1104,110411,1007,100700,187,308,1,308,187,121,20017
D,20010717,151921,1000441,00243D,0000439,1,11,1104,110411,1007,100700,187,459,1,459,187,272,20017
A,20010717,151921,1000469,00243A,0000585,1,11,1101,110139,1353,135300,282,367,1,367,282,85,20017
B,20010717,141952,1000513,00153B,0000325,1,14,1406,140663,1421,142101,388,505,1,505,388,117,20017
C,20010717,151921,1000424,00243C,0000362,1,11,1119,111901,0171,017104,222,338,1,338,222,116,20017
D,20010717,151921,1000441,00243D,0000362,1,11,1119,111901,0171,017104,222,561,7,3927,1554,2373,20017
A,20010717,151921,1000469,00243A,0000362,1,11,1119,111901,0171,017104,222,391,1,391,222,169,20017
B,20010717,141952,1000513,00153B,0000295,1,14,1497,149797,1570,157000,171,223,3,669,513,156,20017
C,20010717,151921,1000424,00243C,0000585,1,11,1101,110139,1353,135300,282,367,1,367,282,85,20017
D,20010717,151921,1000441,00243D,0000585,1,11,1101,110139,1353,135300,282,367,6,2202,1692,510,20017
A,20010717,151921,1000469,00243A,0000439,1,11,1104,110411,1007,100700,187,306,1,306,187,119,20017
B,20010717,151921,1000515,00243B,0000585,1,11,1101,110139,1353,135300,282,367,5,1835,1410,425,20017
C,20010717,180003,1000423,00223C,0000219,1,13,1304,130403,1537,153702,378,492,5,2460,1890,570,20017
D,20010717,180003,1000440,00223D,0000378,1,13,1301,130139,0386,038605,222,371,1,371,222,149,20017
A,20010717,180003,1000468,00223A,0000280,1,14,1403,140316,0175,017501,253,399,3,1197,759,438,20017
B,20010717,151921,1000515,00243B,0000439,1,11,1104,110411,1007,100700,187,266,1,266,187,79,20017
C,20010717,180003,1000423,00223C,0000378,1,13,1301,130139,0386,038605,222,289,6,1734,1332,402,20017
D,20010717,180003,1000440,00223D,0000518,1,11,1110,111011,1369,136902,361,470,6,2820,2166,654,20017
A,20010717,180003,1000468,00223A,0000518,1,11,1110,111011,1369,136902,361,657,1,657,361,296,20017
B,20010717,151921,1000515,00243B,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67,20017
C,20010717,180003,1000423,00223C,0000205,1,11,1115,111507,1001,100104,496,645,1,645,496,149,20017
D,20010717,180003,1000440,00223D,0000269,1,11,1102,110205,1566,156600,292,380,1,380,292,88,20017
A,20010717,180003,1000468,00223A,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114,20017
B,20010717,180003,1000514,00223B,0000463,1,14,1402,140211,0108,010800,333,499,1,499,333,166,20017
C,20010717,180003,1000423,00223C,0000463,1,14,1402,140211,0108,010800,333,633,3,1899,999,900,20017
D,20010717,180003,1000440,00223D,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100,20017
A,20010717,180003,1000468,00223A,0000463,1,14,1402,140211,0108,010800,333,596,1,596,333,263,20017
B,20010717,180003,1000514,00223B,0000238,1,11,1121,112197,0178,017803,271,507,1,507,271,236,20017
C,20010717,180003,1000423,00223C,0000238,1,11,1121,112197,0178,017803,271,353,4,1412,1084,328,20017
D,20010717,180003,1000440,00223D,0000238,1,11,1121,112197,0178,017803,271,438,1,438,271,167,20017
A,20010717,180003,1000468,00223A,0000378,1,13,1301,130139,0386,038605,222,437,1,437,222,215,20017
B,20010717,180003,1000514,00223B,0000518,1,11,1110,111011,1369,136902,361,470,1,470,361,109,20017
C,20010717,180003,1000423,00223C,0000518,1,11,1110,111011,1369,136902,361,470,1,470,361,109,20017
D,20010717,180003,1000440,00223D,0000280,1,14,1403,140316,0175,017501,253,374,4,1496,1012,484,20017
A,20010717,180003,1000468,00223A,0000205,1,11,1115,111507,1001,100104,496,645,1,645,496,149,20017
B,20010717,180003,1000514,00223B,0000378,1,13,1301,130139,0386,038605,222,488,1,488,222,266,20017
C,20010717,180003,1000423,00223C,0000280,1,14,1403,140316,0175,017501,253,378,1,378,253,125,20017
D,20010717,180003,1000440,00223D,0000205,1,11,1115,111507,1001,100104,496,645,1,645,496,149,20017
A,20010717,180003,1000468,00223A,0000269,1,11,1102,110205,1566,156600,292,380,1,380,292,88,20017
B,20010717,180003,1000514,00223B,0000205,1,11,1115,111507,1001,100104,496,645,1,645,496,149,20017
C,20010717,180003,1000423,00223C,0000269,1,11,1102,110205,1566,156600,292,380,1,380,292,88,20017
D,20010717,180003,1000440,00223D,0000219,1,13,1304,130403,1537,153702,378,600,1,600,378,222,20017
A,20010717,180003,1000468,00223A,0000238,1,11,1121,112197,0178,017803,271,353,1,353,271,82,20017
B,20010717,180003,1000514,00223B,0000280,1,14,1403,140316,0175,017501,253,405,1,405,253,152,20017
B,20010717,180003,1000514,00223B,0000269,1,11,1102,110205,1566,156600,292,380,1,380,292,88,20017
B,20010717,180003,1000514,00223B,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114,20017
C,20010718,143635,1000425,00002C,0000427,1,11,1105,110503,1032,103200,305,460,1,460,305,155,20017
D,20010718,143635,1000442,00002D,0000408,1,11,1112,111201,0690,069004,410,655,6,3930,2460,1470,20017
A,20010718,143635,1000470,00002A,0000427,1,11,1105,110503,1032,103200,305,472,5,2360,1525,835,20017
B,20010718,143635,1000517,00002B,0000416,1,11,1107,110721,0023,002300,299,875,1,875,299,576,20017
C,20010718,143635,1000425,00002C,0000350,1,11,1102,110207,1263,126302,230,299,5,1495,1150,345,20017
D,20010718,143635,1000442,00002D,0000350,1,11,1102,110207,1263,126302,230,299,3,897,690,207,20017
A,20010718,143635,1000470,00002A,0000350,1,11,1102,110207,1263,126302,230,299,5,1495,1150,345,20017
B,20010718,143635,1000517,00002B,0000350,1,11,1102,110207,1263,126302,230,299,6,1794,1380,414,20017
C,20010718,143635,1000425,00002C,0000408,1,11,1112,111201,0690,069004,410,727,5,3635,2050,1585,20017
D,20010718,143635,1000442,00002D,0000404,1,11,1115,111597,0728,072803,609,1376,1,1376,609,767,20017
A,20010718,143635,1000470,00002A,0000416,1,11,1107,110721,0023,002300,299,389,5,1945,1495,450,20017
B,20010718,143635,1000517,00002B,0000408,1,11,1112,111201,0690,069004,410,533,1,533,410,123,20017
C,20010718,143635,1000425,00002C,0000404,1,11,1115,111597,0728,072803,609,1030,1,1030,609,421,20017
D,20010718,143635,1000442,00002D,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90,20017
A,20010718,143635,1000470,00002A,0000404,1,11,1115,111597,0728,072803,609,1590,1,1590,609,981,20017
B,20010718,143635,1000517,00002B,0000404,1,11,1115,111597,0728,072803,609,1030,1,1030,609,421,20017
C,20010718,143635,1000425,00002C,0000416,1,11,1107,110721,0023,002300,299,684,5,3420,1495,1925,20017
D,20010718,143635,1000442,00002D,0000427,1,11,1105,110503,1032,103200,305,397,1,397,305,92,20017
A,20010718,143635,1000470,00002A,0000408,1,11,1112,111201,0690,069004,410,897,1,897,410,487,20017
B,20010718,143635,1000517,00002B,0000427,1,11,1105,110503,1032,103200,305,535,1,535,305,230,20017
C,20010718,181402,1000426,00121C,0000658,1,11,1106,110601,0533,053304,216,281,1,281,216,65,20017
D,20010718,181402,1000443,00121D,0000169,1,14,1403,140323,1817,181705,86,112,1,112,86,26,20017
A,20010718,181402,1000471,00121A,0000348,1,11,1115,111505,0929,092901,331,543,1,543,331,212,20017
B,20010718,181402,1000518,00121B,0000658,1,11,1106,110601,0533,053304,216,334,1,334,216,118,20017
C,20010718,181402,1000426,00121C,0000348,1,11,1115,111505,0929,092901,331,617,1,617,331,286,20017
D,20010718,181402,1000443,00121D,0000499,1,11,1101,110142,1124,112400,213,277,5,1385,1065,320,20017
A,20010718,181402,1000471,00121A,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108,20017
B,20010718,181402,1000518,00121B,0000374,1,11,1117,111701,0151,015100,329,428,1,428,329,99,20017
C,20010718,181402,1000426,00121C,0000444,1,11,1116,111603,0315,031501,419,545,1,545,419,126,20017
D,20010718,181402,1000443,00121D,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55,20017
A,20010718,181402,1000471,00121A,0000169,1,14,1403,140323,1817,181705,86,137,1,137,86,51,20017
B,20010718,181402,1000518,00121B,0000421,1,11,1105,110597,0616,061601,412,762,1,762,412,350,20017
C,20010718,181402,1000426,00121C,0000173,1,11,1115,111501,1466,146600,132,212,1,212,132,80,20017
D,20010718,181402,1000443,00121D,0000658,1,11,1106,110601,0533,053304,216,281,1,281,216,65,20017
A,20010718,181402,1000471,00121A,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55,20017
B,20010718,181402,1000518,00121B,0000169,1,14,1403,140323,1817,181705,86,112,2,224,172,52,20017
C,20010718,181402,1000426,00121C,0000415,1,11,1115,111503,1902,190200,357,465,4,1860,1428,432,20017
D,20010718,181402,1000443,00121D,0000173,1,11,1115,111501,1466,146600,132,172,1,172,132,40,20017
A,20010718,181402,1000471,00121A,0000374,1,11,1117,111701,0151,015100,329,543,1,543,329,214,20017
B,20010718,181402,1000518,00121B,0000547,1,14,1404,140497,0338,033801,183,238,4,952,732,220,20017
C,20010718,181402,1000426,00121C,0000169,1,14,1403,140323,1817,181705,86,123,6,738,516,222,20017
D,20010718,181402,1000443,00121D,0000421,1,11,1105,110597,0616,061601,412,536,1,536,412,124,20017
A,20010718,181402,1000471,00121A,0000444,1,11,1116,111603,0315,031501,419,652,1,652,419,233,20017
B,20010718,181402,1000518,00121B,0000173,1,11,1115,111501,1466,146600,132,172,1,172,132,40,20017
C,20010718,181402,1000426,00121C,0000547,1,14,1404,140497,0338,033801,183,255,1,255,183,72,20017
D,20010718,181402,1000443,00121D,0000348,1,11,1115,111505,0929,092901,331,902,1,902,331,571,20017
A,20010718,181402,1000471,00121A,0000173,1,11,1115,111501,1466,146600,132,213,1,213,132,81,20017
B,20010718,181402,1000518,00121B,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20017
C,20010718,181402,1000426,00121C,0000374,1,11,1117,111701,0151,015100,329,614,1,614,329,285,20017
D,20010718,181402,1000443,00121D,0000444,1,11,1116,111603,0315,031501,419,670,1,670,419,251,20017
A,20010718,181402,1000471,00121A,0000421,1,11,1105,110597,0616,061601,412,536,1,536,412,124,20017
B,20010718,181402,1000518,00121B,0000348,1,11,1115,111505,0929,092901,331,431,6,2586,1986,600,20017
C,20010718,181402,1000426,00121C,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20017
D,20010718,181402,1000443,00121D,0000374,1,11,1117,111701,0151,015100,329,537,6,3222,1974,1248,20017
A,20010718,181402,1000471,00121A,0000439,1,11,1104,110411,1007,100700,187,306,1,306,187,119,20017
B,20010718,181402,1000518,00121B,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108,20017
C,20010718,181402,1000426,00121C,0000421,1,11,1105,110597,0616,061601,412,583,6,3498,2472,1026,20017
D,20010718,181402,1000443,00121D,0000439,1,11,1104,110411,1007,100700,187,459,1,459,187,272,20017
A,20010718,181402,1000471,00121A,0000658,1,11,1106,110601,0533,053304,216,281,1,281,216,65,20017
B,20010718,181402,1000518,00121B,0000444,1,11,1116,111603,0315,031501,419,545,6,3270,2514,756,20017
C,20010718,181402,1000426,00121C,0000439,1,11,1104,110411,1007,100700,187,308,6,1848,1122,726,20017
D,20010718,181402,1000443,00121D,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108,20017
A,20010718,181402,1000471,00121A,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20017
B,20010718,181402,1000518,00121B,0000439,1,11,1104,110411,1007,100700,187,266,5,1330,935,395,20017
C,20010719,114528,1000430,00226C,0000370,1,11,1102,110211,1261,126101,224,292,1,292,224,68,20017
D,20010719,114528,1000447,00226D,0000370,1,11,1102,110211,1261,126101,224,353,1,353,224,129,20017
A,20010719,114528,1000475,00226A,0000297,1,11,1112,111211,0192,019200,426,554,4,2216,1704,512,20017
B,20010719,114528,1000522,00226B,0000604,1,11,1121,112107,1770,177000,365,475,5,2375,1825,550,20017
C,20010719,114528,1000430,00226C,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77,20017
D,20010719,114528,1000447,00226D,0000434,1,11,1105,110504,0523,052300,378,492,3,1476,1134,342,20017
A,20010719,114528,1000475,00226A,0000410,1,11,1121,112197,0701,070100,281,559,1,559,281,278,20017
B,20010719,114528,1000522,00226B,0000370,1,11,1102,110211,1261,126101,224,361,1,361,224,137,20017
C,20010719,114528,1000430,00226C,0000297,1,11,1112,111211,0192,019200,426,672,1,672,426,246,20017
D,20010719,114528,1000447,00226D,0000297,1,11,1112,111211,0192,019200,426,554,5,2770,2130,640,20017
A,20010719,114528,1000475,00226A,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77,20017
B,20010719,114528,1000522,00226B,0000392,1,14,1401,140107,1376,137605,254,613,1,613,254,359,20017
C,20010719,114528,1000430,00226C,0000604,1,11,1121,112107,1770,177000,365,475,5,2375,1825,550,20017
D,20010719,114528,1000447,00226D,0000604,1,11,1121,112107,1770,177000,365,475,1,475,365,110,20017
A,20010719,114528,1000475,00226A,0000434,1,11,1105,110504,0523,052300,378,635,5,3175,1890,1285,20017
B,20010719,114528,1000522,00226B,0000297,1,11,1112,111211,0192,019200,426,554,1,554,426,128,20017
C,20010719,114528,1000430,00226C,0000410,1,11,1121,112197,0701,070100,281,442,1,442,281,161,20017
D,20010719,114528,1000447,00226D,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77,20017
A,20010719,114528,1000475,00226A,0000370,1,11,1102,110211,1261,126101,224,292,5,1460,1120,340,20017
B,20010719,114528,1000522,00226B,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114,20017
C,20010719,114528,1000430,00226C,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114,20017
D,20010719,114528,1000447,00226D,0000410,1,11,1121,112197,0701,070100,281,366,1,366,281,85,20017
A,20010719,114528,1000475,00226A,0000604,1,11,1121,112107,1770,177000,365,475,1,475,365,110,20017
B,20010719,114528,1000522,00226B,0000410,1,11,1121,112197,0701,070100,281,366,1,366,281,85,20017
