店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額
D,20010820,151705,1000581,00125D,0000176,1,11,1116,111601,0018,001800,253,400,1,400,253,147
D,20010821,120654,1000584,00025D,0000454,1,14,1401,140107,1804,180403,199,385,6,2310,1194,1116
D,20010821,120654,1000584,00025D,0000360,1,11,1119,111905,1327,132705,235,306,4,1224,940,284
D,20010821,120654,1000584,00025D,0000652,1,11,1115,111503,1571,157103,282,367,1,367,282,85
D,20010821,120654,1000584,00025D,0000279,1,11,1121,112107,1886,188601,122,159,1,159,122,37
D,20010821,120654,1000584,00025D,0000483,1,14,1403,140305,0369,036900,257,335,1,335,257,78
D,20010821,184753,1000585,00114D,0000129,1,11,1101,110119,0115,011502,219,285,1,285,219,66
D,20010821,184753,1000585,00114D,0000484,1,11,1105,110509,1221,122103,180,234,1,234,180,54
D,20010821,184753,1000585,00114D,0000485,1,14,1403,140315,0129,012907,166,302,6,1812,996,816
D,20010821,184753,1000585,00114D,0000541,1,11,1101,110129,0121,012101,277,476,1,476,277,199
D,20010821,184753,1000585,00114D,0000473,1,13,1303,130301,0025,002501,306,410,1,410,306,104
D,20010821,184753,1000585,00114D,0000487,1,11,1117,111705,0717,071700,207,270,3,810,621,189
D,20010821,184753,1000585,00114D,0000482,1,11,1119,111997,0844,084400,285,408,1,408,285,123
D,20010821,194233,1000586,00131D,0000349,1,13,1301,130198,1017,101703,247,469,1,469,247,222
D,20010821,194233,1000586,00131D,0000543,1,14,1404,140403,0939,093900,274,423,1,423,274,149
D,20010821,194233,1000586,00131D,0000317,1,11,1119,111907,0623,062301,357,465,1,465,357,108
D,20010821,194233,1000586,00131D,0000417,1,11,1107,110703,0442,044204,395,661,1,661,395,266
D,20010821,194233,1000586,00131D,0000390,1,11,1117,111797,1943,194300,411,656,1,656,411,245
D,20010821,194233,1000586,00131D,0000419,1,11,1112,111211,0736,073600,296,385,1,385,296,89
D,20010821,194233,1000586,00131D,0000229,1,13,1301,130137,1115,111500,228,297,1,297,228,69
D,20010821,194233,1000586,00131D,0000616,1,14,1406,140631,0189,018900,335,436,4,1744,1340,404
D,20010821,194233,1000586,00131D,0000548,1,11,1115,111503,1207,120700,305,397,1,397,305,92
D,20010822,101342,1000590,00118D,0000450,1,11,1121,112111,1405,140503,321,510,4,2040,1284,756
D,20010822,101342,1000590,00118D,0000645,1,11,1118,111897,0002,000202,205,267,1,267,205,62
D,20010822,101342,1000590,00118D,0000408,1,11,1112,111201,0690,069004,410,655,1,655,410,245
D,20010822,101342,1000590,00118D,0000437,1,13,1301,130141,1950,195003,381,499,2,998,762,236
D,20010822,101342,1000590,00118D,0000421,1,11,1105,110597,0616,061601,412,536,1,536,412,124
D,20010822,101342,1000590,00118D,0000498,1,11,1119,111903,0463,046307,192,415,6,2490,1152,1338
D,20010822,111930,1000589,00088D,0000373,1,11,1118,111897,1341,134100,91,119,1,119,91,28
D,20010822,111930,1000589,00088D,0000540,1,14,1403,140323,1789,178900,286,372,1,372,286,86
D,20010822,111930,1000589,00088D,0000366,1,14,1403,140315,1610,161001,237,511,5,2555,1185,1370
D,20010822,111930,1000589,00088D,0000563,1,11,1121,112113,0367,036703,132,234,1,234,132,102
D,20010822,111930,1000589,00088D,0000364,1,13,1301,130137,1772,177201,366,834,1,834,366,468
D,20010822,111930,1000589,00088D,0000440,1,14,1406,140671,1383,138301,285,371,1,371,285,86
D,20010822,111930,1000589,00088D,0000559,1,11,1105,110511,1624,162401,402,523,8,4184,3216,968
D,20010822,111930,1000589,00088D,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30
D,20010822,111930,1000589,00088D,0000507,1,11,1102,110297,1145,114501,252,363,1,363,252,111
D,20010822,123249,1000587,00069D,0000388,1,14,1402,140209,0773,077301,336,437,5,2185,1680,505
D,20010822,123249,1000587,00069D,0000512,1,11,1118,111807,1133,113302,352,576,1,576,352,224
D,20010822,123249,1000587,00069D,0000220,1,11,1119,111905,0191,019100,402,523,1,523,402,121
D,20010822,123249,1000587,00069D,0000490,1,13,1301,130123,0887,088701,357,908,1,908,357,551
D,20010822,123249,1000587,00069D,0000287,1,14,1401,140197,1925,192500,148,193,5,965,740,225
D,20010822,123249,1000587,00069D,0000467,1,11,1101,110115,0508,050800,173,274,6,1644,1038,606
D,20010822,123249,1000587,00069D,0000439,1,11,1104,110411,1007,100700,187,459,5,2295,935,1360
D,20010822,123544,1000593,00184D,0000363,1,11,1104,110409,0649,064905,435,566,3,1698,1305,393
D,20010822,123544,1000593,00184D,0000403,1,11,1120,112097,0465,046500,203,264,1,264,203,61
D,20010822,123544,1000593,00184D,0000405,1,13,1301,130123,1310,131000,408,628,5,3140,2040,1100
D,20010822,123544,1000593,00184D,0000430,1,11,1102,110297,1287,128703,231,372,1,372,231,141
D,20010822,132805,1000588,00074D,0000430,1,11,1102,110297,1287,128703,231,372,6,2232,1386,846
D,20010822,140908,1000592,00172D,0000258,1,11,1105,110505,1021,102101,170,293,6,1758,1020,738
D,20010822,183400,1000591,00169D,0000513,1,11,1110,111001,1955,195503,388,505,1,505,388,117
D,20010822,183400,1000591,00169D,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102
D,20010822,183400,1000591,00169D,0000436,1,11,1111,111197,0407,040704,331,579,1,579,331,248
D,20010822,183400,1000591,00169D,0000305,1,11,1101,110129,1765,176502,185,296,5,1480,925,555
D,20010822,183400,1000591,00169D,0000581,1,13,1303,130301,0586,058602,281,366,1,366,281,85
D,20010822,183400,1000591,00169D,0000286,1,11,1104,110415,1057,105702,302,393,1,393,302,91
D,20010822,183400,1000591,00169D,0000369,1,11,1103,110301,0663,066302,210,273,1,273,210,63
D,20010823,181700,1000594,00080D,0000493,1,11,1113,111305,1755,175504,274,357,1,357,274,83
D,20010823,181700,1000594,00080D,0000044,1,11,1121,112197,0013,001301,276,424,1,424,276,148
D,20010823,181700,1000594,00080D,0000469,1,11,1113,111303,1417,141703,201,386,4,1544,804,740
D,20010823,181700,1000594,00080D,0000205,1,11,1115,111507,1001,100104,496,752,3,2256,1488,768
D,20010823,181700,1000594,00080D,0000552,1,14,1406,140697,0949,094901,307,400,3,1200,921,279
D,20010823,181700,1000594,00080D,0000231,1,12,1297,129797,1878,187801,472,614,1,614,472,142
D,20010823,181700,1000594,00080D,0000534,1,11,1104,110415,1226,122600,374,779,3,2337,1122,1215
D,20010823,181700,1000594,00080D,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90
D,20010823,181700,1000594,00080D,0000436,1,11,1111,111197,0407,040704,331,579,1,579,331,248
D,20010823,181700,1000594,00080D,0000361,1,11,1121,112105,0799,079901,339,519,1,519,339,180
D,20010823,181700,1000594,00080D,0000449,1,14,1406,140631,1215,121503,322,666,1,666,322,344
D,20010823,181700,1000594,00080D,0000303,1,14,1406,140611,0856,085602,310,403,6,2418,1860,558
D,20010824,121124,1000596,00168D,0000564,1,11,1102,110205,1735,173500,200,434,1,434,200,234
D,20010824,121124,1000596,00168D,0000013,1,11,1119,111907,0780,078001,254,331,1,331,254,77
D,20010824,121124,1000596,00168D,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129
D,20010824,121124,1000596,00168D,0000269,1,11,1102,110205,1566,156600,292,380,1,380,292,88
D,20010824,121124,1000596,00168D,0000236,1,13,1304,130497,1468,146801,301,392,1,392,301,91
D,20010824,121124,1000596,00168D,0000290,1,13,1304,130497,1686,168602,404,753,1,753,404,349
D,20010824,121124,1000596,00168D,0000152,1,11,1101,110135,1414,141403,80,104,1,104,80,24
D,20010824,125306,1000598,00230D,0000397,1,11,1105,110517,0191,019104,212,383,1,383,212,171
D,20010824,125306,1000598,00230D,0000193,1,13,1301,130139,0026,002605,247,322,1,322,247,75
D,20010824,125306,1000598,00230D,0000575,1,11,1105,110501,0300,030002,378,652,1,652,378,274
D,20010824,125306,1000598,00230D,0000370,1,11,1102,110211,1261,126101,224,353,1,353,224,129
D,20010824,125306,1000598,00230D,0000561,1,11,1102,110209,0208,020801,308,401,1,401,308,93
D,20010824,125306,1000598,00230D,0000107,1,11,1103,110397,1001,100101,389,506,1,506,389,117
D,20010824,125306,1000598,00230D,0000517,1,11,1197,119705,1151,115102,424,786,1,786,424,362
D,20010824,125306,1000598,00230D,0000292,1,11,1105,110504,1110,111001,283,424,5,2120,1415,705
D,20010824,125306,1000598,00230D,0000477,1,11,1104,110411,1463,146303,575,748,1,748,575,173
D,20010824,172018,1000595,00114D,0000348,1,11,1115,111505,0929,092901,331,902,1,902,331,571
D,20010824,172018,1000595,00114D,0000458,1,11,1104,110415,1565,156500,393,643,1,643,393,250
D,20010824,172018,1000595,00114D,0000357,1,11,1105,110505,0013,001300,500,689,1,689,500,189
D,20010824,172018,1000595,00114D,0000476,1,11,1111,111111,0405,040502,258,336,1,336,258,78
D,20010824,172018,1000595,00114D,0000431,1,11,1101,110129,1705,170502,207,270,3,810,621,189
D,20010824,175438,1000597,00223D,0000306,1,13,1301,130135,0536,053604,288,375,1,375,288,87
D,20010824,175438,1000597,00223D,0000475,1,11,1101,110135,1067,106705,243,721,1,721,243,478
D,20010824,175438,1000597,00223D,0000374,1,11,1117,111701,0151,015100,329,537,1,537,329,208
D,20010824,175438,1000597,00223D,0000473,1,13,1303,130301,0025,002501,306,410,1,410,306,104
D,20010824,175438,1000597,00223D,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83
D,20010824,175438,1000597,00223D,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30
D,20010824,175438,1000597,00223D,0000316,1,11,1119,111907,1107,110702,265,345,5,1725,1325,400
D,20010825,112706,1000599,00137D,0000602,1,11,1113,111301,1772,177202,419,660,1,660,419,241
D,20010825,112706,1000599,00137D,0000314,1,11,1101,110119,1942,194203,276,450,1,450,276,174
D,20010825,112706,1000599,00137D,0000330,1,11,1121,112197,0068,006801,377,902,1,902,377,525
D,20010825,112706,1000599,00137D,0000354,1,11,1112,111211,0869,086900,188,291,6,1746,1128,618
D,20010825,142717,1000600,00246D,0000303,1,14,1406,140611,0856,085602,310,403,5,2015,1550,465
D,20010826,103810,1000605,00212D,0000582,1,11,1101,110133,0870,087000,421,623,1,623,421,202
D,20010826,103810,1000605,00212D,0000263,1,14,1401,140103,0983,098300,336,437,1,437,336,101
D,20010826,103810,1000605,00212D,0000383,1,11,1103,110301,1919,191900,404,611,3,1833,1212,621
D,20010826,121526,1000603,00054D,0000406,1,11,1106,110603,1789,178902,485,631,1,631,485,146
D,20010826,121526,1000603,00054D,0000160,1,14,1403,140325,0125,012500,124,162,6,972,744,228
D,20010826,121526,1000603,00054D,0000364,1,13,1301,130137,1772,177201,366,982,1,982,366,616
D,20010826,121526,1000603,00054D,0000289,1,14,1406,140691,0678,067800,475,1061,1,1061,475,586
D,20010826,121526,1000603,00054D,0000299,1,11,1110,111003,0565,056500,222,289,6,1734,1332,402
D,20010826,121526,1000603,00054D,0000341,1,11,1110,111007,1334,133400,122,159,6,954,732,222
D,20010826,143509,1000601,00003D,0000664,1,11,1116,111697,1725,172503,319,549,1,549,319,230
D,20010826,143509,1000601,00003D,0000312,1,14,1404,140407,0614,061400,305,483,1,483,305,178
D,20010826,143509,1000601,00003D,0000500,1,11,1105,110504,1229,122901,412,667,1,667,412,255
D,20010826,143509,1000601,00003D,0000374,1,11,1117,111701,0151,015100,329,537,6,3222,1974,1248
D,20010826,143509,1000601,00003D,0000564,1,11,1102,110205,1735,173500,200,434,1,434,200,234
D,20010826,143509,1000601,00003D,0000291,1,11,1112,111211,1364,136402,272,573,5,2865,1360,1505
D,20010826,155049,1000604,00124D,0000468,1,11,1101,110133,0319,031904,393,522,1,522,393,129
D,20010826,155049,1000604,00124D,0000266,1,11,1104,110407,1862,186200,334,435,4,1740,1336,404
D,20010826,155049,1000604,00124D,0000531,1,11,1117,111701,0158,015803,192,250,1,250,192,58
D,20010826,155049,1000604,00124D,0000369,1,11,1103,110301,0663,066302,210,273,1,273,210,63
D,20010826,155049,1000604,00124D,0000650,1,14,1403,140301,0910,091000,397,517,1,517,397,120
D,20010826,162204,1000602,00053D,0000380,1,11,1121,112105,0109,010905,209,326,1,326,209,117
D,20010826,162204,1000602,00053D,0000437,1,13,1301,130141,1950,195003,381,499,1,499,381,118
D,20010826,162204,1000602,00053D,0000221,1,13,1303,130303,1137,113701,422,549,1,549,422,127
D,20010826,162204,1000602,00053D,0000460,1,14,1406,140661,0597,059700,101,223,4,892,404,488
D,20010826,162204,1000602,00053D,0000393,1,11,1105,110517,1889,188901,410,533,4,2132,1640,492
D,20010826,162204,1000602,00053D,0000399,1,11,1113,111307,0939,093902,198,297,1,297,198,99
D,20010826,162204,1000602,00053D,0000257,1,11,1112,111209,1400,140000,379,493,5,2465,1895,570
D,20010826,162204,1000602,00053D,0000259,1,11,1106,110697,0061,006101,263,427,3,1281,789,492
D,20010827,135600,1000608,00147D,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119
D,20010827,135600,1000608,00147D,0000295,1,14,1497,149797,1570,157000,171,557,1,557,171,386
D,20010827,135600,1000608,00147D,0000300,1,11,1101,110117,1006,100601,238,571,1,571,238,333
D,20010827,142918,1000609,00169D,0000143,1,13,1301,130133,1781,178102,264,344,1,344,264,80
D,20010827,160452,1000606,00024D,0000466,1,14,1401,140105,0590,059003,408,531,1,531,408,123
D,20010827,160452,1000606,00024D,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58
D,20010827,160452,1000606,00024D,0000420,1,11,1102,110211,0376,037601,255,405,3,1215,765,450
D,20010827,160452,1000606,00024D,0000042,1,11,1108,110802,0011,001101,169,220,6,1320,1014,306
D,20010827,160452,1000606,00024D,0000372,1,11,1101,110131,0569,056902,467,729,1,729,467,262
D,20010827,160452,1000606,00024D,0000349,1,13,1301,130198,1017,101703,247,469,1,469,247,222
D,20010827,175540,1000607,00084D,0000465,1,14,1402,140205,0918,091803,506,870,5,4350,2530,1820
D,20010827,175540,1000607,00084D,0000368,1,13,1301,130139,0054,005401,335,618,1,618,335,283
D,20010827,175540,1000607,00084D,0000449,1,14,1406,140631,1215,121503,322,666,1,666,322,344
D,20010827,175540,1000607,00084D,0000385,1,11,1106,110605,1175,117501,278,362,5,1810,1390,420
D,20010827,175540,1000607,00084D,0000709,1,13,1302,130297,1454,145402,295,384,5,1920,1475,445
D,20010827,175540,1000607,00084D,0000676,1,11,1104,110415,0909,090901,347,452,1,452,347,105
D,20010827,175540,1000607,00084D,0000397,1,11,1105,110517,0191,019104,212,383,1,383,212,171
D,20010827,175540,1000607,00084D,0000479,1,13,1301,130127,1293,129301,188,284,1,284,188,96
D,20010827,175540,1000607,00084D,0000437,1,13,1301,130141,1950,195003,381,499,1,499,381,118
D,20010827,175540,1000607,00084D,0000508,1,11,1117,111701,0471,047104,344,1056,1,1056,344,712
D,20010827,175540,1000607,00084D,0000639,1,11,1105,110513,1658,165802,362,471,1,471,362,109
D,20010827,175708,1000610,00218D,0000167,1,11,1118,111807,0804,080404,369,480,4,1920,1476,444
D,20010827,175708,1000610,00218D,0000490,1,13,1301,130123,0887,088701,357,908,6,5448,2142,3306
D,20010827,175708,1000610,00218D,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
D,20010827,175708,1000610,00218D,0000592,1,11,1111,111197,0473,047303,341,444,5,2220,1705,515
D,20010827,175708,1000610,00218D,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69
D,20010827,175708,1000610,00218D,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82
D,20010828,114526,1000615,00125D,0000515,1,11,1119,111907,1477,147704,436,792,1,792,436,356
D,20010828,114526,1000615,00125D,0000321,1,13,1301,130129,0971,097100,214,502,1,502,214,288
D,20010828,114526,1000615,00125D,0000525,1,11,1101,110105,0956,095603,140,182,6,1092,840,252
D,20010828,114526,1000615,00125D,0000241,1,11,1111,111101,1715,171502,273,355,1,355,273,82
D,20010828,114526,1000615,00125D,0000454,1,14,1401,140107,1804,180403,199,385,4,1540,796,744
D,20010828,115147,1000614,00123D,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77
D,20010828,115147,1000614,00123D,0000466,1,14,1401,140105,0590,059003,408,531,1,531,408,123
D,20010828,115147,1000614,00123D,0000289,1,14,1406,140691,0678,067800,475,1061,1,1061,475,586
D,20010828,115147,1000614,00123D,0000684,1,14,1403,140323,1290,129003,328,427,1,427,328,99
D,20010828,115147,1000614,00123D,0000400,1,11,1112,111209,1444,144403,252,411,1,411,252,159
D,20010828,115147,1000614,00123D,0000445,1,11,1119,111901,0621,062100,357,507,5,2535,1785,750
D,20010828,115147,1000614,00123D,0000453,1,14,1403,140307,1143,114302,357,465,1,465,357,108
D,20010828,115147,1000614,00123D,0000451,1,11,1110,111015,1548,154802,227,296,1,296,227,69
D,20010828,115147,1000614,00123D,0000514,1,11,1115,111597,0545,054503,103,295,6,1770,618,1152
D,20010828,121517,1000612,00054D,0000330,1,11,1121,112197,0068,006801,377,902,5,4510,1885,2625
D,20010828,121517,1000612,00054D,0000513,1,11,1110,111001,1955,195503,388,505,1,505,388,117
D,20010828,121517,1000612,00054D,0000266,1,11,1104,110407,1862,186200,334,435,6,2610,2004,606
D,20010828,121517,1000612,00054D,0000314,1,11,1101,110119,1942,194203,276,450,1,450,276,174
D,20010828,121517,1000612,00054D,0000221,1,13,1303,130303,1137,113701,422,549,6,3294,2532,762
D,20010828,121517,1000612,00054D,0000389,1,13,1302,130297,0712,071201,379,493,1,493,379,114
D,20010828,122919,1000616,00128D,0000715,1,11,1121,112111,1378,137804,288,375,6,2250,1728,522
D,20010828,122919,1000616,00128D,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
D,20010828,122919,1000616,00128D,0000462,1,14,1406,140681,1674,167405,231,508,5,2540,1155,1385
D,20010828,122919,1000616,00128D,0000302,1,11,1108,110801,0136,013601,251,631,1,631,251,380
D,20010828,122919,1000616,00128D,0000593,1,14,1406,140695,0203,020300,434,911,1,911,434,477
D,20010828,122919,1000616,00128D,0000343,1,11,1104,110407,0189,018903,384,500,6,3000,2304,696
D,20010828,122919,1000616,00128D,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
D,20010828,140847,1000611,00020D,0000547,1,14,1404,140497,0338,033801,183,338,1,338,183,155
D,20010828,140847,1000611,00020D,0000350,1,11,1102,110207,1263,126302,230,353,1,353,230,123
D,20010828,140847,1000611,00020D,0000427,1,11,1105,110503,1032,103200,305,397,1,397,305,92
D,20010828,140847,1000611,00020D,0000362,1,11,1119,111901,0171,017104,222,561,1,561,222,339
D,20010828,144854,1000618,00247D,0000696,1,11,1118,111897,0299,029902,494,643,3,1929,1482,447
D,20010828,144854,1000618,00247D,0000328,1,14,1404,140405,1987,198701,191,249,2,498,382,116
D,20010828,144854,1000618,00247D,0000396,1,14,1401,140103,1489,148900,404,575,1,575,404,171
D,20010828,163733,1000613,00070D,0000355,1,14,1403,140309,0585,058501,336,676,1,676,336,340
D,20010828,163733,1000613,00070D,0000611,1,11,1121,112111,1215,121507,424,552,5,2760,2120,640
D,20010828,163733,1000613,00070D,0000356,1,11,1108,110802,0751,075103,181,551,4,2204,724,1480
D,20010828,163733,1000613,00070D,0000450,1,11,1121,112111,1405,140503,321,510,1,510,321,189
D,20010828,165219,1000617,00150D,0000131,1,14,1403,140315,1327,132702,285,371,1,371,285,86
D,20010828,165219,1000617,00150D,0000519,1,13,1301,130129,1427,142700,170,278,1,278,170,108
D,20010828,165219,1000617,00150D,0000466,1,14,1401,140105,0590,059003,408,531,5,2655,2040,615
D,20010829,113722,1000622,00238D,0000359,1,11,1116,111603,0567,056702,325,594,5,2970,1625,1345
D,20010829,113722,1000622,00238D,0000260,1,11,1121,112107,1431,143106,325,423,1,423,325,98
D,20010829,113722,1000622,00238D,0000254,1,11,1115,111597,1124,112402,370,556,4,2224,1480,744
D,20010829,113722,1000622,00238D,0000293,1,11,1116,111697,1527,152705,296,587,1,587,296,291
D,20010829,114647,1000621,00188D,0000676,1,11,1104,110415,0909,090901,347,546,1,546,347,199
D,20010829,114647,1000621,00188D,0000336,1,11,1111,111101,1496,149602,393,511,6,3066,2358,708
D,20010829,114647,1000621,00188D,0000447,1,11,1105,110511,1574,157403,324,664,1,664,324,340
D,20010829,114647,1000621,00188D,0000600,1,14,1406,140621,1730,173000,245,387,1,387,245,142
D,20010829,115424,1000620,00136D,0000556,1,11,1102,110205,0420,042000,355,462,3,1386,1065,321
D,20010829,120222,1000619,00020D,0000624,1,11,1101,110115,1820,182004,362,471,1,471,362,109
D,20010830,101408,1000623,00070D,0000330,1,11,1121,112197,0068,006801,377,902,1,902,377,525
D,20010830,101408,1000623,00070D,0000407,1,14,1406,140631,0423,042305,259,337,1,337,259,78
D,20010830,111409,1000624,00124D,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102
D,20010830,111409,1000624,00124D,0000216,1,11,1107,110707,1113,111304,189,246,1,246,189,57
D,20010830,111409,1000624,00124D,0000340,1,14,1403,140317,0302,030202,318,494,1,494,318,176
D,20010830,111409,1000624,00124D,0000376,1,11,1119,111905,0346,034600,359,658,4,2632,1436,1196
D,20010830,111409,1000624,00124D,0000263,1,14,1401,140103,0983,098300,336,437,6,2622,2016,606
D,20010830,111409,1000624,00124D,0000312,1,14,1404,140407,0614,061400,305,483,1,483,305,178
D,20010830,123917,1000625,00150D,0000581,1,13,1303,130301,0586,058602,281,366,5,1830,1405,425
D,20010830,123917,1000625,00150D,0000313,1,11,1119,111997,1378,137803,185,364,1,364,185,179
D,20010830,123917,1000625,00150D,0000507,1,11,1102,110297,1145,114501,252,363,1,363,252,111
D,20010830,123917,1000625,00150D,0000595,1,11,1108,110897,1570,157004,338,440,6,2640,2028,612
D,20010830,163632,1000626,00230D,0000280,1,14,1403,140316,0175,017501,253,374,6,2244,1518,726
D,20010830,163632,1000626,00230D,0000636,1,11,1110,111007,0960,096002,250,325,1,325,250,75
D,20010830,163632,1000626,00230D,0000160,1,14,1403,140325,0125,012500,124,162,1,162,124,38
D,20010830,163632,1000626,00230D,0000465,1,14,1402,140205,0918,091803,506,870,1,870,506,364
D,20010830,163632,1000626,00230D,0000390,1,11,1117,111797,1943,194300,411,656,5,3280,2055,1225
D,20010830,163632,1000626,00230D,0000488,1,11,1119,111905,1644,164402,358,623,5,3115,1790,1325
D,20010830,163632,1000626,00230D,0000402,1,11,1101,110135,1198,119800,310,403,1,403,310,93
D,20010830,183813,1000627,00243D,0000342,1,14,1401,140115,0147,014700,332,432,1,432,332,100
D,20010830,183813,1000627,00243D,0000618,1,11,1105,110501,0679,067905,528,687,1,687,528,159
D,20010830,183813,1000627,00243D,0000350,1,11,1102,110207,1263,126302,230,353,1,353,230,123
D,20010830,183813,1000627,00243D,0000526,1,14,1403,140317,1788,178802,346,562,1,562,346,216
D,20010830,183813,1000627,00243D,0000298,1,11,1101,110141,1578,157805,327,426,1,426,327,99
D,20010830,183813,1000627,00243D,0000423,1,11,1107,110791,0107,010703,290,377,7,2639,2030,609
D,20010830,183813,1000627,00243D,0000548,1,11,1115,111503,1207,120700,305,397,1,397,305,92
D,20010830,183813,1000627,00243D,0000426,1,11,1106,110601,1763,176305,177,231,5,1155,885,270
D,20010831,102219,1000628,00254D,0000366,1,14,1403,140315,1610,161001,237,511,1,511,237,274
D,20010831,102219,1000628,00254D,0000467,1,11,1101,110115,0508,050800,173,274,1,274,173,101
D,20010831,102219,1000628,00254D,0000377,1,11,1105,110511,0302,030201,571,1087,5,5435,2855,2580
D,20010831,102219,1000628,00254D,0000447,1,11,1105,110511,1574,157403,324,664,1,664,324,340
D,20010831,102219,1000628,00254D,0000357,1,11,1105,110505,0013,001300,500,689,6,4134,3000,1134
D,20010831,102219,1000628,00254D,0000236,1,13,1304,130497,1468,146801,301,392,1,392,301,91
D,20010831,102219,1000628,00254D,0000361,1,11,1121,112105,0799,079901,339,519,3,1557,1017,540
D,20010901,135350,1000629,00173D,0000266,1,11,1104,110407,1862,186200,334,435,1,435,334,101
D,20010902,095928,1000630,00118D,0000534,1,11,1104,110415,1226,122600,374,779,1,779,374,405
D,20010902,095928,1000630,00118D,0000119,1,13,1304,130401,0303,030302,334,435,1,435,334,101
D,20010902,095928,1000630,00118D,0000581,1,13,1303,130301,0586,058602,281,366,1,366,281,85
D,20010902,095928,1000630,00118D,0000179,1,14,1403,140309,1551,155101,351,457,1,457,351,106
D,20010902,095928,1000630,00118D,0000580,1,14,1403,140315,1613,161302,420,546,6,3276,2520,756
D,20010902,095928,1000630,00118D,0000373,1,11,1118,111897,1341,134100,91,119,1,119,91,28
D,20010902,142953,1000631,00242D,0000306,1,13,1301,130135,0536,053604,288,458,6,2748,1728,1020
D,20010903,102809,1000632,00020D,0000519,1,13,1301,130129,1427,142700,170,278,1,278,170,108
D,20010903,102809,1000632,00020D,0000252,1,14,1404,140401,0153,015302,238,560,1,560,238,322
D,20010903,102809,1000632,00020D,0000482,1,11,1119,111997,0844,084400,285,408,1,408,285,123
D,20010903,102809,1000632,00020D,0000278,1,11,1107,110725,0140,014000,278,490,5,2450,1390,1060
D,20010903,102809,1000632,00020D,0000485,1,14,1403,140315,0129,012907,166,370,1,370,166,204
D,20010903,102809,1000632,00020D,0000424,1,11,1111,111113,1484,148401,226,379,1,379,226,153
D,20010903,113533,1000635,00218D,0000216,1,11,1107,110707,1113,111304,189,246,1,246,189,57
D,20010903,113533,1000635,00218D,0000443,1,13,1301,130121,1886,188600,395,514,7,3598,2765,833
D,20010903,113533,1000635,00218D,0000305,1,11,1101,110129,1765,176502,185,296,1,296,185,111
D,20010903,113533,1000635,00218D,0000187,1,14,1401,140113,1454,145403,435,566,1,566,435,131
D,20010903,114114,1000633,00088D,0000575,1,11,1105,110501,0300,030002,378,652,3,1956,1134,822
D,20010903,114114,1000633,00088D,0000232,1,11,1116,111603,1347,134702,253,329,3,987,759,228
D,20010903,114114,1000633,00088D,0000454,1,14,1401,140107,1804,180403,199,385,1,385,199,186
D,20010903,114114,1000633,00088D,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43
D,20010903,114114,1000633,00088D,0000397,1,11,1105,110517,0191,019104,212,455,5,2275,1060,1215
D,20010903,114114,1000633,00088D,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81
D,20010903,114114,1000633,00088D,0000486,1,11,1108,110801,1315,131504,208,271,3,813,624,189
D,20010903,114114,1000633,00088D,0000400,1,11,1112,111209,1444,144403,252,411,1,411,252,159
D,20010903,114114,1000633,00088D,0000534,1,11,1104,110415,1226,122600,374,779,1,779,374,405
D,20010903,114114,1000633,00088D,0000397,1,11,1105,110517,0191,019104,212,455,1,455,212,243
D,20010903,184112,1000634,00190D,0000336,1,11,1111,111101,1496,149602,393,511,1,511,393,118
D,20010903,184112,1000634,00190D,0000667,1,11,1110,111003,0596,059604,246,320,1,320,246,74
D,20010903,184112,1000634,00190D,0000280,1,14,1403,140316,0175,017501,253,374,3,1122,759,363
D,20010903,184112,1000634,00190D,0000577,1,11,1115,111511,1880,188002,160,208,1,208,160,48
D,20010903,184112,1000634,00190D,0000181,1,12,1202,120297,1483,148302,265,436,5,2180,1325,855
D,20010903,184112,1000634,00190D,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109
D,20010903,184112,1000634,00190D,0000208,1,11,1112,111203,0777,077700,358,588,1,588,358,230
D,20010903,184112,1000634,00190D,0000541,1,11,1101,110129,0121,012101,277,476,1,476,277,199
D,20010903,184112,1000634,00190D,0000165,1,14,1401,140113,0779,077905,349,454,1,454,349,105
D,20010903,184112,1000634,00190D,0000555,1,11,1119,111997,1558,155803,93,121,1,121,93,28
