shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit
A,20010822,140908,1000629,00172A,0000258,1,11,1105,110505,1021,102101,170,290,1,290,170,120
A,20010822,183400,1000628,00169A,0000436,1,11,1111,111197,0407,040704,331,431,6,2586,1986,600
A,20010822,183400,1000628,00169A,0000271,1,14,1406,140697,1799,179903,340,498,5,2490,1700,790
A,20010822,183400,1000628,00169A,0000581,1,13,1303,130301,0586,058602,281,522,5,2610,1405,1205
A,20010822,183400,1000628,00169A,0000286,1,11,1104,110415,1057,105702,302,557,6,3342,1812,1530
A,20010822,183400,1000628,00169A,0000513,1,11,1110,111001,1955,195503,388,579,3,1737,1164,573
A,20010822,183400,1000628,00169A,0000369,1,11,1103,110301,0663,066302,210,273,1,273,210,63
A,20010822,183400,1000628,00169A,0000305,1,11,1101,110129,1765,176502,185,241,5,1205,925,280
A,20010823,181700,1000631,00080A,0000469,1,11,1113,111303,1417,141703,201,434,1,434,201,233
A,20010823,181700,1000631,00080A,0000303,1,14,1406,140611,0856,085602,310,725,4,2900,1240,1660
A,20010823,181700,1000631,00080A,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
A,20010823,181700,1000631,00080A,0000044,1,11,1121,112197,0013,001301,276,359,5,1795,1380,415
A,20010823,181700,1000631,00080A,0000493,1,11,1113,111305,1755,175504,274,673,1,673,274,399
A,20010823,181700,1000631,00080A,0000231,1,12,1297,129797,1878,187801,472,699,1,699,472,227
A,20010823,181700,1000631,00080A,0000552,1,14,1406,140697,0949,094901,307,469,1,469,307,162
A,20010823,181700,1000631,00080A,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90
A,20010823,181700,1000631,00080A,0000534,1,11,1104,110415,1226,122600,374,527,1,527,374,153
A,20010823,181700,1000631,00080A,0000205,1,11,1115,111507,1001,100104,496,645,6,3870,2976,894
A,20010823,181700,1000631,00080A,0000449,1,14,1406,140631,1215,121503,322,837,3,2511,966,1545
A,20010823,181700,1000631,00080A,0000361,1,11,1121,112105,0799,079901,339,629,1,629,339,290
A,20010824,093304,1000637,00268A,0000538,1,14,1401,140197,0255,025502,323,420,1,420,323,97
A,20010824,093304,1000637,00268A,0000401,1,11,1121,112105,1216,121600,265,345,1,345,265,80
A,20010824,093304,1000637,00268A,0000447,1,11,1105,110511,1574,157403,324,422,1,422,324,98
A,20010824,121124,1000633,00168A,0000290,1,13,1304,130497,1686,168602,404,702,2,1404,808,596
A,20010824,121124,1000633,00168A,0000564,1,11,1102,110205,1735,173500,200,260,5,1300,1000,300
A,20010824,121124,1000633,00168A,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129
A,20010824,121124,1000633,00168A,0000152,1,11,1101,110135,1414,141403,80,104,1,104,80,24
A,20010824,121124,1000633,00168A,0000269,1,11,1102,110205,1566,156600,292,380,1,380,292,88
A,20010824,121124,1000633,00168A,0000236,1,13,1304,130497,1468,146801,301,532,1,532,301,231
A,20010824,121124,1000633,00168A,0000013,1,11,1119,111907,0780,078001,254,331,6,1986,1524,462
A,20010824,125306,1000635,00230A,0000517,1,11,1197,119705,1151,115102,424,660,5,3300,2120,1180
A,20010824,125306,1000635,00230A,0000397,1,11,1105,110517,0191,019104,212,556,1,556,212,344
A,20010824,125306,1000635,00230A,0000575,1,11,1105,110501,0300,030002,378,583,1,583,378,205
A,20010824,125306,1000635,00230A,0000292,1,11,1105,110504,1110,111001,283,368,1,368,283,85
A,20010824,125306,1000635,00230A,0000477,1,11,1104,110411,1463,146303,575,1208,1,1208,575,633
A,20010824,125306,1000635,00230A,0000107,1,11,1103,110397,1001,100101,389,506,1,506,389,117
A,20010824,125306,1000635,00230A,0000561,1,11,1102,110209,0208,020801,308,401,5,2005,1540,465
A,20010824,125306,1000635,00230A,0000370,1,11,1102,110211,1261,126101,224,350,5,1750,1120,630
A,20010824,125306,1000635,00230A,0000193,1,13,1301,130139,0026,002605,247,322,1,322,247,75
A,20010824,172018,1000632,00114A,0000458,1,11,1104,110415,1565,156500,393,511,1,511,393,118
A,20010824,172018,1000632,00114A,0000357,1,11,1105,110505,0013,001300,500,1053,1,1053,500,553
A,20010824,172018,1000632,00114A,0000476,1,11,1111,111111,0405,040502,258,336,1,336,258,78
A,20010824,172018,1000632,00114A,0000348,1,11,1115,111505,0929,092901,331,685,1,685,331,354
A,20010824,172018,1000632,00114A,0000431,1,11,1101,110129,1705,170502,207,506,1,506,207,299
A,20010824,173351,1000636,00266A,0000246,1,11,1111,111109,1223,122300,333,433,1,433,333,100
A,20010824,173351,1000636,00266A,0000549,1,11,1101,110119,1994,199404,330,614,1,614,330,284
A,20010824,173351,1000636,00266A,0000293,1,11,1116,111697,1527,152705,296,480,1,480,296,184
A,20010824,173351,1000636,00266A,0000466,1,14,1401,140105,0590,059003,408,757,6,4542,2448,2094
A,20010824,173351,1000636,00266A,0000338,1,14,1401,140105,1875,187504,331,431,1,431,331,100
A,20010824,173351,1000636,00266A,0000681,1,11,1111,111197,0871,087101,327,426,1,426,327,99
A,20010824,173351,1000636,00266A,0000591,1,11,1111,111107,1471,147100,175,325,3,975,525,450
A,20010824,175438,1000634,00223A,0000316,1,11,1119,111907,1107,110702,265,416,6,2496,1590,906
A,20010824,175438,1000634,00223A,0000481,1,11,1103,110301,1896,189601,98,216,1,216,98,118
A,20010824,175438,1000634,00223A,0000374,1,11,1117,111701,0151,015100,329,543,6,3258,1974,1284
A,20010824,175438,1000634,00223A,0000473,1,13,1303,130301,0025,002501,306,622,1,622,306,316
A,20010824,175438,1000634,00223A,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83
A,20010824,175438,1000634,00223A,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73
A,20010824,175438,1000634,00223A,0000306,1,13,1301,130135,0536,053604,288,375,1,375,288,87
A,20010825,112706,1000638,00137A,0000602,1,11,1113,111301,1772,177202,419,545,1,545,419,126
A,20010825,112706,1000638,00137A,0000314,1,11,1101,110119,1942,194203,276,359,1,359,276,83
A,20010825,112706,1000638,00137A,0000330,1,11,1121,112197,0068,006801,377,766,1,766,377,389
A,20010825,112706,1000638,00137A,0000354,1,11,1112,111211,0869,086900,188,379,1,379,188,191
A,20010825,142717,1000639,00246A,0000303,1,14,1406,140611,0856,085602,310,725,2,1450,620,830
A,20010826,103810,1000644,00212A,0000582,1,11,1101,110133,0870,087000,421,548,1,548,421,127
A,20010826,103810,1000644,00212A,0000383,1,11,1103,110301,1919,191900,404,646,4,2584,1616,968
A,20010826,103810,1000644,00212A,0000263,1,14,1401,140103,0983,098300,336,528,7,3696,2352,1344
A,20010826,121526,1000642,00054A,0000406,1,11,1106,110603,1789,178902,485,631,1,631,485,146
A,20010826,121526,1000642,00054A,0000341,1,11,1110,111007,1334,133400,122,159,1,159,122,37
A,20010826,121526,1000642,00054A,0000299,1,11,1110,111003,0565,056500,222,289,1,289,222,67
A,20010826,121526,1000642,00054A,0000364,1,13,1301,130137,1772,177201,366,476,1,476,366,110
A,20010826,121526,1000642,00054A,0000289,1,14,1406,140691,0678,067800,475,618,1,618,475,143
A,20010826,121526,1000642,00054A,0000160,1,14,1403,140325,0125,012500,124,162,1,162,124,38
A,20010826,143509,1000640,00003A,0000500,1,11,1105,110504,1229,122901,412,700,1,700,412,288
A,20010826,143509,1000640,00003A,0000374,1,11,1117,111701,0151,015100,329,543,1,543,329,214
A,20010826,143509,1000640,00003A,0000664,1,11,1116,111697,1725,172503,319,415,1,415,319,96
A,20010826,143509,1000640,00003A,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92
A,20010826,143509,1000640,00003A,0000564,1,11,1102,110205,1735,173500,200,260,1,260,200,60
A,20010826,143509,1000640,00003A,0000291,1,11,1112,111211,1364,136402,272,506,1,506,272,234
A,20010826,155049,1000643,00124A,0000650,1,14,1403,140301,0910,091000,397,517,5,2585,1985,600
A,20010826,155049,1000643,00124A,0000369,1,11,1103,110301,0663,066302,210,273,1,273,210,63
A,20010826,155049,1000643,00124A,0000468,1,11,1101,110133,0319,031904,393,896,1,896,393,503
A,20010826,155049,1000643,00124A,0000266,1,11,1104,110407,1862,186200,334,490,1,490,334,156
A,20010826,155049,1000643,00124A,0000531,1,11,1117,111701,0158,015803,192,250,1,250,192,58
A,20010826,162204,1000641,00053A,0000393,1,11,1105,110517,1889,188901,410,1372,1,1372,410,962
A,20010826,162204,1000641,00053A,0000460,1,14,1406,140661,0597,059700,101,197,1,197,101,96
A,20010826,162204,1000641,00053A,0000259,1,11,1106,110697,0061,006101,263,342,1,342,263,79
A,20010826,162204,1000641,00053A,0000437,1,13,1301,130141,1950,195003,381,568,3,1704,1143,561
A,20010826,162204,1000641,00053A,0000221,1,13,1303,130303,1137,113701,422,549,1,549,422,127
A,20010826,162204,1000641,00053A,0000399,1,11,1113,111307,0939,093902,198,367,1,367,198,169
A,20010826,162204,1000641,00053A,0000380,1,11,1121,112105,0109,010905,209,272,2,544,418,126
A,20010826,162204,1000641,00053A,0000257,1,11,1112,111209,1400,140000,379,693,1,693,379,314
A,20010827,135600,1000647,00147A,0000443,1,13,1301,130121,1886,188600,395,608,1,608,395,213
A,20010827,135600,1000647,00147A,0000300,1,11,1101,110117,1006,100601,238,310,2,620,476,144
A,20010827,135600,1000647,00147A,0000295,1,14,1497,149797,1570,157000,171,408,4,1632,684,948
A,20010827,142918,1000648,00169A,0000143,1,13,1301,130133,1781,178102,264,344,5,1720,1320,400
A,20010827,160452,1000645,00024A,0000420,1,11,1102,110211,0376,037601,255,332,1,332,255,77
A,20010827,160452,1000645,00024A,0000042,1,11,1108,110802,0011,001101,169,220,1,220,169,51
A,20010827,160452,1000645,00024A,0000466,1,14,1401,140105,0590,059003,408,897,1,897,408,489
A,20010827,160452,1000645,00024A,0000349,1,13,1301,130198,1017,101703,247,581,1,581,247,334
A,20010827,160452,1000645,00024A,0000328,1,14,1404,140405,1987,198701,191,365,1,365,191,174
A,20010827,160452,1000645,00024A,0000372,1,11,1101,110131,0569,056902,467,775,5,3875,2335,1540
A,20010827,175540,1000646,00084A,0000709,1,13,1302,130297,1454,145402,295,384,6,2304,1770,534
A,20010827,175540,1000646,00084A,0000465,1,14,1402,140205,0918,091803,506,962,1,962,506,456
A,20010827,175540,1000646,00084A,0000368,1,13,1301,130139,0054,005401,335,436,6,2616,2010,606
A,20010827,175540,1000646,00084A,0000508,1,11,1117,111701,0471,047104,344,938,1,938,344,594
A,20010827,175540,1000646,00084A,0000397,1,11,1105,110517,0191,019104,212,556,6,3336,1272,2064
A,20010827,175540,1000646,00084A,0000676,1,11,1104,110415,0909,090901,347,452,1,452,347,105
A,20010827,175540,1000646,00084A,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
A,20010827,175540,1000646,00084A,0000437,1,13,1301,130141,1950,195003,381,568,5,2840,1905,935
A,20010827,175540,1000646,00084A,0000639,1,11,1105,110513,1658,165802,362,471,1,471,362,109
A,20010827,175540,1000646,00084A,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57
A,20010827,175540,1000646,00084A,0000449,1,14,1406,140631,1215,121503,322,837,1,837,322,515
A,20010827,175708,1000649,00218A,0000167,1,11,1118,111807,0804,080404,369,558,1,558,369,189
A,20010827,175708,1000649,00218A,0000592,1,11,1111,111197,0473,047303,341,444,3,1332,1023,309
A,20010827,175708,1000649,00218A,0000358,1,11,1104,110403,0344,034403,272,508,1,508,272,236
A,20010827,175708,1000649,00218A,0000490,1,13,1301,130123,0887,088701,357,465,1,465,357,108
A,20010827,175708,1000649,00218A,0000385,1,11,1106,110605,1175,117501,278,362,6,2172,1668,504
A,20010827,175708,1000649,00218A,0000351,1,11,1113,111397,0745,074501,227,296,6,1776,1362,414
A,20010828,114526,1000654,00125A,0000525,1,11,1101,110105,0956,095603,140,182,1,182,140,42
A,20010828,114526,1000654,00125A,0000241,1,11,1111,111101,1715,171502,273,355,1,355,273,82
A,20010828,114526,1000654,00125A,0000454,1,14,1401,140107,1804,180403,199,259,1,259,199,60
A,20010828,114526,1000654,00125A,0000321,1,13,1301,130129,0971,097100,214,279,1,279,214,65
A,20010828,114526,1000654,00125A,0000515,1,11,1119,111907,1477,147704,436,672,1,672,436,236
A,20010828,115147,1000653,00123A,0000392,1,14,1401,140107,1376,137605,254,411,1,411,254,157
A,20010828,115147,1000653,00123A,0000514,1,11,1115,111597,0545,054503,103,152,1,152,103,49
A,20010828,115147,1000653,00123A,0000400,1,11,1112,111209,1444,144403,252,491,1,491,252,239
A,20010828,115147,1000653,00123A,0000453,1,14,1403,140307,1143,114302,357,465,5,2325,1785,540
A,20010828,115147,1000653,00123A,0000289,1,14,1406,140691,0678,067800,475,618,1,618,475,143
A,20010828,115147,1000653,00123A,0000684,1,14,1403,140323,1290,129003,328,427,1,427,328,99
A,20010828,115147,1000653,00123A,0000466,1,14,1401,140105,0590,059003,408,897,5,4485,2040,2445
A,20010828,115147,1000653,00123A,0000451,1,11,1110,111015,1548,154802,227,296,1,296,227,69
A,20010828,115147,1000653,00123A,0000445,1,11,1119,111901,0621,062100,357,532,1,532,357,175
A,20010828,121517,1000651,00054A,0000330,1,11,1121,112197,0068,006801,377,766,1,766,377,389
A,20010828,121517,1000651,00054A,0000513,1,11,1110,111001,1955,195503,388,579,5,2895,1940,955
A,20010828,121517,1000651,00054A,0000314,1,11,1101,110119,1942,194203,276,413,1,413,276,137
A,20010828,121517,1000651,00054A,0000389,1,13,1302,130297,0712,071201,379,493,1,493,379,114
A,20010828,121517,1000651,00054A,0000266,1,11,1104,110407,1862,186200,334,490,1,490,334,156
A,20010828,121517,1000651,00054A,0000221,1,13,1303,130303,1137,113701,422,549,1,549,422,127
A,20010828,122919,1000655,00128A,0000715,1,11,1121,112111,1378,137804,288,375,1,375,288,87
A,20010828,122919,1000655,00128A,0000593,1,14,1406,140695,0203,020300,434,565,1,565,434,131
A,20010828,122919,1000655,00128A,0000343,1,11,1104,110407,0189,018903,384,500,5,2500,1920,580
A,20010828,122919,1000655,00128A,0000462,1,14,1406,140681,1674,167405,231,671,1,671,231,440
A,20010828,122919,1000655,00128A,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
A,20010828,122919,1000655,00128A,0000302,1,11,1108,110801,0136,013601,251,403,1,403,251,152
A,20010828,122919,1000655,00128A,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
A,20010828,140847,1000650,00020A,0000427,1,11,1105,110503,1032,103200,305,641,1,641,305,336
A,20010828,140847,1000650,00020A,0000362,1,11,1119,111901,0171,017104,222,391,1,391,222,169
A,20010828,140847,1000650,00020A,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55
A,20010828,140847,1000650,00020A,0000350,1,11,1102,110207,1263,126302,230,299,4,1196,920,276
A,20010828,144854,1000657,00247A,0000696,1,11,1118,111897,0299,029902,494,643,1,643,494,149
A,20010828,144854,1000657,00247A,0000328,1,14,1404,140405,1987,198701,191,365,1,365,191,174
A,20010828,144854,1000657,00247A,0000396,1,14,1401,140103,1489,148900,404,710,5,3550,2020,1530
A,20010828,162356,1000658,00278A,0000496,1,11,1101,110197,0338,033802,456,593,1,593,456,137
A,20010828,162356,1000658,00278A,0000298,1,11,1101,110141,1578,157805,327,584,1,584,327,257
A,20010828,163733,1000652,00070A,0000611,1,11,1121,112111,1215,121507,424,771,1,771,424,347
A,20010828,163733,1000652,00070A,0000356,1,11,1108,110802,0751,075103,181,274,1,274,181,93
A,20010828,163733,1000652,00070A,0000450,1,11,1121,112111,1405,140503,321,595,1,595,321,274
A,20010828,163733,1000652,00070A,0000355,1,14,1403,140309,0585,058501,336,437,1,437,336,101
A,20010828,165219,1000656,00150A,0000466,1,14,1401,140105,0590,059003,408,897,6,5382,2448,2934
A,20010828,165219,1000656,00150A,0000131,1,14,1403,140315,1327,132702,285,371,1,371,285,86
A,20010828,165219,1000656,00150A,0000519,1,13,1301,130129,1427,142700,170,221,2,442,340,102
A,20010829,105643,1000664,00275A,0000378,1,13,1301,130139,0386,038605,222,437,1,437,222,215
A,20010829,105643,1000664,00275A,0000414,1,11,1117,111701,1705,170501,310,568,1,568,310,258
A,20010829,105643,1000664,00275A,0000394,1,11,1107,110707,0227,022704,357,682,1,682,357,325
A,20010829,105643,1000664,00275A,0000477,1,11,1104,110411,1463,146303,575,1208,1,1208,575,633
A,20010829,105643,1000664,00275A,0000345,1,11,1121,112105,0188,018800,343,1353,5,6765,1715,5050
A,20010829,105643,1000664,00275A,0000190,1,14,1403,140316,1092,109202,333,509,5,2545,1665,880
A,20010829,105643,1000664,00275A,0000170,1,11,1104,110497,0384,038403,410,533,1,533,410,123
A,20010829,113722,1000662,00238A,0000260,1,11,1121,112107,1431,143106,325,423,1,423,325,98
A,20010829,113722,1000662,00238A,0000293,1,11,1116,111697,1527,152705,296,480,1,480,296,184
A,20010829,113722,1000662,00238A,0000359,1,11,1116,111603,0567,056702,325,818,4,3272,1300,1972
A,20010829,113722,1000662,00238A,0000254,1,11,1115,111597,1124,112402,370,481,1,481,370,111
A,20010829,114647,1000661,00188A,0000676,1,11,1104,110415,0909,090901,347,452,1,452,347,105
A,20010829,114647,1000661,00188A,0000336,1,11,1111,111101,1496,149602,393,1197,4,4788,1572,3216
A,20010829,114647,1000661,00188A,0000600,1,14,1406,140621,1730,173000,245,385,1,385,245,140
A,20010829,114647,1000661,00188A,0000447,1,11,1105,110511,1574,157403,324,422,1,422,324,98
A,20010829,115424,1000660,00136A,0000556,1,11,1102,110205,0420,042000,355,462,1,462,355,107
A,20010829,120222,1000659,00020A,0000624,1,11,1101,110115,1820,182004,362,471,1,471,362,109
A,20010829,154022,1000663,00263A,0000374,1,11,1117,111701,0151,015100,329,543,1,543,329,214
A,20010829,154022,1000663,00263A,0000411,1,14,1406,140681,1053,105301,383,590,1,590,383,207
A,20010829,154022,1000663,00263A,0000271,1,14,1406,140697,1799,179903,340,498,1,498,340,158
A,20010829,154022,1000663,00263A,0000518,1,11,1110,111011,1369,136902,361,657,1,657,361,296
A,20010829,154022,1000663,00263A,0000353,1,11,1118,111803,1908,190802,266,346,1,346,266,80
A,20010829,154022,1000663,00263A,0000554,1,11,1108,110807,1716,171603,250,493,4,1972,1000,972
A,20010829,154022,1000663,00263A,0000144,1,11,1111,111109,1889,188903,340,442,1,442,340,102
A,20010829,154022,1000663,00263A,0000430,1,11,1102,110297,1287,128703,231,413,1,413,231,182
A,20010830,101408,1000665,00070A,0000330,1,11,1121,112197,0068,006801,377,766,1,766,377,389
A,20010830,101408,1000665,00070A,0000407,1,14,1406,140631,0423,042305,259,391,6,2346,1554,792
A,20010830,111409,1000666,00124A,0000263,1,14,1401,140103,0983,098300,336,528,3,1584,1008,576
A,20010830,111409,1000666,00124A,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92
A,20010830,111409,1000666,00124A,0000340,1,14,1403,140317,0302,030202,318,583,6,3498,1908,1590
A,20010830,111409,1000666,00124A,0000376,1,11,1119,111905,0346,034600,359,638,5,3190,1795,1395
A,20010830,111409,1000666,00124A,0000271,1,14,1406,140697,1799,179903,340,498,1,498,340,158
A,20010830,111409,1000666,00124A,0000216,1,11,1107,110707,1113,111304,189,246,5,1230,945,285
A,20010830,123917,1000667,00150A,0000507,1,11,1102,110297,1145,114501,252,328,1,328,252,76
A,20010830,123917,1000667,00150A,0000313,1,11,1119,111997,1378,137803,185,450,1,450,185,265
A,20010830,123917,1000667,00150A,0000581,1,13,1303,130301,0586,058602,281,522,1,522,281,241
A,20010830,123917,1000667,00150A,0000595,1,11,1108,110897,1570,157004,338,497,5,2485,1690,795
A,20010830,163632,1000668,00230A,0000390,1,11,1117,111797,1943,194300,411,665,1,665,411,254
A,20010830,163632,1000668,00230A,0000402,1,11,1101,110135,1198,119800,310,637,1,637,310,327
A,20010830,163632,1000668,00230A,0000160,1,14,1403,140325,0125,012500,124,162,1,162,124,38
A,20010830,163632,1000668,00230A,0000488,1,11,1119,111905,1644,164402,358,641,1,641,358,283
A,20010830,163632,1000668,00230A,0000280,1,14,1403,140316,0175,017501,253,399,1,399,253,146
A,20010830,163632,1000668,00230A,0000636,1,11,1110,111007,0960,096002,250,325,1,325,250,75
A,20010830,163632,1000668,00230A,0000465,1,14,1402,140205,0918,091803,506,962,1,962,506,456
A,20010830,183813,1000669,00243A,0000342,1,14,1401,140115,0147,014700,332,432,1,432,332,100
A,20010830,183813,1000669,00243A,0000526,1,14,1403,140317,1788,178802,346,450,6,2700,2076,624
A,20010830,183813,1000669,00243A,0000350,1,11,1102,110207,1263,126302,230,299,1,299,230,69
A,20010830,183813,1000669,00243A,0000618,1,11,1105,110501,0679,067905,528,687,1,687,528,159
A,20010830,183813,1000669,00243A,0000298,1,11,1101,110141,1578,157805,327,707,1,707,327,380
A,20010830,183813,1000669,00243A,0000426,1,11,1106,110601,1763,176305,177,380,1,380,177,203
A,20010830,183813,1000669,00243A,0000423,1,11,1107,110791,0107,010703,290,445,5,2225,1450,775
A,20010830,183813,1000669,00243A,0000548,1,11,1115,111503,1207,120700,305,739,1,739,305,434
A,20010831,102219,1000670,00254A,0000361,1,11,1121,112105,0799,079901,339,629,1,629,339,290
A,20010831,102219,1000670,00254A,0000467,1,11,1101,110115,0508,050800,173,225,1,225,173,52
A,20010831,102219,1000670,00254A,0000357,1,11,1105,110505,0013,001300,500,1053,1,1053,500,553
A,20010831,102219,1000670,00254A,0000447,1,11,1105,110511,1574,157403,324,422,1,422,324,98
A,20010831,102219,1000670,00254A,0000366,1,14,1403,140315,1610,161001,237,309,1,309,237,72
A,20010831,102219,1000670,00254A,0000236,1,13,1304,130497,1468,146801,301,532,1,532,301,231
A,20010831,102219,1000670,00254A,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172
A,20010901,135350,1000671,00173A,0000266,1,11,1104,110407,1862,186200,334,490,6,2940,2004,936
A,20010902,095928,1000672,00118A,0000581,1,13,1303,130301,0586,058602,281,522,1,522,281,241
A,20010902,095928,1000672,00118A,0000373,1,11,1118,111897,1341,134100,91,147,1,147,91,56
A,20010902,095928,1000672,00118A,0000580,1,14,1403,140315,1613,161302,420,546,4,2184,1680,504
A,20010902,095928,1000672,00118A,0000119,1,13,1304,130401,0303,030302,334,435,1,435,334,101
A,20010902,095928,1000672,00118A,0000534,1,11,1104,110415,1226,122600,374,527,1,527,374,153
A,20010902,095928,1000672,00118A,0000179,1,14,1403,140309,1551,155101,351,742,1,742,351,391
A,20010902,142953,1000673,00242A,0000306,1,13,1301,130135,0536,053604,288,375,1,375,288,87
A,20010903,102809,1000674,00020A,0000519,1,13,1301,130129,1427,142700,170,221,1,221,170,51
A,20010903,102809,1000674,00020A,0000252,1,14,1404,140401,0153,015302,238,410,1,410,238,172
A,20010903,102809,1000674,00020A,0000485,1,14,1403,140315,0129,012907,166,216,3,648,498,150
A,20010903,102809,1000674,00020A,0000278,1,11,1107,110725,0140,014000,278,1094,1,1094,278,816
A,20010903,102809,1000674,00020A,0000424,1,11,1111,111113,1484,148401,226,294,1,294,226,68
A,20010903,102809,1000674,00020A,0000482,1,11,1119,111997,0844,084400,285,473,5,2365,1425,940
A,20010903,113533,1000677,00218A,0000216,1,11,1107,110707,1113,111304,189,246,1,246,189,57
A,20010903,113533,1000677,00218A,0000443,1,13,1301,130121,1886,188600,395,608,1,608,395,213
A,20010903,113533,1000677,00218A,0000187,1,14,1401,140113,1454,145403,435,566,1,566,435,131
A,20010903,113533,1000677,00218A,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56
A,20010903,114114,1000675,00088A,0000486,1,11,1108,110801,1315,131504,208,292,1,292,208,84
A,20010903,114114,1000675,00088A,0000397,1,11,1105,110517,0191,019104,212,556,1,556,212,344
A,20010903,114114,1000675,00088A,0000454,1,14,1401,140107,1804,180403,199,259,1,259,199,60
A,20010903,114114,1000675,00088A,0000387,1,14,1403,140325,1291,129100,269,458,6,2748,1614,1134
A,20010903,114114,1000675,00088A,0000534,1,11,1104,110415,1226,122600,374,527,4,2108,1496,612
A,20010903,114114,1000675,00088A,0000276,1,11,1120,112097,0617,061701,142,235,1,235,142,93
A,20010903,114114,1000675,00088A,0000575,1,11,1105,110501,0300,030002,378,723,1,723,378,345
A,20010903,114114,1000675,00088A,0000400,1,11,1112,111209,1444,144403,252,491,2,982,504,478
A,20010903,114114,1000675,00088A,0000232,1,11,1116,111603,1347,134702,253,329,6,1974,1518,456
A,20010903,114114,1000675,00088A,0000397,1,11,1105,110517,0191,019104,212,556,1,556,212,344
A,20010903,184112,1000676,00190A,0000492,1,11,1197,119797,0501,050100,361,558,1,558,361,197
A,20010903,184112,1000676,00190A,0000208,1,11,1112,111203,0777,077700,358,466,5,2330,1790,540
A,20010903,184112,1000676,00190A,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84
A,20010903,184112,1000676,00190A,0000165,1,14,1401,140113,0779,077905,349,454,1,454,349,105
A,20010903,184112,1000676,00190A,0000407,1,14,1406,140631,0423,042305,259,391,4,1564,1036,528
A,20010903,184112,1000676,00190A,0000280,1,14,1403,140316,0175,017501,253,399,1,399,253,146
A,20010903,184112,1000676,00190A,0000555,1,11,1119,111997,1558,155803,93,121,1,121,93,28
A,20010903,184112,1000676,00190A,0000181,1,12,1202,120297,1483,148302,265,345,1,345,265,80
A,20010903,184112,1000676,00190A,0000667,1,11,1110,111003,0596,059604,246,320,6,1920,1476,444
A,20010903,184112,1000676,00190A,0000336,1,11,1111,111101,1496,149602,393,1197,3,3591,1179,2412
A,20010903,184112,1000676,00190A,0000577,1,11,1115,111511,1880,188002,160,241,1,241,160,81
A,20010904,114026,1000678,00123A,0000128,1,11,1118,111803,1760,176002,424,552,5,2760,2120,640
A,20010904,114026,1000678,00123A,0000439,1,11,1104,110411,1007,100700,187,306,1,306,187,119
A,20010904,114026,1000678,00123A,0000330,1,11,1121,112197,0068,006801,377,766,1,766,377,389
A,20010904,114026,1000678,00123A,0000467,1,11,1101,110115,0508,050800,173,225,6,1350,1038,312
A,20010904,114026,1000678,00123A,0000119,1,13,1304,130401,0303,030302,334,435,1,435,334,101
A,20010904,114026,1000678,00123A,0000580,1,14,1403,140315,1613,161302,420,546,1,546,420,126
A,20010904,114026,1000678,00123A,0000393,1,11,1105,110517,1889,188901,410,1372,1,1372,410,962
A,20010904,114026,1000678,00123A,0000438,1,14,1403,140309,1100,110001,208,271,1,271,208,63
A,20010904,183713,1000679,00233A,0000287,1,14,1401,140197,1925,192500,148,274,6,1644,888,756
A,20010904,183713,1000679,00233A,0000575,1,11,1105,110501,0300,030002,378,723,1,723,378,345
A,20010904,183713,1000679,00233A,0000223,1,13,1301,130131,0104,010402,183,238,5,1190,915,275
A,20010904,183713,1000679,00233A,0000463,1,14,1402,140211,0108,010800,333,596,1,596,333,263
A,20010904,183713,1000679,00233A,0000375,1,11,1121,112107,1853,185300,221,403,1,403,221,182
A,20010904,183713,1000679,00233A,0000464,1,11,1102,110297,0542,054202,500,782,1,782,500,282
A,20010904,183713,1000679,00233A,0000057,1,13,1301,130129,0174,017405,181,236,6,1416,1086,330
A,20010904,183713,1000679,00233A,0000523,1,13,1301,130139,0120,012000,392,585,1,585,392,193
A,20010905,124254,1000680,00108A,0000379,1,12,1201,120197,1725,172506,243,729,1,729,243,486
A,20010905,124254,1000680,00108A,0000463,1,14,1402,140211,0108,010800,333,596,6,3576,1998,1578
A,20010905,124254,1000680,00108A,0000230,1,11,1121,112111,0312,031203,345,636,1,636,345,291
A,20010905,124254,1000680,00108A,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125
A,20010905,124254,1000680,00108A,0000347,1,11,1119,111905,1646,164603,297,387,6,2322,1782,540
