顧客,日付,日数
00158C,20010726,205
00158C,20010726,205
00158C,20010726,205
00158C,20010726,205
00158C,20010726,205
00158C,20010726,205
00158C,20010805,215
00158C,20010805,215
00158C,20010805,215
00158C,20010805,215
00158C,20010805,215
00158C,20010805,215
00158C,20010805,215
00158C,20010805,215
00158C,20010811,221
00158C,20010811,221
00158C,20010811,221
00158C,20010811,221
00158C,20010811,221
00158C,20010811,221
00158C,20010811,221
00158C,20011004,275
00158C,20011004,275
00158C,20011004,275
00158C,20011004,275
00158C,20011004,275
00158C,20011004,275
00158C,20011004,275
00158C,20011004,275
00158D,20010715,194
00158D,20010715,194
00158D,20010715,194
00158D,20010715,194
00158D,20010715,194
00158D,20010715,194
00158D,20010725,204
00158D,20010725,204
00158D,20010725,204
00158D,20010725,204
00158D,20010725,204
00158D,20010725,204
00158D,20010725,204
00158D,20010725,204
00158D,20010725,204
00158D,20010726,205
00158D,20010726,205
00158D,20010726,205
00158D,20010726,205
00158D,20010726,205
00158D,20010726,205
00158D,20010726,205
00158D,20010805,215
00158D,20010805,215
00158D,20010805,215
00158D,20010805,215
00158D,20010805,215
00158D,20010805,215
00158D,20010805,215
00158D,20010805,215
00158D,20010811,221
00158D,20010811,221
00158D,20010811,221
00158D,20010811,221
00158D,20010811,221
00158D,20010811,221
00158D,20010811,221
00158D,20011004,275
00158D,20011004,275
00158D,20011004,275
00158D,20011004,275
00158D,20011004,275
00158D,20011004,275
00158D,20011004,275
00158D,20011004,275
00159A,20010402,90
00159A,20010402,90
00159A,20010402,90
00159A,20010402,90
00159A,20010402,90
00159A,20010613,162
00159A,20010613,162
00159A,20010613,162
00159A,20010613,162
00159A,20010613,162
00159B,20010402,90
00159B,20010402,90
00159B,20010402,90
00159B,20010402,90
00159B,20010402,90
00159B,20010613,162
00159B,20010613,162
00159B,20010613,162
00159B,20010613,162
00159B,20010613,162
00159C,20010402,90
00159C,20010402,90
00159C,20010402,90
00159C,20010402,90
00159C,20010402,90
00159C,20010613,162
00159C,20010613,162
00159C,20010613,162
00159C,20010613,162
00159C,20010613,162
00159D,20010402,90
00159D,20010402,90
00159D,20010402,90
00159D,20010402,90
00159D,20010402,90
00159D,20010613,162
00159D,20010613,162
00159D,20010613,162
00159D,20010613,162
00159D,20010613,162
00160A,20010216,45
00160A,20010216,45
00160A,20010216,45
00160A,20010216,45
00160B,20010216,45
00160B,20010216,45
00160B,20010216,45
00160B,20010216,45
00160C,20010216,45
00160C,20010216,45
00160C,20010216,45
00160C,20010216,45
00160D,20010216,45
00160D,20010216,45
00160D,20010216,45
00160D,20010216,45
00162A,20010326,83
00162A,20010326,83
00162A,20010326,83
00162A,20010326,83
00162A,20010326,83
00162B,20010326,83
00162B,20010326,83
00162B,20010326,83
00162B,20010326,83
00162B,20010326,83
00162C,20010326,83
00162C,20010326,83
00162C,20010326,83
00162C,20010326,83
00162C,20010326,83
00162D,20010326,83
00162D,20010326,83
00162D,20010326,83
00162D,20010326,83
00162D,20010326,83
00163A,20010314,71
00163A,20010314,71
00163A,20010314,71
00163A,20010314,71
00163A,20010314,71
00163A,20010314,71
00163A,20010314,71
00163A,20010314,71
00163A,20010314,71
00163A,20010320,77
00163A,20010320,77
00163A,20010320,77
00163A,20010320,77
00163A,20010320,77
00163A,20010320,77
00163A,20010320,77
00163A,20010320,77
00163A,20010320,77
00163A,20010320,77
00163A,20010401,89
00163A,20010401,89
00163A,20010401,89
00163A,20010401,89
00163A,20010401,89
00163A,20010401,89
00163A,20010401,89
00163A,20010415,103
00163A,20010415,103
00163A,20010415,103
00163A,20010415,103
00163B,20010314,71
00163B,20010314,71
00163B,20010314,71
00163B,20010314,71
00163B,20010314,71
00163B,20010314,71
00163B,20010314,71
00163B,20010314,71
00163B,20010314,71
00163B,20010320,77
00163B,20010320,77
00163B,20010320,77
00163B,20010320,77
00163B,20010320,77
00163B,20010320,77
00163B,20010320,77
00163B,20010320,77
00163B,20010320,77
00163B,20010320,77
00163B,20010401,89
00163B,20010401,89
00163B,20010401,89
00163B,20010401,89
00163B,20010401,89
00163B,20010401,89
00163B,20010401,89
00163B,20010415,103
00163B,20010415,103
00163B,20010415,103
00163B,20010415,103
00163C,20010314,71
00163C,20010314,71
00163C,20010314,71
00163C,20010314,71
00163C,20010314,71
00163C,20010314,71
00163C,20010314,71
00163C,20010314,71
00163C,20010314,71
00163C,20010320,77
00163C,20010320,77
00163C,20010320,77
00163C,20010320,77
00163C,20010320,77
00163C,20010320,77
00163C,20010320,77
00163C,20010320,77
00163C,20010320,77
00163C,20010320,77
00163C,20010401,89
00163C,20010401,89
00163C,20010401,89
00163C,20010401,89
00163C,20010401,89
00163C,20010401,89
00163C,20010401,89
00163C,20010415,103
00163C,20010415,103
00163C,20010415,103
00163C,20010415,103
00163D,20010314,71
00163D,20010314,71
00163D,20010314,71
00163D,20010314,71
00163D,20010314,71
00163D,20010314,71
00163D,20010314,71
00163D,20010314,71
00163D,20010314,71
00163D,20010320,77
00163D,20010320,77
00163D,20010320,77
00163D,20010320,77
00163D,20010320,77
00163D,20010320,77
00163D,20010320,77
00163D,20010320,77
00163D,20010320,77
00163D,20010320,77
00163D,20010401,89
00163D,20010401,89
00163D,20010401,89
00163D,20010401,89
00163D,20010401,89
00163D,20010401,89
00163D,20010401,89
00163D,20010415,103
00163D,20010415,103
00163D,20010415,103
00163D,20010415,103
00164A,20010418,106
00164A,20010418,106
00164A,20010418,106
00164A,20010418,106
00164A,20010418,106
00164A,20010418,106
00164A,20010502,120
00164A,20010502,120
00164A,20010502,120
00164A,20010502,120
00164A,20010518,136
00164A,20010518,136
00164A,20010518,136
00164A,20010518,136
00164A,20010701,180
00164A,20010701,180
00164A,20010701,180
00164A,20010701,180
00164A,20010701,180
00164A,20010701,180
00164A,20010723,202
00164A,20010723,202
00164A,20010723,202
00164A,20010723,202
00164A,20010723,202
00164A,20010723,202
00164A,20010723,202
00164A,20010723,202
00164A,20010723,202
00164A,20010723,202
00164A,20010723,202
00164A,20010812,222
00164A,20010812,222
00164A,20010812,222
00164A,20010812,222
00164A,20010812,222
00164B,20010418,106
00164B,20010418,106
00164B,20010418,106
00164B,20010418,106
00164B,20010418,106
00164B,20010418,106
00164B,20010502,120
00164B,20010502,120
00164B,20010502,120
00164B,20010502,120
00164B,20010518,136
00164B,20010518,136
00164B,20010518,136
00164B,20010518,136
00164B,20010701,180
00164B,20010701,180
00164B,20010701,180
00164B,20010701,180
00164B,20010701,180
00164B,20010701,180
00164B,20010723,202
00164B,20010723,202
00164B,20010723,202
00164B,20010723,202
00164B,20010723,202
00164B,20010723,202
00164B,20010723,202
00164B,20010723,202
00164B,20010723,202
00164B,20010723,202
00164B,20010723,202
00164B,20010812,222
00164B,20010812,222
00164B,20010812,222
00164B,20010812,222
00164B,20010812,222
00164C,20010418,106
00164C,20010418,106
00164C,20010418,106
00164C,20010418,106
00164C,20010418,106
00164C,20010418,106
00164C,20010502,120
00164C,20010502,120
00164C,20010502,120
00164C,20010502,120
00164C,20010518,136
00164C,20010518,136
00164C,20010518,136
00164C,20010518,136
00164C,20010701,180
00164C,20010701,180
00164C,20010701,180
00164C,20010701,180
00164C,20010701,180
00164C,20010701,180
00164C,20010723,202
00164C,20010723,202
00164C,20010723,202
00164C,20010723,202
00164C,20010723,202
00164C,20010723,202
00164C,20010723,202
00164C,20010723,202
00164C,20010723,202
00164C,20010723,202
00164C,20010723,202
00164C,20010812,222
00164C,20010812,222
00164C,20010812,222
00164C,20010812,222
00164C,20010812,222
00164D,20010418,106
00164D,20010418,106
00164D,20010418,106
00164D,20010418,106
00164D,20010418,106
00164D,20010418,106
00164D,20010502,120
00164D,20010502,120
00164D,20010502,120
00164D,20010502,120
00164D,20010518,136
00164D,20010518,136
00164D,20010518,136
00164D,20010518,136
00164D,20010701,180
00164D,20010701,180
00164D,20010701,180
00164D,20010701,180
00164D,20010701,180
00164D,20010701,180
00164D,20010723,202
00164D,20010723,202
00164D,20010723,202
00164D,20010723,202
00164D,20010723,202
00164D,20010723,202
00164D,20010723,202
00164D,20010723,202
00164D,20010723,202
00164D,20010723,202
00164D,20010723,202
00164D,20010812,222
00164D,20010812,222
00164D,20010812,222
00164D,20010812,222
00164D,20010812,222
00167A,20010309,66
00167A,20010309,66
00167B,20010309,66
00167B,20010309,66
00167C,20010309,66
00167C,20010309,66
00167D,20010309,66
00167D,20010309,66
00168A,20010123,21
00168A,20010123,21
00168A,20010123,21
00168A,20010123,21
00168A,20010123,21
00168A,20010123,21
00168A,20010213,42
00168A,20010213,42
00168A,20010213,42
00168A,20010213,42
00168A,20010213,42
00168A,20010213,42
00168A,20010226,55
00168A,20010226,55
00168A,20010226,55
00168A,20010226,55
00168A,20010226,55
00168A,20010226,55
00168A,20010226,55
00168A,20010226,55
00168A,20010226,55
00168A,20010226,55
00168A,20010226,55
00168A,20010322,79
00168A,20010322,79
00168A,20010322,79
00168A,20010322,79
00168A,20010322,79
00168A,20010322,79
00168A,20010412,100
00168A,20010412,100
00168A,20010412,100
00168A,20010522,140
00168A,20010522,140
00168A,20010522,140
00168A,20010522,140
00168A,20010522,140
00168A,20010522,140
00168A,20010522,140
00168A,20010522,140
00168A,20010522,140
00168A,20010522,140
00168A,20010814,224
00168A,20010814,224
00168A,20010814,224
00168A,20010814,224
00168A,20010814,224
00168A,20010814,224
00168A,20010824,234
00168A,20010824,234
00168A,20010824,234
00168A,20010824,234
00168A,20010824,234
00168A,20010824,234
00168A,20010824,234
00168B,20010123,21
00168B,20010123,21
00168B,20010123,21
00168B,20010123,21
00168B,20010123,21
00168B,20010123,21
00168B,20010213,42
00168B,20010213,42
00168B,20010213,42
00168B,20010213,42
00168B,20010213,42
00168B,20010213,42
00168B,20010226,55
00168B,20010226,55
00168B,20010226,55
00168B,20010226,55
00168B,20010226,55
00168B,20010226,55
00168B,20010226,55
00168B,20010226,55
00168B,20010226,55
00168B,20010226,55
00168B,20010226,55
00168B,20010322,79
00168B,20010322,79
00168B,20010322,79
00168B,20010322,79
00168B,20010322,79
00168B,20010322,79
00168B,20010412,100
00168B,20010412,100
00168B,20010412,100
00168B,20010522,140
00168B,20010522,140
00168B,20010522,140
00168B,20010522,140
00168B,20010522,140
00168B,20010522,140
00168B,20010522,140
00168B,20010522,140
00168B,20010522,140
00168B,20010522,140
00168B,20010814,224
00168B,20010814,224
00168B,20010814,224
00168B,20010814,224
00168B,20010814,224
00168B,20010814,224
00168B,20010824,234
00168B,20010824,234
00168B,20010824,234
00168B,20010824,234
00168B,20010824,234
00168B,20010824,234
00168B,20010824,234
00168C,20010123,21
00168C,20010123,21
00168C,20010123,21
00168C,20010123,21
00168C,20010123,21
00168C,20010123,21
00168C,20010213,42
00168C,20010213,42
00168C,20010213,42
00168C,20010213,42
00168C,20010213,42
00168C,20010213,42
00168C,20010226,55
00168C,20010226,55
00168C,20010226,55
00168C,20010226,55
00168C,20010226,55
00168C,20010226,55
00168C,20010226,55
00168C,20010226,55
00168C,20010226,55
00168C,20010226,55
00168C,20010226,55
00168C,20010322,79
00168C,20010322,79
00168C,20010322,79
00168C,20010322,79
00168C,20010322,79
00168C,20010322,79
00168C,20010412,100
00168C,20010412,100
00168C,20010412,100
00168C,20010522,140
00168C,20010522,140
00168C,20010522,140
00168C,20010522,140
00168C,20010522,140
00168C,20010522,140
00168C,20010522,140
00168C,20010522,140
00168C,20010522,140
00168C,20010522,140
00168C,20010814,224
00168C,20010814,224
00168C,20010814,224
00168C,20010814,224
00168C,20010814,224
00168C,20010814,224
00168C,20010824,234
00168C,20010824,234
00168C,20010824,234
00168C,20010824,234
00168C,20010824,234
00168C,20010824,234
00168C,20010824,234
00168D,20010123,21
00168D,20010123,21
00168D,20010123,21
00168D,20010123,21
00168D,20010123,21
00168D,20010123,21
00168D,20010213,42
00168D,20010213,42
00168D,20010213,42
00168D,20010213,42
00168D,20010213,42
00168D,20010213,42
00168D,20010226,55
00168D,20010226,55
00168D,20010226,55
00168D,20010226,55
00168D,20010226,55
00168D,20010226,55
00168D,20010226,55
00168D,20010226,55
00168D,20010226,55
00168D,20010226,55
00168D,20010226,55
00168D,20010322,79
00168D,20010322,79
00168D,20010322,79
00168D,20010322,79
00168D,20010322,79
00168D,20010322,79
00168D,20010412,100
00168D,20010412,100
00168D,20010412,100
00168D,20010522,140
00168D,20010522,140
00168D,20010522,140
00168D,20010522,140
00168D,20010522,140
00168D,20010522,140
00168D,20010522,140
00168D,20010522,140
00168D,20010522,140
00168D,20010522,140
00168D,20010814,224
00168D,20010814,224
00168D,20010814,224
00168D,20010814,224
00168D,20010814,224
00168D,20010814,224
00168D,20010824,234
00168D,20010824,234
00168D,20010824,234
00168D,20010824,234
00168D,20010824,234
00168D,20010824,234
00168D,20010824,234
00169A,20010822,232
00169A,20010822,232
00169A,20010822,232
00169A,20010822,232
00169A,20010822,232
00169A,20010822,232
00169A,20010822,232
00169A,20010827,237
00169A,20011010,281
00169A,20011010,281
00169A,20011010,281
00169A,20011012,283
00169A,20011012,283
00169A,20011012,283
00169A,20011012,283
00169A,20011019,290
00169A,20011019,290
00169A,20011019,290
00169A,20011019,290
00169A,20011019,290
00169A,20011019,290
00169A,20011022,293
00169A,20011112,314
00169A,20011112,314
00169A,20011112,314
00169A,20011112,314
00169A,20011112,314
00169A,20011112,314
00169A,20011112,314
00169A,20011219,351
00169A,20011219,351
00169A,20011219,351
00169A,20011219,351
00169A,20011219,351
00169A,20011219,351
00169A,20011219,351
00169A,20011219,351
00169A,20011219,351
00169A,20011219,351
00169A,20011219,351
00169A,20011226,358
00169A,20011226,358
00169A,20011226,358
00169A,20011226,358
00169A,20011230,362
00169B,20010822,232
00169B,20010822,232
00169B,20010822,232
00169B,20010822,232
00169B,20010822,232
00169B,20010822,232
00169B,20010822,232
00169B,20010827,237
00169B,20011010,281
00169B,20011010,281
00169B,20011010,281
00169B,20011012,283
00169B,20011012,283
00169B,20011012,283
00169B,20011012,283
00169B,20011019,290
00169B,20011019,290
00169B,20011019,290
00169B,20011019,290
00169B,20011019,290
00169B,20011019,290
00169B,20011022,293
00169B,20011112,314
00169B,20011112,314
00169B,20011112,314
00169B,20011112,314
00169B,20011112,314
00169B,20011112,314
00169B,20011112,314
00169B,20011219,351
00169B,20011219,351
00169B,20011219,351
00169B,20011219,351
00169B,20011219,351
00169B,20011219,351
00169B,20011219,351
00169B,20011219,351
00169B,20011219,351
00169B,20011219,351
00169B,20011219,351
00169B,20011226,358
00169B,20011226,358
00169B,20011226,358
00169B,20011226,358
00169B,20011230,362
00169C,20010822,232
00169C,20010822,232
00169C,20010822,232
00169C,20010822,232
00169C,20010822,232
00169C,20010822,232
00169C,20010822,232
00169C,20010827,237
00169C,20011010,281
00169C,20011010,281
00169C,20011010,281
00169C,20011012,283
00169C,20011012,283
00169C,20011012,283
00169C,20011012,283
00169C,20011019,290
00169C,20011019,290
00169C,20011019,290
00169C,20011019,290
00169C,20011019,290
00169C,20011019,290
00169C,20011022,293
00169C,20011112,314
00169C,20011112,314
00169C,20011112,314
00169C,20011112,314
00169C,20011112,314
00169C,20011112,314
00169C,20011112,314
00169C,20011219,351
00169C,20011219,351
00169C,20011219,351
00169C,20011219,351
00169C,20011219,351
00169C,20011219,351
00169C,20011219,351
00169C,20011219,351
00169C,20011219,351
00169C,20011219,351
00169C,20011219,351
00169C,20011226,358
00169C,20011226,358
00169C,20011226,358
00169C,20011226,358
00169C,20011230,362
00169D,20010822,232
00169D,20010822,232
00169D,20010822,232
00169D,20010822,232
00169D,20010822,232
00169D,20010822,232
00169D,20010822,232
00169D,20010827,237
00169D,20011010,281
00169D,20011010,281
00169D,20011010,281
00169D,20011012,283
00169D,20011012,283
00169D,20011012,283
00169D,20011012,283
00169D,20011019,290
00169D,20011019,290
00169D,20011019,290
00169D,20011019,290
00169D,20011019,290
00169D,20011019,290
00169D,20011022,293
00169D,20011112,314
00169D,20011112,314
00169D,20011112,314
00169D,20011112,314
00169D,20011112,314
00169D,20011112,314
00169D,20011112,314
00169D,20011219,351
00169D,20011219,351
00169D,20011219,351
00169D,20011219,351
00169D,20011219,351
00169D,20011219,351
00169D,20011219,351
00169D,20011219,351
00169D,20011219,351
00169D,20011219,351
00169D,20011219,351
00169D,20011226,358
00169D,20011226,358
00169D,20011226,358
00169D,20011226,358
00169D,20011230,362
00170A,20010521,139
00170A,20010521,139
00170A,20010521,139
00170A,20010521,139
00170A,20010521,139
00170A,20010525,143
00170A,20010525,143
00170A,20010525,143
00170A,20010525,143
00170A,20010525,143
00170A,20010525,143
00170A,20010525,143
00170A,20010525,143
00170A,20010525,143
00170A,20010525,143
00170A,20010525,143
00170A,20010531,149
00170A,20010531,149
00170A,20010531,149
00170A,20010531,149
00170A,20010531,149
00170A,20010531,149
00170A,20010531,149
00170A,20010531,149
00170A,20010531,149
00170A,20010531,149
00170A,20010531,149
00170A,20010531,149
00170A,20010611,160
00170A,20010611,160
00170A,20010611,160
00170B,20010521,139
00170B,20010521,139
00170B,20010521,139
00170B,20010521,139
00170B,20010521,139
00170B,20010525,143
00170B,20010525,143
00170B,20010525,143
00170B,20010525,143
00170B,20010525,143
00170B,20010525,143
00170B,20010525,143
00170B,20010525,143
00170B,20010525,143
00170B,20010525,143
00170B,20010525,143
00170B,20010531,149
00170B,20010531,149
00170B,20010531,149
00170B,20010531,149
00170B,20010531,149
00170B,20010531,149
00170B,20010531,149
00170B,20010531,149
00170B,20010531,149
00170B,20010531,149
00170B,20010531,149
00170B,20010531,149
00170B,20010611,160
00170B,20010611,160
00170B,20010611,160
00170C,20010521,139
00170C,20010521,139
00170C,20010521,139
00170C,20010521,139
00170C,20010521,139
00170C,20010525,143
00170C,20010525,143
00170C,20010525,143
00170C,20010525,143
00170C,20010525,143
00170C,20010525,143
00170C,20010525,143
00170C,20010525,143
00170C,20010525,143
00170C,20010525,143
00170C,20010525,143
00170C,20010531,149
00170C,20010531,149
00170C,20010531,149
00170C,20010531,149
00170C,20010531,149
00170C,20010531,149
00170C,20010531,149
00170C,20010531,149
00170C,20010531,149
00170C,20010531,149
00170C,20010531,149
00170C,20010531,149
00170C,20010611,160
00170C,20010611,160
00170C,20010611,160
00170D,20010521,139
00170D,20010521,139
00170D,20010521,139
00170D,20010521,139
00170D,20010521,139
00170D,20010525,143
00170D,20010525,143
00170D,20010525,143
00170D,20010525,143
00170D,20010525,143
00170D,20010525,143
00170D,20010525,143
00170D,20010525,143
00170D,20010525,143
00170D,20010525,143
00170D,20010525,143
00170D,20010531,149
00170D,20010531,149
00170D,20010531,149
00170D,20010531,149
00170D,20010531,149
00170D,20010531,149
00170D,20010531,149
00170D,20010531,149
00170D,20010531,149
00170D,20010531,149
00170D,20010531,149
00170D,20010531,149
00170D,20010611,160
00170D,20010611,160
00170D,20010611,160
00171A,20010519,137
00171A,20010519,137
00171A,20010519,137
00171A,20010519,137
00171A,20010519,137
00171A,20010519,137
00171A,20010607,156
00171A,20010607,156
00171A,20010607,156
00171A,20010607,156
00171A,20010607,156
00171A,20010607,156
00171A,20010607,156
00171A,20010723,202
00171A,20010723,202
00171A,20010723,202
00171A,20010723,202
00171A,20010723,202
00171A,20010723,202
00171A,20010723,202
00171A,20010723,202
00171A,20010723,202
00171A,20010723,202
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20010927,268
00171A,20011015,286
00171A,20011015,286
00171A,20011015,286
00171A,20011015,286
00171A,20011015,286
00171A,20011015,286
00171A,20011015,286
00171A,20011017,288
00171A,20011017,288
00171A,20011017,288
00171A,20011017,288
00171A,20011017,288
00171A,20011017,288
00171A,20011017,288
00171A,20011022,293
00171A,20011022,293
00171A,20011022,293
00171A,20011022,293
00171A,20011022,293
00171B,20010519,137
00171B,20010519,137
00171B,20010519,137
00171B,20010519,137
00171B,20010519,137
00171B,20010519,137
00171B,20010607,156
00171B,20010607,156
00171B,20010607,156
00171B,20010607,156
00171B,20010607,156
00171B,20010607,156
00171B,20010607,156
00171B,20010723,202
00171B,20010723,202
00171B,20010723,202
00171B,20010723,202
00171B,20010723,202
00171B,20010723,202
00171B,20010723,202
00171B,20010723,202
00171B,20010723,202
00171B,20010723,202
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20010927,268
00171B,20011015,286
00171B,20011015,286
00171B,20011015,286
00171B,20011015,286
00171B,20011015,286
00171B,20011015,286
00171B,20011015,286
00171B,20011017,288
00171B,20011017,288
00171B,20011017,288
00171B,20011017,288
00171B,20011017,288
00171B,20011017,288
00171B,20011017,288
00171B,20011022,293
00171B,20011022,293
00171B,20011022,293
00171B,20011022,293
00171B,20011022,293
00171C,20010519,137
00171C,20010519,137
00171C,20010519,137
00171C,20010519,137
00171C,20010519,137
00171C,20010519,137
00171C,20010607,156
00171C,20010607,156
00171C,20010607,156
00171C,20010607,156
00171C,20010607,156
00171C,20010607,156
00171C,20010607,156
00171C,20010723,202
00171C,20010723,202
00171C,20010723,202
00171C,20010723,202
00171C,20010723,202
00171C,20010723,202
00171C,20010723,202
00171C,20010723,202
00171C,20010723,202
00171C,20010723,202
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20010927,268
00171C,20011015,286
00171C,20011015,286
00171C,20011015,286
00171C,20011015,286
00171C,20011015,286
00171C,20011015,286
00171C,20011015,286
00171C,20011017,288
00171C,20011017,288
00171C,20011017,288
00171C,20011017,288
00171C,20011017,288
00171C,20011017,288
00171C,20011017,288
00171C,20011022,293
00171C,20011022,293
00171C,20011022,293
00171C,20011022,293
00171C,20011022,293
00171D,20010519,137
00171D,20010519,137
00171D,20010519,137
00171D,20010519,137
00171D,20010519,137
00171D,20010519,137
00171D,20010607,156
00171D,20010607,156
00171D,20010607,156
00171D,20010607,156
00171D,20010607,156
00171D,20010607,156
00171D,20010607,156
00171D,20010723,202
00171D,20010723,202
00171D,20010723,202
00171D,20010723,202
00171D,20010723,202
00171D,20010723,202
00171D,20010723,202
00171D,20010723,202
00171D,20010723,202
00171D,20010723,202
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20010927,268
00171D,20011015,286
00171D,20011015,286
00171D,20011015,286
00171D,20011015,286
00171D,20011015,286
00171D,20011015,286
00171D,20011015,286
00171D,20011017,288
00171D,20011017,288
00171D,20011017,288
00171D,20011017,288
00171D,20011017,288
00171D,20011017,288
00171D,20011017,288
00171D,20011022,293
00171D,20011022,293
00171D,20011022,293
00171D,20011022,293
00171D,20011022,293
00172A,20010816,226
00172A,20010816,226
00172A,20010822,232
00172A,20010923,264
00172A,20010923,264
00172A,20010923,264
00172A,20010923,264
00172A,20010923,264
00172A,20010923,264
00172A,20011005,276
00172A,20011005,276
00172A,20011005,276
00172A,20011005,276
00172A,20011011,282
00172A,20011011,282
00172A,20011011,282
00172A,20011011,282
00172A,20011011,282
00172A,20011111,313
00172A,20011111,313
00172A,20011111,313
00172A,20011111,313
00172A,20011111,313
00172A,20011129,331
00172A,20011129,331
00172A,20011129,331
00172A,20011129,331
00172A,20011130,332
00172A,20011130,332
00172A,20011130,332
00172A,20011130,332
00172A,20011130,332
00172A,20011130,332
00172B,20010816,226
00172B,20010816,226
00172B,20010822,232
00172B,20010923,264
00172B,20010923,264
00172B,20010923,264
00172B,20010923,264
00172B,20010923,264
00172B,20010923,264
00172B,20011005,276
00172B,20011005,276
00172B,20011005,276
00172B,20011005,276
00172B,20011011,282
00172B,20011011,282
00172B,20011011,282
00172B,20011011,282
00172B,20011011,282
00172B,20011111,313
00172B,20011111,313
00172B,20011111,313
00172B,20011111,313
00172B,20011111,313
00172B,20011129,331
00172B,20011129,331
00172B,20011129,331
00172B,20011129,331
00172B,20011130,332
00172B,20011130,332
00172B,20011130,332
00172B,20011130,332
00172B,20011130,332
00172B,20011130,332
00172C,20010816,226
00172C,20010816,226
00172C,20010822,232
00172C,20010923,264
00172C,20010923,264
00172C,20010923,264
00172C,20010923,264
00172C,20010923,264
00172C,20010923,264
00172C,20011005,276
00172C,20011005,276
00172C,20011005,276
00172C,20011005,276
00172C,20011011,282
00172C,20011011,282
00172C,20011011,282
00172C,20011011,282
00172C,20011011,282
00172C,20011111,313
00172C,20011111,313
00172C,20011111,313
00172C,20011111,313
00172C,20011111,313
00172C,20011129,331
00172C,20011129,331
00172C,20011129,331
00172C,20011129,331
00172C,20011130,332
00172C,20011130,332
00172C,20011130,332
00172C,20011130,332
00172C,20011130,332
00172C,20011130,332
00172D,20010816,226
00172D,20010816,226
00172D,20010822,232
00172D,20010923,264
00172D,20010923,264
00172D,20010923,264
00172D,20010923,264
00172D,20010923,264
00172D,20010923,264
00172D,20011005,276
00172D,20011005,276
00172D,20011005,276
00172D,20011005,276
00172D,20011011,282
00172D,20011011,282
00172D,20011011,282
00172D,20011011,282
00172D,20011011,282
00172D,20011111,313
00172D,20011111,313
00172D,20011111,313
00172D,20011111,313
00172D,20011111,313
00172D,20011129,331
00172D,20011129,331
00172D,20011129,331
00172D,20011129,331
00172D,20011130,332
00172D,20011130,332
00172D,20011130,332
00172D,20011130,332
00172D,20011130,332
00172D,20011130,332
00173A,20010901,242
00173A,20010921,262
00173A,20010921,262
00173A,20010921,262
00173A,20010921,262
00173B,20010901,242
00173B,20010921,262
00173B,20010921,262
00173B,20010921,262
00173B,20010921,262
00173C,20010901,242
00173C,20010921,262
00173C,20010921,262
00173C,20010921,262
00173C,20010921,262
00173D,20010901,242
00173D,20010921,262
00173D,20010921,262
00173D,20010921,262
00173D,20010921,262
00177A,20010709,188
00177A,20010711,190
00177A,20010711,190
00177A,20010711,190
00177A,20010711,190
00177A,20010711,190
00177A,20010711,190
00177A,20010711,190
00177A,20010711,190
00177A,20010711,190
00177A,20010711,190
00177B,20010709,188
00177B,20010711,190
00177B,20010711,190
00177B,20010711,190
00177B,20010711,190
00177B,20010711,190
00177B,20010711,190
00177B,20010711,190
00177B,20010711,190
00177B,20010711,190
00177B,20010711,190
00177C,20010709,188
00177C,20010711,190
00177C,20010711,190
00177C,20010711,190
00177C,20010711,190
00177C,20010711,190
00177C,20010711,190
00177C,20010711,190
00177C,20010711,190
00177C,20010711,190
00177C,20010711,190
00177D,20010709,188
00177D,20010711,190
00177D,20010711,190
00177D,20010711,190
00177D,20010711,190
00177D,20010711,190
00177D,20010711,190
00177D,20010711,190
00177D,20010711,190
00177D,20010711,190
00177D,20010711,190
00178A,20010216,45
00178A,20010216,45
00178A,20010216,45
00178A,20010216,45
00178A,20010216,45
00178A,20010216,45
00178A,20010216,45
00178A,20010306,63
00178A,20010306,63
00178A,20010306,63
00178A,20010306,63
00178A,20010306,63
00178B,20010216,45
00178B,20010216,45
00178B,20010216,45
00178B,20010216,45
00178B,20010216,45
00178B,20010216,45
00178B,20010216,45
00178B,20010306,63
00178B,20010306,63
00178B,20010306,63
00178B,20010306,63
00178B,20010306,63
00178C,20010216,45
