日付,数量,金額
20011015,1,420
20011015,1,636
20011015,4,2672
20011015,1,362
20011015,7,3787
20011015,1,726
20011015,1,634
20011015,1,752
20011015,4,1784
20011015,3,864
20011015,1,810
20011015,5,2175
20011015,1,436
20011015,1,671
20011015,1,547
20011015,1,812
20011015,4,2088
20011015,1,765
20011015,1,254
20011016,1,171
20011016,1,199
20011016,1,818
20011016,1,650
20011016,1,496
20011016,1,489
20011016,3,1185
20011016,1,457
20011016,1,823
20011016,1,944
20011016,1,446
20011016,1,400
20011016,1,408
20011016,1,385
20011016,5,1115
20011016,1,482
20011016,1,259
20011016,1,586
20011016,3,3282
20011016,6,3714
20011016,1,482
20011016,1,288
20011016,1,418
20011016,6,2928
20011016,1,1030
20011016,1,479
20011016,1,387
20011016,1,507
20011016,1,562
20011016,5,2325
20011016,1,400
20011016,1,628
20011016,1,591
20011016,1,140
20011016,1,865
20011017,1,382
20011017,1,726
20011017,1,995
20011017,1,354
20011017,1,612
20011017,1,461
20011017,1,500
20011017,7,2030
20011017,1,440
20011017,6,2484
20011018,1,655
20011018,1,238
20011018,1,519
20011018,5,1825
20011018,3,1335
20011018,4,1528
20011018,1,249
20011018,1,436
20011018,1,431
20011018,1,382
20011018,1,493
20011018,3,1857
20011018,1,288
20011018,1,1030
20011019,1,346
20011019,1,705
20011019,1,288
20011019,1,663
20011019,1,521
20011019,1,350
20011019,1,827
20011019,1,762
20011019,1,403
20011019,1,567
20011019,1,534
20011019,1,562
20011019,1,522
20011019,1,554
20011019,4,2240
20011019,1,841
20011019,1,397
20011019,5,1440
20011019,5,1370
20011019,1,600
20011019,5,3170
20011019,1,507
20011019,7,4144
20011019,1,633
20011019,1,450
20011019,1,763
20011019,1,644
20011019,7,3920
20011019,1,385
20011019,5,4375
20011019,1,329
20011019,6,2676
20011019,1,288
20011019,1,307
20011020,1,831
20011020,1,526
20011020,1,795
20011020,6,3744
20011020,1,958
20011020,1,393
20011020,1,270
20011020,1,505
20011020,3,2409
20011020,1,260
20011020,4,2180
20011020,5,6430
20011020,1,382
20011020,6,2130
20011020,5,1910
20011020,1,864
20011020,1,366
20011020,4,1260
20011020,1,277
20011020,1,865
20011020,6,2910
20011020,1,671
20011020,6,3660
20011020,1,432
20011020,1,852
20011020,1,448
20011020,1,310
20011020,1,401
20011020,1,499
20011020,6,3270
20011020,1,717
20011021,1,548
20011021,1,260
20011021,1,641
20011021,1,818
20011021,1,537
20011021,1,279
20011021,1,1000
20011021,1,335
20011021,4,1464
20011021,1,459
20011021,1,214
20011021,1,429
20011021,5,2460
20011021,4,1928
20011021,1,476
20011021,1,387
20011021,1,453
20011021,1,357
20011021,1,565
20011021,1,434
20011021,5,3180
20011021,1,701
20011021,1,263
20011021,1,602
20011021,1,612
20011021,1,255
20011021,1,528
20011021,2,892
20011021,1,482
20011021,1,379
20011021,1,453
20011021,5,2570
20011021,1,944
20011021,5,2735
20011021,1,410
20011021,4,3708
20011021,6,1194
20011021,1,613
20011021,1,337
20011021,5,1620
20011021,1,361
20011021,1,502
20011021,1,671
20011021,1,367
20011021,1,385
20011021,1,395
20011022,1,636
20011022,1,626
20011022,1,575
20011022,1,291
20011022,1,106
20011022,1,246
20011022,6,2850
20011022,1,189
20011022,1,420
20011022,6,4620
20011022,1,440
20011022,1,529
20011022,1,549
20011022,1,562
20011022,6,2676
20011022,1,485
20011022,1,521
20011022,1,1047
20011023,1,442
20011023,1,366
20011023,1,254
20011023,1,589
20011023,1,762
20011023,1,1018
20011023,5,2670
20011023,2,930
20011023,1,175
20011023,1,1936
20011023,1,502
20011023,1,221
20011023,1,250
20011023,1,831
20011024,5,1835
20011024,1,379
20011024,1,592
20011024,1,454
20011024,1,537
20011024,1,446
20011024,1,374
20011024,1,568
20011024,4,2680
20011024,1,461
20011024,6,1986
20011024,1,485
20011024,1,810
20011024,1,500
20011024,1,274
20011024,1,726
20011024,1,351
20011024,1,361
20011024,1,531
20011024,1,106
20011024,1,649
20011024,1,372
20011024,1,450
20011024,5,1935
20011024,6,2826
20011024,1,382
20011024,1,361
20011024,1,385
20011024,1,309
20011024,1,502
20011024,1,351
20011025,1,354
20011025,1,893
20011025,1,346
20011025,1,671
20011025,1,867
20011025,1,547
20011025,1,978
20011025,1,351
20011025,1,355
20011025,1,479
20011025,1,827
20011025,1,641
20011025,5,2925
20011025,1,482
20011025,5,3050
20011025,6,3126
20011025,1,459
20011025,1,802
20011025,5,2130
20011025,1,549
20011025,5,2080
20011025,1,636
20011025,1,827
20011025,1,511
20011025,6,2286
20011025,5,1230
20011025,6,4176
20011025,1,246
20011025,1,621
20011025,5,1775
20011025,1,489
20011025,1,647
20011025,1,324
20011025,1,450
20011026,1,280
20011026,1,689
20011026,1,265
20011026,1,1094
20011026,1,441
20011026,1,433
20011026,5,4100
20011026,1,432
20011026,1,496
20011026,1,360
20011026,1,522
20011026,1,761
20011026,1,641
20011026,1,310
20011026,1,765
20011026,1,476
20011027,1,691
20011027,1,387
20011027,1,499
20011027,1,567
20011027,1,508
20011027,1,344
20011027,1,717
20011027,1,393
20011027,1,553
20011027,5,995
20011027,1,831
20011027,1,432
20011027,3,1143
20011027,5,1440
20011027,1,756
20011027,1,612
20011027,2,770
20011027,1,523
20011027,5,2680
20011027,6,1470
20011027,3,1371
20011027,7,2989
20011027,1,534
20011027,1,590
20011027,1,361
20011027,1,142
20011027,1,395
20011027,1,590
20011029,5,1535
20011029,1,1419
20011029,6,1860
20011029,1,357
20011029,6,4650
20011029,1,682
20011029,1,614
20011029,2,398
20011029,1,547
20011029,1,531
20011029,1,414
20011029,1,810
20011030,1,557
20011030,1,514
20011030,1,372
20011030,1,592
20011030,1,274
20011030,1,661
20011030,1,393
20011030,1,465
20011030,1,550
20011030,1,422
20011030,1,612
20011030,5,3245
20011030,1,632
20011030,1,360
20011031,6,2952
20011031,6,2934
20011031,1,631
20011031,1,302
20011031,1,346
20011031,1,274
20011031,5,1790
20011031,5,2675
20011031,1,395
20011031,1,511
20011031,1,375
20011031,1,289
20011031,6,2166
20011031,1,112
20011101,1,475
20011101,6,3402
20011101,1,600
20011101,1,890
20011101,6,1884
20011101,1,985
20011101,1,346
20011101,1,345
20011102,1,595
20011102,1,511
20011103,1,765
20011103,1,511
20011103,1,316
20011103,1,515
20011103,1,470
20011103,6,3648
20011103,1,398
20011103,4,1216
20011103,1,358
20011103,1,477
20011103,1,523
20011103,1,496
20011103,1,523
20011103,1,405
20011103,5,3525
20011103,1,288
20011103,1,385
20011103,1,978
20011103,1,624
20011103,1,752
20011103,1,429
20011103,1,375
20011103,4,3376
20011103,5,2230
20011103,1,259
20011103,1,348
20011103,1,461
20011103,1,553
20011103,4,1404
20011104,1,485
20011104,1,238
20011104,1,310
20011104,3,873
20011104,1,511
20011104,6,2082
20011104,1,1936
20011104,6,5970
20011104,6,1494
20011104,6,4986
20011104,1,246
20011104,1,529
20011104,1,865
20011104,1,290
20011104,1,350
20011104,1,589
20011104,1,836
20011104,1,1939
20011104,1,259
20011104,1,526
20011104,1,348
20011104,1,553
20011104,1,526
20011105,1,322
20011105,1,1960
20011105,5,6180
20011105,1,488
20011105,1,288
20011105,1,134
20011105,5,4220
20011105,1,583
20011105,1,158
20011105,5,1810
20011105,1,458
20011105,1,795
20011105,1,458
20011105,1,827
20011105,5,1725
20011105,6,2766
20011105,1,778
20011105,1,1683
20011105,1,315
20011105,1,381
20011105,1,312
20011105,1,526
20011105,1,499
20011105,6,3066
20011105,1,550
20011105,6,3978
20011105,1,583
20011105,5,1985
20011105,1,282
20011106,1,687
20011106,1,363
20011106,1,514
20011106,1,544
20011106,5,4285
20011106,1,359
20011106,1,728
20011106,1,345
20011107,1,707
20011107,1,549
20011107,1,341
20011107,1,259
20011107,1,379
20011108,7,2303
20011108,1,403
20011108,5,2410
20011108,1,972
20011108,1,475
20011108,1,312
20011108,1,140
20011108,1,185
20011109,1,223
20011109,1,870
20011109,1,635
20011109,5,5470
20011109,3,1083
20011109,3,2295
20011109,1,568
20011109,1,302
20011109,1,589
20011109,1,320
20011109,1,818
20011109,1,363
20011109,7,2674
20011109,6,1920
20011109,1,867
20011109,1,199
20011110,4,1740
20011110,1,523
20011110,1,375
20011110,1,621
20011110,1,763
20011110,1,707
20011110,4,3052
20011110,1,482
20011110,1,309
20011110,1,542
20011110,1,246
20011110,1,375
20011110,1,610
20011110,1,368
20011110,5,2720
20011110,1,245
20011110,3,3501
20011110,5,3345
20011110,1,641
20011110,1,972
20011110,7,6230
20011110,5,3760
20011110,1,534
20011111,6,2202
20011111,6,3288
20011111,1,863
20011111,1,818
20011111,1,145
20011111,1,350
20011111,1,476
20011111,1,459
20011111,1,385
20011111,1,334
20011111,1,422
20011111,1,686
20011111,1,762
20011111,1,363
20011111,6,2862
20011111,1,909
20011111,1,370
20011111,1,671
20011111,1,372
20011111,1,379
20011111,1,506
20011111,6,4302
20011111,1,431
20011111,1,1167
20011111,1,882
20011111,1,263
20011112,1,484
20011112,1,865
20011112,1,1960
20011112,1,402
20011112,1,470
20011112,6,2352
20011112,1,360
20011112,1,724
20011112,4,1160
20011112,3,1338
20011112,1,480
20011112,1,237
20011112,4,2868
20011112,1,301
20011112,1,426
20011112,1,445
20011112,5,2720
20011112,1,162
20011112,1,408
20011112,3,942
20011112,6,3762
20011113,7,4837
20011113,3,1617
20011113,1,605
20011113,1,515
20011113,1,560
20011113,1,407
20011113,1,274
20011113,1,775
20011113,1,526
20011113,3,2493
20011113,3,1101
20011113,1,393
20011113,1,1352
20011113,4,620
20011113,1,385
20011113,1,592
20011113,1,134
20011113,1,250
20011115,1,268
20011115,1,649
20011115,1,482
20011115,1,944
20011115,1,531
20011115,1,867
20011115,1,266
20011115,1,882
20011115,1,436
20011115,1,299
20011115,5,1860
20011115,1,431
20011115,1,379
20011115,1,1236
20011115,1,514
20011115,1,991
20011115,1,624
20011115,1,379
20011115,6,3234
20011115,1,870
20011115,1,465
20011115,1,614
20011115,1,301
20011115,1,346
20011115,1,357
20011115,5,2955
20011115,1,1064
20011115,1,302
20011116,4,1548
20011116,1,512
20011116,1,633
20011116,5,2615
20011116,6,6564
20011116,6,2652
20011116,1,337
20011116,3,1398
20011116,1,1018
20011116,1,734
20011116,1,795
20011116,1,382
20011117,1,293
20011117,6,5220
20011117,5,2460
20011117,5,4155
20011117,1,972
20011117,1,91
20011117,1,337
20011117,1,129
20011117,1,608
20011117,1,494
20011117,1,927
20011117,1,382
20011117,1,484
20011117,1,470
20011117,1,482
20011117,1,459
20011117,1,246
20011117,1,382
20011117,1,419
20011117,1,381
20011117,1,411
20011117,1,550
20011117,1,390
20011117,5,505
20011117,1,601
20011117,4,2556
20011117,1,1352
20011117,1,729
20011117,6,1860
20011117,1,349
20011117,1,448
20011117,1,418
20011117,1,654
20011117,1,469
20011117,1,466
20011117,1,366
20011117,1,422
20011117,1,705
20011117,1,1018
20011117,1,357
20011117,1,1352
20011118,1,358
20011118,1,1352
20011118,1,486
20011118,1,471
20011118,6,4962
20011118,1,363
20011118,1,411
20011118,1,440
20011118,1,833
20011118,1,591
20011118,1,595
20011118,1,544
20011119,1,470
20011119,5,2810
20011119,5,2230
20011119,1,958
20011119,1,497
20011119,1,238
20011119,3,2406
20011119,5,3175
20011119,1,312
20011119,6,4758
20011119,4,1908
20011119,1,331
20011120,1,387
20011120,1,221
20011120,1,729
20011120,1,893
20011120,5,2390
20011120,1,225
20011120,3,987
20011120,1,361
20011120,1,701
20011120,1,304
20011120,1,158
20011120,1,419
20011120,1,134
20011120,4,1944
20011120,1,831
20011120,1,448
20011120,1,778
20011121,1,523
20011121,1,382
20011121,1,302
20011121,1,544
20011121,1,810
20011121,1,385
20011121,1,477
20011121,5,2510
20011121,4,1116
20011121,1,610
20011122,1,446
20011122,1,418
20011122,5,2675
20011122,7,1659
20011122,1,536
20011122,1,867
20011122,1,639
20011122,1,454
20011122,1,274
20011122,1,468
20011122,1,341
20011122,6,1542
20011122,1,723
20011122,1,535
20011122,6,2130
20011122,1,2138
20011122,5,5720
20011122,6,2268
20011122,1,432
20011123,1,1018
20011123,2,662
20011123,1,610
20011123,1,333
20011123,1,641
20011124,1,427
20011124,1,372
20011124,1,1960
20011124,1,316
20011124,1,444
20011124,1,544
20011124,1,701
20011124,1,661
20011124,1,985
20011124,1,465
20011124,1,549
20011124,1,565
20011124,1,372
20011124,1,740
20011124,1,762
20011124,1,549
20011124,1,478
20011125,1,535
20011125,1,687
20011125,5,1440
20011125,1,397
20011125,1,621
20011125,6,3420
20011125,1,844
20011125,1,701
20011125,1,464
20011126,1,595
20011126,1,515
20011126,1,836
20011126,5,1725
20011126,1,382
20011126,1,882
20011126,5,5235
20011126,4,2404
20011126,1,316
20011126,5,2135
20011126,1,519
20011126,1,446
20011126,1,309
20011126,1,432
20011126,6,2124
20011126,1,171
20011126,1,279
20011126,1,461
20011126,1,106
20011126,6,6750
20011126,5,3845
20011126,1,445
20011126,1,385
20011126,1,250
20011126,1,836
20011126,1,927
20011126,6,5910
20011127,1,523
20011127,4,2564
20011127,1,505
20011127,1,260
20011127,1,1939
20011127,1,485
20011127,1,344
20011127,1,301
20011127,1,446
20011127,5,1620
20011127,1,489
20011127,1,470
20011128,1,533
20011128,1,707
20011128,1,304
20011128,1,590
20011128,1,1352
20011128,1,519
20011128,5,2425
20011128,1,398
20011128,5,855
20011128,5,1870
20011128,1,257
20011128,1,565
20011128,1,601
20011128,5,2895
20011128,5,2155
20011128,1,261
20011128,1,372
20011128,1,605
20011128,1,280
20011128,1,233
20011128,1,531
20011128,6,3090
20011128,1,374
20011128,1,769
20011128,1,361
20011128,1,761
20011128,3,1260
20011128,1,990
20011128,1,1018
20011128,1,475
20011128,1,858
20011128,2,548
20011128,1,1144
20011128,1,519
20011128,1,358
20011129,1,511
20011129,5,2440
20011129,1,341
20011129,1,488
20011129,1,536
20011129,1,485
20011129,1,446
20011129,1,346
20011129,1,345
20011129,6,3252
20011129,3,1080
20011129,1,448
20011129,1,214
20011129,4,2156
20011129,1,505
20011129,1,729
20011129,1,562
20011129,1,426
20011129,1,477
20011129,1,485
20011129,5,3585
20011129,1,335
20011129,1,349
20011129,1,145
20011129,1,923
20011130,1,387
20011130,3,1542
20011130,1,519
20011130,4,2056
20011130,1,257
20011130,2,708
20011130,3,1500
20011130,1,261
20011130,1,375
20011130,1,531
20011130,5,1990
20011130,1,175
20011130,1,581
20011130,1,674
20011130,5,3040
20011130,4,2140
20011130,1,270
20011130,1,486
20011130,4,4376
20011130,1,489
20011130,7,5593
20011130,1,923
20011130,1,515
20011130,1,432
20011130,4,3248
20011130,3,1566
20011130,1,568
20011130,1,476
20011130,5,2165
20011130,1,493
20011130,1,482
20011201,1,414
20011201,1,911
20011201,7,3976
20011201,1,505
20011201,1,446
20011201,1,250
20011201,1,586
20011201,1,448
20011201,6,4122
20011201,1,429
20011201,5,2890
20011201,1,570
20011201,1,533
20011201,1,959
20011201,1,991
20011201,1,911
20011201,1,363
20011201,4,3960
20011201,1,320
20011201,1,1206
20011201,1,624
20011202,1,621
20011202,1,320
20011202,1,270
20011202,2,1334
20011202,1,403
20011202,3,1890
20011202,1,497
20011202,1,346
20011202,1,446
20011202,5,3595
20011202,1,539
20011202,6,3222
20011202,7,1890
20011202,1,647
20011202,1,266
20011202,1,649
20011202,1,756
20011202,1,701
20011202,1,244
20011202,5,2785
20011202,1,427
20011202,1,719
20011202,3,1605
20011202,7,5341
20011202,1,233
20011202,1,522
20011202,5,2260
20011202,1,361
20011202,1,486
20011202,1,216
20011202,1,245
20011202,1,187
20011202,5,1070
20011202,1,549
20011202,6,2466
20011202,6,2748
20011202,1,238
20011203,5,4375
20011203,7,1547
20011203,1,865
20011203,5,2000
20011203,1,310
20011203,1,346
20011203,5,1225
20011203,7,1750
20011203,5,2840
20011203,1,544
20011203,1,1960
20011203,1,375
20011204,1,354
20011204,1,502
20011204,1,230
20011205,1,622
20011205,1,917
20011205,1,923
20011205,1,328
20011205,1,266
20011205,1,299
20011205,1,890
20011205,1,519
20011205,1,351
20011205,1,647
20011205,1,605
20011205,1,831
20011205,1,454
20011205,1,236
20011205,1,257
20011205,3,1065
20011205,1,661
20011205,1,415
20011205,1,274
20011205,1,734
20011205,1,765
20011205,1,254
20011205,1,482
20011206,1,485
20011206,1,258
20011206,5,3600
20011206,1,844
20011206,1,354
20011206,1,761
20011206,6,3678
20011207,6,2088
20011207,6,2790
20011207,1,593
20011207,1,104
20011207,1,327
20011207,1,446
20011207,1,247
20011207,1,612
20011207,1,134
20011207,1,570
20011207,4,2124
20011207,4,1908
20011207,1,347
20011207,1,621
20011207,1,347
20011207,1,858
20011207,6,4134
20011207,1,274
20011207,1,415
20011207,1,329
20011207,1,431
20011207,6,2340
20011207,1,280
20011207,1,212
20011207,1,451
20011207,1,631
20011207,1,260
20011207,1,531
20011207,5,2385
20011207,1,358
20011207,1,361
20011207,5,1685
20011207,1,649
20011207,1,142
20011207,1,595
20011208,1,517
20011208,1,378
20011208,3,1248
20011208,6,1662
20011208,6,6282
20011208,1,478
20011208,1,762
20011208,1,917
20011208,1,368
20011208,1,1460
20011208,1,624
20011208,1,622
20011208,1,349
20011208,1,142
20011208,1,349
20011208,1,929
20011208,1,454
20011208,1,302
20011208,1,645
20011208,1,550
20011208,1,511
20011208,1,820
20011208,1,304
20011208,5,2170
20011208,1,707
20011208,1,185
20011208,1,542
20011208,1,245
20011208,1,740
20011208,5,1800
20011208,7,4165
20011208,1,465
20011208,5,2270
20011208,1,345
20011208,1,1259
20011208,1,523
20011208,1,324
20011208,1,740
20011208,1,465
20011208,1,337
20011208,6,1608
20011208,4,3196
20011208,1,656
20011208,3,831
20011208,1,382
20011208,1,707
20011208,1,1047
20011208,1,857
20011208,1,1036
20011208,3,1434
20011208,1,1219
20011208,5,1600
20011208,1,836
20011208,1,454
20011208,1,522
20011208,1,282
20011208,5,1740
20011209,1,1000
20011209,1,619
20011209,1,434
20011209,5,2615
20011209,1,419
20011209,1,544
20011210,1,1259
20011210,1,525
20011210,1,548
20011210,5,3065
20011210,1,450
20011210,1,482
20011210,5,3150
20011211,1,1201
20011211,7,1393
20011211,1,418
20011211,1,372
20011211,1,560
20011211,1,391
20011211,1,446
20011211,1,844
20011211,1,550
20011211,1,787
20011211,1,613
20011211,1,614
20011211,1,670
20011211,6,7554
20011211,1,483
20011211,5,2595
20011211,6,4698
20011211,1,433
20011211,1,345
20011211,2,490
20011211,1,690
20011211,1,457
20011211,1,297
20011211,1,644
20011211,1,344
20011211,1,542
20011211,2,916
20011211,5,3355
20011211,1,433
20011211,1,589
20011211,1,261
20011211,1,502
20011211,1,646
20011212,5,1745
20011212,1,508
20011212,1,280
20011212,6,2082
20011212,6,3156
20011212,1,729
20011212,1,867
20011212,1,402
20011212,1,636
20011212,6,2406
20011213,1,390
20011213,1,451
20011213,1,519
20011213,1,1047
20011213,1,431
20011213,5,6095
20011213,1,448
20011213,1,465
20011213,1,320
20011213,1,381
20011213,1,585
20011213,1,454
20011213,6,1974
20011213,1,1026
20011213,1,893
20011213,1,290
20011213,1,349
20011213,1,375
20011213,1,477
20011214,2,228
20011214,1,641
20011214,1,502
20011214,1,614
20011214,1,519
20011214,1,846
20011214,1,114
20011214,1,384
20011214,1,497
20011214,1,327
20011215,6,3066
20011215,8,3328
20011215,6,804
20011215,1,439
20011215,5,3040
20011215,1,282
20011215,1,330
20011215,1,542
20011215,2,1030
20011215,1,486
20011215,1,363
20011215,1,446
20011215,1,451
20011215,1,591
20011215,1,514
20011215,5,3805
20011215,2,1216
20011216,6,2532
20011216,1,958
20011216,1,358
20011216,5,2165
20011216,1,581
20011216,1,340
20011216,5,1810
20011216,1,857
20011216,1,769
20011216,1,320
20011216,1,641
20011216,1,579
20011216,4,1036
20011216,1,818
20011216,1,331
20011216,5,3715
20011216,1,367
20011216,1,1936
20011216,1,734
20011216,1,1047
20011216,1,482
20011217,1,223
20011217,1,969
20011217,1,388
20011218,1,508
20011218,1,348
20011218,1,553
20011218,1,307
20011218,1,490
20011218,1,613
20011218,1,917
20011218,1,528
20011218,1,1124
20011218,4,1188
20011218,1,833
20011218,1,490
20011218,1,787
20011218,1,355
20011218,1,865
20011218,1,488
20011218,1,299
20011218,1,462
20011218,1,547
20011218,1,372
20011218,1,691
20011218,1,636
20011218,1,857
20011218,1,393
20011218,6,3066
20011218,1,741
20011218,3,1893
20011218,1,1084
20011218,1,485
20011218,1,142
20011218,1,233
20011218,1,457
20011218,1,255
20011219,5,725
20011219,1,622
20011219,1,720
20011219,5,2335
20011219,6,3072
20011219,5,3525
20011219,7,5726
20011219,1,387
20011219,1,927
20011219,1,462
20011219,1,634
20011219,5,5440
20011219,1,690
20011219,1,497
20011219,1,255
20011219,1,346
20011219,1,739
20011219,1,536
20011219,1,428
20011219,6,1464
20011220,3,1701
20011220,1,372
20011220,1,570
20011220,1,347
20011220,1,282
20011220,5,1745
20011220,1,431
20011220,5,2905
20011220,5,2350
20011220,1,263
20011220,1,259
20011220,5,1605
20011220,1,244
20011220,1,486
20011220,6,7206
20011220,1,545
20011220,1,349
20011220,1,268
20011221,5,6760
20011221,5,3245
20011221,4,1240
20011221,1,422
20011221,1,429
20011221,1,322
20011221,1,1022
20011221,1,431
20011221,1,635
20011221,1,357
20011221,1,385
20011221,1,381
20011221,1,817
20011221,5,3825
20011221,1,547
20011221,1,234
20011221,1,101
20011221,1,390
20011221,1,605
20011221,1,670
20011221,1,1124
20011221,1,734
20011222,1,516
20011222,1,507
20011222,1,429
20011222,1,820
20011222,5,3890
20011222,5,2205
20011222,1,1036
20011222,5,9680
20011222,1,171
20011222,1,310
20011222,1,1352
20011222,1,314
20011222,5,1600
20011222,6,1950
20011222,1,630
20011222,1,641
20011222,1,254
20011222,1,633
20011222,1,553
20011222,1,752
20011224,1,436
20011224,1,562
20011224,1,434
20011224,1,522
20011224,6,2784
20011224,1,471
20011224,6,2076
20011224,1,446
20011224,1,385
20011224,1,145
20011224,1,1239
20011224,1,625
20011224,1,570
20011224,1,548
20011224,1,361
20011224,1,419
20011224,1,1936
20011224,1,519
20011224,1,511
20011224,1,367
20011224,1,359
20011224,1,490
20011224,1,268
20011224,7,1708
20011224,5,2255
20011224,2,1478
20011224,1,585
20011224,1,349
20011224,1,858
20011224,1,1352
20011224,1,387
20011224,1,114
20011224,1,259
20011224,6,3216
20011224,3,735
20011224,3,1659
20011224,3,663
20011224,1,504
20011224,3,1596
20011224,1,570
20011224,6,2166
20011225,1,114
20011225,6,3954
20011225,5,4165
20011225,6,2064
20011225,6,2166
20011225,6,2046
20011225,5,1600
20011225,5,2130
20011225,1,741
20011225,1,656
20011225,4,1332
20011225,1,522
20011225,1,310
20011225,1,633
20011225,1,991
20011225,1,397
20011225,8,4248
20011225,1,756
20011225,1,752
20011225,5,10690
20011225,6,3816
20011226,3,1035
20011226,1,707
20011226,1,439
20011226,1,329
20011226,1,114
20011226,1,522
20011226,1,393
20011226,1,346
20011226,1,833
20011227,1,544
20011227,1,531
20011227,1,316
20011227,1,492
20011227,4,2124
20011227,1,641
20011227,1,911
20011227,7,2625
20011227,1,572
20011227,1,756
20011227,5,3235
20011227,1,756
20011227,6,3504
20011228,6,2232
20011228,5,1905
20011228,1,349
20011228,1,756
20011228,1,583
20011228,1,523
20011228,3,1383
20011228,5,2450
20011228,7,4445
20011228,1,290
20011228,1,885
20011228,1,1214
20011228,1,535
20011228,4,1468
20011228,1,769
20011228,1,817
20011228,1,539
20011228,1,528
20011228,1,446
20011228,1,2138
20011228,1,701
20011228,7,7203
20011228,1,583
20011228,5,1910
20011228,1,570
20011228,6,5688
20011228,1,214
20011228,5,2595
20011228,1,250
20011228,1,549
20011228,1,1094
20011228,1,221
20011228,1,806
20011228,1,329
20011228,1,362
20011228,1,1144
20011228,6,2346
20011228,1,517
20011228,5,2285
20011228,1,254
20011229,1,457
20011229,1,428
20011229,3,837
20011229,1,601
20011229,1,799
20011229,1,649
20011229,1,496
20011229,1,329
20011229,1,502
20011229,1,542
20011229,5,995
20011229,5,3825
20011229,4,2052
20011229,1,672
20011229,6,2976
20011229,1,647
20011229,1,302
20011229,1,348
20011229,1,621
20011229,1,351
20011229,1,620
20011229,1,247
20011229,5,3505
20011229,1,1094
20011229,7,2954
20011229,5,1955
20011229,1,606
20011229,1,502
20011229,4,1728
20011229,1,366
20011229,1,385
20011229,1,382
20011229,1,451
20011229,4,2332
20011229,1,645
20011229,1,484
20011229,1,720
20011229,1,1152
20011230,4,1588
20011230,5,4635
20011230,1,739
20011230,1,927
20011230,1,374
20011230,1,433
20011230,1,519
20011230,1,1094
20011230,1,550
20011230,6,1566
20010108,1,441
20010108,1,372
20010108,5,2230
20010110,1,348
20010110,1,241
20010110,1,533
20010110,4,1844
20010110,3,693
20010110,1,363
20010110,1,271
20010111,6,1398
20010111,1,290
20010111,1,375
20010111,1,387
20010111,6,1974
20010111,1,687
20010111,1,500
20010111,1,531
20010111,5,2130
20010111,1,397
20010111,1,448
20010111,1,428
20010116,1,427
20010116,7,3437
20010116,1,357
20010116,2,542
20010116,1,531
20010116,5,2335
20010116,6,2748
20010119,1,446
20010119,1,433
20010119,1,306
20010119,5,2655
20010119,1,536
20010119,1,496
20010119,1,241
20010119,3,2376
20010119,1,246
20010119,6,1428
20010119,1,492
20010119,4,1916
20010119,1,234
20010119,1,359
20010119,1,474
20010119,5,2745
20010119,1,301
20010119,1,467
20010119,1,328
20010119,1,481
20010119,1,505
20010123,1,436
20010123,1,419
20010123,1,401
20010123,5,1340
20010123,5,2640
20010123,1,271
20010125,1,310
20010125,1,384
20010125,7,1547
20010125,1,531
20010125,7,2422
20010128,1,358
20010128,4,1784
20010128,6,2142
20010128,1,293
20010128,1,387
20010130,1,362
20010130,1,294
20010130,1,329
20010130,1,280
20010130,1,272
20010130,1,418
20010130,1,331
20010130,1,423
20010130,1,403
20010130,1,494
20010130,1,526
20010130,6,2820
20010130,1,262
20010130,5,2330
20010130,1,545
20010130,1,333
20010130,7,2506
20010130,1,318
20010130,1,360
20010130,1,584
20010130,1,489
20010130,1,289
20010130,1,354
20010130,1,289
20010131,5,645
20010201,5,640
20010203,5,860
20010204,3,1404
20010204,1,367
20010204,1,650
20010204,1,289
20010204,1,289
20010204,1,259
20010204,1,466
20010204,1,216
20010204,1,358
20010204,6,1896
20010204,1,403
20010204,1,289
20010204,1,310
20010204,2,1072
20010205,1,576
20010205,1,432
20010205,1,128
20010205,1,497
20010205,1,362
20010205,1,293
20010205,1,419
20010205,1,312
20010206,1,609
20010206,1,268
20010206,1,743
20010206,5,1235
20010206,5,1535
20010206,4,1484
20010206,1,332
20010206,1,377
20010206,1,324
20010208,1,433
20010208,1,302
20010208,1,101
20010208,1,276
20010208,1,500
20010208,1,650
20010208,6,1740
20010208,1,385
20010208,1,268
20010208,1,258
20010208,5,1115
20010208,1,362
20010208,1,316
20010209,1,329
20010209,1,523
20010209,1,514
20010209,1,468
20010209,1,329
20010211,1,312
20010211,5,1530
20010211,1,510
20010211,1,307
20010211,1,541
20010211,1,465
20010211,1,350
20010211,1,418
20010211,1,552
20010212,1,362
20010212,1,500
20010212,5,1360
20010212,3,1950
20010212,5,2570
20010212,6,3000
20010212,1,172
20010212,1,526
20010212,7,1890
20010213,1,290
20010213,1,466
20010213,1,312
20010213,5,1725
20010213,1,361
20010213,1,548
20010213,1,523
20010213,1,362
20010213,1,407
20010216,1,146
20010216,1,363
20010216,5,1615
20010216,1,618
20010216,1,259
20010216,1,403
20010216,6,2304
20010216,5,2015
20010216,1,329
20010216,4,1984
20010216,5,2405
20010216,1,253
20010216,1,357
20010216,4,1612
20010216,7,3717
20010216,1,268
20010216,5,2015
20010216,3,1074
20010216,6,2982
20010216,4,1296
