customer,receipt
00137B,1001148
00137B,1001148
00137B,1001148
00137B,1001148
00137B,1001148
00149B,1001149
00149B,1001149
00149B,1001149
00149B,1001149
00149B,1001149
00149B,1001149
00149B,1001149
00149B,1001149
00149B,1001149
00000B,1001150
00000B,1001150
00000B,1001150
00003B,1001151
00003B,1001151
00003B,1001151
00003B,1001151
00003B,1001151
00003B,1001151
00003B,1001151
00003B,1001151
00003B,1001151
00003B,1001151
00003B,1001151
00202B,1001153
00202B,1001153
00202B,1001153
00202B,1001153
00202B,1001153
00202B,1001153
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00109B,1001152
00156B,1001154
00156B,1001154
00156B,1001154
00156B,1001154
00156B,1001154
00278B,1001156
00278B,1001156
00278B,1001156
00278B,1001156
00169B,1001155
00169B,1001155
00169B,1001155
00169B,1001155
00169B,1001155
00169B,1001155
00169B,1001155
00169B,1001155
00169B,1001155
00169B,1001155
00169B,1001155
00006B,1001157
00006B,1001157
00006B,1001157
00006B,1001157
00025B,1001158
00109B,1001159
00109B,1001159
00109B,1001159
00109B,1001159
00109B,1001159
00109B,1001159
00109B,1001159
00109B,1001159
00109B,1001159
00109B,1001159
00109B,1001159
00109B,1001159
00109B,1001159
00072B,1001162
00072B,1001162
00072B,1001162
00072B,1001162
00072B,1001162
00072B,1001162
00066B,1001161
00066B,1001161
00131B,1001163
00131B,1001163
00131B,1001163
00131B,1001163
00131B,1001163
00131B,1001163
00131B,1001163
00065B,1001160
00065B,1001160
00065B,1001160
00065B,1001160
00065B,1001160
00065B,1001160
00065B,1001160
00072B,1001164
00072B,1001164
00072B,1001164
00072B,1001164
00114B,1001165
00114B,1001165
00114B,1001165
00114B,1001165
00212B,1001166
00212B,1001166
00212B,1001166
00212B,1001166
00212B,1001166
00291B,1001167
00291B,1001167
00291B,1001167
00291B,1001167
00291B,1001167
00291B,1001167
00291B,1001167
00067B,1001170
00067B,1001170
00067B,1001170
00067B,1001170
00067B,1001170
00067B,1001170
00067B,1001170
00067B,1001170
00067B,1001170
00292B,1001172
00292B,1001172
00292B,1001172
00292B,1001172
00292B,1001172
00292B,1001172
00292B,1001172
00025B,1001169
00025B,1001169
00025B,1001169
00009B,1001168
00009B,1001168
00009B,1001168
00009B,1001168
00009B,1001168
00009B,1001168
00009B,1001168
00009B,1001168
00009B,1001168
00009B,1001168
00301B,1001173
00301B,1001173
00082B,1001171
00082B,1001171
00082B,1001171
00082B,1001171
00082B,1001171
00082B,1001171
00082B,1001171
00082B,1001171
00082B,1001171
00082B,1001171
00212B,1001176
00212B,1001176
00212B,1001176
00026B,1001174
00026B,1001174
00026B,1001174
00026B,1001174
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00067B,1001175
00169B,1001178
00169B,1001178
00169B,1001178
00169B,1001178
00134B,1001177
00134B,1001177
00134B,1001177
00134B,1001177
00134B,1001177
00134B,1001181
00134B,1001181
00134B,1001181
00078B,1001179
00078B,1001179
00078B,1001179
00131B,1001180
00131B,1001180
00131B,1001180
00131B,1001180
00131B,1001180
00131B,1001180
00131B,1001180
00088B,1001182
00088B,1001182
00088B,1001182
00088B,1001182
00088B,1001182
00088B,1001182
00088B,1001182
00182B,1001186
00182B,1001186
00182B,1001186
00182B,1001186
00134B,1001183
00134B,1001183
00134B,1001183
00134B,1001183
00134B,1001183
00134B,1001183
00134B,1001183
00134B,1001183
00238B,1001187
00292B,1001188
00292B,1001188
00292B,1001188
00292B,1001188
00292B,1001188
00292B,1001188
00144B,1001184
00144B,1001184
00144B,1001184
00144B,1001184
00144B,1001184
00144B,1001184
00144B,1001184
00144B,1001184
00151B,1001185
00151B,1001185
00151B,1001185
00151B,1001185
00151B,1001185
00151B,1001185
00108B,1001190
00108B,1001190
00108B,1001190
00108B,1001190
00108B,1001190
00067B,1001189
00067B,1001189
00212B,1001194
00212B,1001194
00212B,1001194
00212B,1001194
00212B,1001194
00212B,1001194
00202B,1001192
00202B,1001192
00202B,1001192
00202B,1001192
00202B,1001192
00202B,1001192
00202B,1001192
00202B,1001192
00210B,1001193
00210B,1001193
00210B,1001193
00210B,1001193
00210B,1001193
00210B,1001193
00210B,1001193
00210B,1001193
00210B,1001193
00210B,1001193
00210B,1001193
00154B,1001191
00154B,1001191
00154B,1001191
00154B,1001191
00154B,1001191
00154B,1001191
00169B,1001197
00058B,1001196
00058B,1001196
00058B,1001196
00025B,1001195
00025B,1001195
00025B,1001195
00025B,1001195
00025B,1001195
00025B,1001195
00245C,1000000
00245C,1000000
00245C,1000000
00228C,1000001
00228C,1000001
00228C,1000001
00228C,1000001
00228C,1000001
00228C,1000001
00228C,1000001
00091C,1000002
00091C,1000002
00091C,1000002
00091C,1000002
00220C,1000003
00220C,1000003
00220C,1000003
00220C,1000003
00220C,1000003
00220C,1000003
00220C,1000003
00220C,1000003
00041C,1000004
00041C,1000004
00041C,1000004
00041C,1000004
00041C,1000004
00041C,1000004
00041C,1000004
00228C,1000007
00228C,1000007
00228C,1000007
00228C,1000007
00228C,1000007
00228C,1000007
00118C,1000006
00118C,1000006
00118C,1000006
00118C,1000006
00118C,1000006
00099C,1000005
00099C,1000005
00099C,1000005
00099C,1000005
00099C,1000005
00099C,1000005
00099C,1000005
00099C,1000005
00099C,1000005
00099C,1000005
00168C,1000008
00168C,1000008
00168C,1000008
00168C,1000008
00168C,1000008
00168C,1000008
00181C,1000009
00181C,1000009
00181C,1000009
00181C,1000009
00181C,1000009
00044C,1000010
00044C,1000010
00044C,1000010
00044C,1000010
00044C,1000010
00041C,1000013
00041C,1000013
00041C,1000013
00041C,1000013
00041C,1000013
00021C,1000012
00021C,1000012
00021C,1000012
00021C,1000012
00021C,1000012
00021C,1000012
00021C,1000012
00021C,1000012
00018C,1000011
00018C,1000011
00018C,1000011
00018C,1000011
00018C,1000011
00018C,1000011
00018C,1000011
00018C,1000011
00018C,1000011
00018C,1000011
00018C,1000011
00217C,1000014
00118C,1000015
00179C,1000016
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00217C,1000017
00179C,1000019
00179C,1000019
00084C,1000018
00084C,1000018
00084C,1000018
00084C,1000018
00084C,1000018
00084C,1000018
00091C,1000020
00091C,1000020
00091C,1000020
00091C,1000020
00091C,1000020
00091C,1000020
00091C,1000020
00091C,1000020
00091C,1000020
00082C,1000021
00082C,1000021
00082C,1000021
00082C,1000021
00082C,1000021
00082C,1000021
00082C,1000021
00082C,1000021
00082C,1000021
00082C,1000021
00082C,1000021
00082C,1000021
00082C,1000021
00228C,1000022
00228C,1000022
00228C,1000022
00228C,1000022
00228C,1000022
00181C,1000024
00181C,1000024
00181C,1000024
00144C,1000023
00144C,1000023
00144C,1000023
00144C,1000023
00144C,1000023
00144C,1000023
00227C,1000025
00227C,1000025
00227C,1000025
00227C,1000025
00227C,1000025
00227C,1000025
00227C,1000025
00227C,1000025
00227C,1000025
00168C,1000026
00168C,1000026
00168C,1000026
00168C,1000026
00168C,1000026
00168C,1000026
00181C,1000027
00181C,1000027
00181C,1000027
00088C,1000028
00088C,1000028
00088C,1000028
00088C,1000028
00088C,1000028
00088C,1000028
00088C,1000028
00088C,1000028
00180C,1000031
00180C,1000031
00180C,1000031
00180C,1000031
00180C,1000031
00180C,1000031
00180C,1000031
00180C,1000031
00180C,1000031
00180C,1000031
00160C,1000029
00160C,1000029
00160C,1000029
00160C,1000029
00178C,1000030
00178C,1000030
00178C,1000030
00178C,1000030
00178C,1000030
00178C,1000030
00178C,1000030
00221C,1000032
00221C,1000032
00221C,1000032
00221C,1000032
00221C,1000032
00221C,1000032
00221C,1000032
00221C,1000032
00221C,1000032
00049C,1000033
00049C,1000033
00049C,1000033
00250C,1000034
00250C,1000034
00250C,1000034
00250C,1000034
00250C,1000034
00250C,1000034
00250C,1000034
00250C,1000034
00044C,1000035
00044C,1000035
00044C,1000035
00044C,1000035
00044C,1000035
00044C,1000035
00044C,1000035
00044C,1000035
00044C,1000035
00004C,1000036
00004C,1000036
00004C,1000036
00004C,1000036
00118C,1000038
00118C,1000038
00118C,1000038
00118C,1000038
00118C,1000038
00118C,1000038
00077C,1000037
00077C,1000037
00077C,1000037
00077C,1000037
00077C,1000037
00077C,1000037
00077C,1000037
00168C,1000039
00168C,1000039
00168C,1000039
00168C,1000039
00168C,1000039
00168C,1000039
00168C,1000039
00168C,1000039
00168C,1000039
00168C,1000039
00168C,1000039
00004C,1000040
00004C,1000040
00004C,1000040
00004C,1000040
00004C,1000040
00004C,1000040
00004C,1000040
00004C,1000040
00052C,1000041
00052C,1000041
00052C,1000041
00052C,1000041
00052C,1000041
00052C,1000041
00052C,1000041
00052C,1000041
00052C,1000041
00052C,1000041
00217C,1000042
00217C,1000042
00217C,1000042
00217C,1000042
00217C,1000042
00217C,1000042
00217C,1000042
00217C,1000042
00217C,1000042
00228C,1000045
00228C,1000045
00228C,1000045
00112C,1000044
00112C,1000044
00112C,1000044
00112C,1000044
00112C,1000044
00112C,1000044
00112C,1000044
00112C,1000044
00005C,1000043
00005C,1000043
00005C,1000043
00005C,1000043
00005C,1000043
00005C,1000043
00056C,1000047
00056C,1000047
00056C,1000047
00056C,1000047
00056C,1000047
00056C,1000047
00056C,1000047
00016C,1000046
00016C,1000046
00016C,1000046
00016C,1000046
00016C,1000046
00016C,1000046
00016C,1000046
00016C,1000046
00056C,1000048
00056C,1000048
00056C,1000048
00056C,1000048
00056C,1000048
00056C,1000048
00077C,1000049
00077C,1000049
00077C,1000049
00077C,1000049
00077C,1000049
00077C,1000049
00178C,1000053
00178C,1000053
00178C,1000053
00178C,1000053
00178C,1000053
00152C,1000052
00152C,1000052
00152C,1000052
00152C,1000052
00152C,1000052
00152C,1000052
00032C,1000050
00032C,1000050
00032C,1000050
00032C,1000050
00225C,1000055
00225C,1000055
00225C,1000055
00225C,1000055
00056C,1000051
00056C,1000051
00056C,1000051
00056C,1000051
00056C,1000051
00056C,1000051
00182C,1000054
00182C,1000054
00182C,1000054
00182C,1000054
00182C,1000054
00182C,1000054
00182C,1000054
00182C,1000054
00182C,1000054
00182C,1000054
00045C,1000056
00045C,1000056
00045C,1000056
00045C,1000056
00045C,1000056
00045C,1000056
00045C,1000056
00112C,1000059
00112C,1000059
00112C,1000059
00112C,1000059
00112C,1000059
00112C,1000059
00112C,1000059
00250C,1000060
00250C,1000060
00250C,1000060
00250C,1000060
00250C,1000060
00250C,1000060
00250C,1000060
00250C,1000060
00250C,1000060
00045C,1000057
00045C,1000057
00080C,1000058
00080C,1000058
00080C,1000058
00080C,1000058
00080C,1000058
00080C,1000058
00167C,1000062
00167C,1000062
00250C,1000063
00250C,1000063
00250C,1000063
00250C,1000063
00250C,1000063
00129C,1000061
00129C,1000061
00129C,1000061
00129C,1000061
00129C,1000061
00129C,1000061
00129C,1000061
00129C,1000065
00129C,1000065
00129C,1000065
00129C,1000065
00201C,1000066
00201C,1000066
00201C,1000066
00201C,1000066
00201C,1000066
00201C,1000066
00201C,1000066
00201C,1000066
00034C,1000064
00034C,1000064
00034C,1000064
00034C,1000064
00034C,1000064
00034C,1000064
00034C,1000064
00034C,1000064
00034C,1000064
00034C,1000064
00191C,1000067
00191C,1000067
00091C,1000069
00091C,1000069
00091C,1000069
00091C,1000069
00091C,1000069
00044C,1000068
00044C,1000068
00044C,1000068
00044C,1000068
00044C,1000068
00044C,1000068
00044C,1000068
00044C,1000068
00095C,1000070
00095C,1000070
00095C,1000070
00095C,1000070
00095C,1000070
00095C,1000070
00095C,1000070
00095C,1000070
00095C,1000070
00095C,1000070
00113C,1000071
00113C,1000071
00113C,1000071
00113C,1000071
00113C,1000071
00113C,1000071
00113C,1000071
00146C,1000073
00146C,1000073
00146C,1000073
00146C,1000073
00146C,1000073
00124C,1000072
00124C,1000072
00124C,1000072
00124C,1000072
00124C,1000072
00163C,1000074
00163C,1000074
00163C,1000074
00163C,1000074
00163C,1000074
00163C,1000074
00163C,1000074
00163C,1000074
00163C,1000074
00041C,1000076
00041C,1000076
00032C,1000075
00032C,1000075
00032C,1000075
00032C,1000075
00032C,1000075
00032C,1000075
00032C,1000075
00146C,1000078
00146C,1000078
00146C,1000078
00146C,1000078
00146C,1000078
00146C,1000078
00146C,1000078
00146C,1000078
00146C,1000078
00146C,1000078
00146C,1000078
00091C,1000077
00091C,1000077
00091C,1000077
00091C,1000077
00091C,1000077
00091C,1000077
00091C,1000077
00091C,1000077
00091C,1000077
00091C,1000077
00091C,1000077
00022C,1000079
00095C,1000081
00095C,1000081
00091C,1000080
00091C,1000080
00091C,1000080
00091C,1000080
00091C,1000080
00091C,1000080
00091C,1000080
00091C,1000080
00091C,1000080
00113C,1000083
00113C,1000083
00113C,1000083
00113C,1000083
00113C,1000083
00113C,1000083
00113C,1000083
00112C,1000082
00112C,1000082
00112C,1000082
00112C,1000082
00112C,1000082
00112C,1000082
00112C,1000082
00112C,1000082
00103C,1000085
00018C,1000084
00018C,1000084
00018C,1000084
00018C,1000086
00018C,1000086
00022C,1000087
00022C,1000087
00022C,1000087
00022C,1000087
00163C,1000088
00163C,1000088
00163C,1000088
00163C,1000088
00163C,1000088
00163C,1000088
00163C,1000088
00163C,1000088
00163C,1000088
00163C,1000088
00017C,1000089
00017C,1000089
00017C,1000089
00017C,1000089
00017C,1000089
00017C,1000089
00017C,1000089
00216C,1000090
00216C,1000090
00216C,1000090
00216C,1000090
00216C,1000090
00216C,1000090
00216C,1000090
00216C,1000090
00216C,1000090
00216C,1000090
00180C,1000092
00180C,1000092
00180C,1000092
00180C,1000092
00180C,1000092
00180C,1000092
00180C,1000092
00180C,1000092
00180C,1000092
00180C,1000092
00235C,1000093
00168C,1000091
00168C,1000091
00168C,1000091
00168C,1000091
00168C,1000091
00168C,1000091
00195C,1000095
00195C,1000095
00195C,1000095
00195C,1000095
00195C,1000095
00195C,1000095
00195C,1000095
00195C,1000095
00195C,1000095
00095C,1000094
00095C,1000094
00095C,1000094
00095C,1000094
00095C,1000094
00116C,1000097
00116C,1000097
00004C,1000096
00004C,1000096
00004C,1000096
00004C,1000096
00004C,1000096
00004C,1000096
00004C,1000096
00092C,1000098
00092C,1000098
00092C,1000098
00092C,1000098
00092C,1000098
00092C,1000098
00092C,1000098
00092C,1000098
00092C,1000098
00092C,1000098
00162C,1000099
00162C,1000099
00162C,1000099
00162C,1000099
00162C,1000099
00207C,1000103
00207C,1000103
00207C,1000103
00207C,1000103
00207C,1000103
00207C,1000103
00207C,1000103
00207C,1000103
00034C,1000100
00034C,1000100
00034C,1000100
00034C,1000100
00034C,1000100
00034C,1000100
00044C,1000101
00044C,1000101
00044C,1000101
00044C,1000101
00056C,1000102
00056C,1000102
00056C,1000102
00056C,1000102
00056C,1000102
00056C,1000102
00056C,1000102
00056C,1000102
00056C,1000102
00056C,1000102
00236C,1000105
00236C,1000105
00236C,1000105
00104C,1000104
00104C,1000104
00104C,1000104
00104C,1000104
00104C,1000104
00228C,1000107
00228C,1000107
00228C,1000107
00228C,1000107
00101C,1000106
00101C,1000106
00101C,1000106
00101C,1000106
00220C,1000109
00220C,1000109
00220C,1000109
00220C,1000109
00220C,1000109
00220C,1000109
00220C,1000109
00045C,1000108
00045C,1000108
00038C,1000110
00038C,1000110
00038C,1000110
00038C,1000110
00038C,1000110
00038C,1000110
00236C,1000111
00236C,1000111
00236C,1000111
00236C,1000111
00236C,1000111
00236C,1000111
00236C,1000111
00236C,1000111
00163C,1000112
00163C,1000112
00163C,1000112
00163C,1000112
00163C,1000112
00163C,1000112
00163C,1000112
00159C,1000113
00159C,1000113
00159C,1000113
00159C,1000113
00159C,1000113
00234C,1000114
00234C,1000114
00234C,1000114
00234C,1000114
00234C,1000114
00234C,1000114
00234C,1000114
00097C,1000115
00097C,1000115
00097C,1000115
00097C,1000115
00097C,1000115
00097C,1000115
00097C,1000115
00225C,1000118
00104C,1000116
00104C,1000116
00104C,1000116
00104C,1000116
00104C,1000116
00222C,1000117
00222C,1000117
00222C,1000117
00222C,1000117
00222C,1000117
00222C,1000117
00222C,1000117
00222C,1000117
00222C,1000117
00144C,1000121
00144C,1000121
00144C,1000121
00144C,1000121
00144C,1000121
00144C,1000121
00144C,1000121
00144C,1000121
00144C,1000121
00129C,1000120
00129C,1000120
00129C,1000120
00129C,1000120
00129C,1000120
00129C,1000120
00200C,1000122
00200C,1000122
00200C,1000122
00200C,1000122
00200C,1000122
00200C,1000122
00200C,1000122
00200C,1000122
00200C,1000122
00200C,1000122
00200C,1000122
00200C,1000122
00030C,1000119
00030C,1000119
00030C,1000119
00022C,1000123
00022C,1000123
00022C,1000123
00022C,1000123
00022C,1000123
00022C,1000123
00022C,1000123
00022C,1000123
00022C,1000123
00084C,1000124
00084C,1000124
00084C,1000124
00084C,1000124
00084C,1000124
00084C,1000124
00084C,1000124
00084C,1000124
00084C,1000124
00084C,1000124
00084C,1000124
00084C,1000124
00207C,1000125
00207C,1000125
00207C,1000125
00207C,1000125
00207C,1000125
00207C,1000125
00207C,1000125
00045C,1000126
00045C,1000126
00045C,1000126
00045C,1000126
00191C,1000127
00191C,1000127
00191C,1000127
00217C,1000128
00217C,1000128
00217C,1000128
00217C,1000128
00227C,1000129
00227C,1000129
00227C,1000129
00227C,1000129
00227C,1000129
00227C,1000129
00139C,1000131
00139C,1000131
00139C,1000131
00139C,1000131
00139C,1000131
00139C,1000131
00139C,1000131
00139C,1000131
00139C,1000131
00043C,1000130
00043C,1000130
00043C,1000130
00113C,1000132
00113C,1000132
00113C,1000132
00113C,1000132
00113C,1000132
00113C,1000132
00168C,1000133
00168C,1000133
00168C,1000133
00055C,1000135
00055C,1000135
00055C,1000135
00222C,1000137
00222C,1000137
00222C,1000137
00222C,1000137
00222C,1000137
00222C,1000137
00110C,1000136
00110C,1000136
00110C,1000136
00110C,1000136
00110C,1000136
00110C,1000136
00030C,1000134
00043C,1000139
00043C,1000139
00043C,1000139
00043C,1000139
00008C,1000138
00008C,1000138
00008C,1000138
00008C,1000138
00008C,1000138
00008C,1000138
00008C,1000138
00163C,1000142
00163C,1000142
00163C,1000142
00163C,1000142
00220C,1000143
00220C,1000143
00220C,1000143
00220C,1000143
00220C,1000143
00220C,1000143
00220C,1000143
00020C,1000140
00020C,1000140
00020C,1000140
00020C,1000140
00020C,1000140
00020C,1000140
00020C,1000140
00020C,1000140
00020C,1000140
00045C,1000141
00045C,1000141
00045C,1000141
00045C,1000141
00045C,1000141
00045C,1000141
00045C,1000141
00045C,1000141
00045C,1000141
00045C,1000141
00118C,1000145
00118C,1000145
00118C,1000145
00118C,1000145
00118C,1000145
00118C,1000145
00118C,1000145
00036C,1000144
00036C,1000144
00036C,1000144
00036C,1000144
00060C,1000147
00060C,1000147
00060C,1000147
00060C,1000147
00060C,1000147
00060C,1000147
00002C,1000146
00002C,1000146
00002C,1000146
00002C,1000146
00002C,1000146
00002C,1000146
00179C,1000148
00179C,1000148
00179C,1000148
00179C,1000148
00179C,1000148
00179C,1000148
00179C,1000148
00179C,1000148
00236C,1000151
00236C,1000151
00236C,1000151
00236C,1000151
00236C,1000151
00236C,1000151
00236C,1000151
00236C,1000151
00236C,1000151
00236C,1000151
00244C,1000152
00244C,1000152
00244C,1000152
00164C,1000149
00164C,1000149
00164C,1000149
00164C,1000149
00164C,1000149
00164C,1000149
00220C,1000150
00220C,1000150
00220C,1000150
00220C,1000150
00220C,1000150
00220C,1000150
00220C,1000150
00220C,1000150
00220C,1000150
00220C,1000150
00220C,1000150
00220C,1000150
00220C,1000150
00235C,1000153
00235C,1000153
00235C,1000153
00235C,1000153
00235C,1000153
00235C,1000153
00235C,1000153
00235C,1000153
00195C,1000155
00195C,1000155
00195C,1000155
00195C,1000155
00195C,1000155
00195C,1000155
00195C,1000155
00024C,1000154
00024C,1000154
00024C,1000154
00024C,1000154
00024C,1000154
00024C,1000154
00024C,1000154
00222C,1000158
00222C,1000158
00222C,1000158
00222C,1000158
00222C,1000158
00222C,1000158
00113C,1000156
00113C,1000156
00113C,1000156
00113C,1000156
00113C,1000156
00113C,1000156
00144C,1000157
00144C,1000157
00144C,1000157
00144C,1000157
00144C,1000157
00121C,1000159
00121C,1000159
00121C,1000159
00121C,1000159
00231C,1000160
00231C,1000160
00201C,1000165
00201C,1000165
00201C,1000165
00201C,1000165
00201C,1000165
00201C,1000165
00201C,1000165
00180C,1000164
00180C,1000164
00180C,1000164
00180C,1000164
00180C,1000164
00180C,1000164
00180C,1000164
00180C,1000164
00180C,1000164
00098C,1000163
00098C,1000163
00098C,1000163
00098C,1000163
00098C,1000163
00098C,1000163
00087C,1000161
00087C,1000161
00087C,1000161
00087C,1000161
00087C,1000161
00088C,1000162
00088C,1000162
00088C,1000162
00088C,1000162
00088C,1000162
00088C,1000162
00088C,1000162
00088C,1000162
00088C,1000162
00088C,1000162
00088C,1000162
00088C,1000162
00088C,1000162
00041C,1000166
00041C,1000166
00041C,1000166
00041C,1000166
00041C,1000166
00056C,1000167
00056C,1000167
00056C,1000167
00056C,1000167
00056C,1000167
00056C,1000167
00056C,1000167
00056C,1000167
00056C,1000167
00200C,1000169
00200C,1000169
00200C,1000169
00200C,1000169
00200C,1000169
00200C,1000169
00200C,1000169
00200C,1000169
00200C,1000169
00200C,1000169
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00043C,1000168
00008C,1000170
00043C,1000171
00043C,1000171
00043C,1000171
00043C,1000171
00043C,1000171
00043C,1000171
00008C,1000172
00118C,1000173
00118C,1000173
00118C,1000173
00217C,1000175
00217C,1000175
00217C,1000175
00217C,1000175
00217C,1000175
00121C,1000174
00121C,1000174
00121C,1000174
00121C,1000174
00121C,1000174
00121C,1000174
00121C,1000174
00121C,1000174
00121C,1000174
00121C,1000174
00121C,1000174
00139C,1000176
00139C,1000176
00139C,1000176
00139C,1000176
00139C,1000176
00139C,1000176
00139C,1000176
00088C,1000177
00088C,1000177
00104C,1000178
00104C,1000178
00104C,1000178
00104C,1000178
00104C,1000178
00104C,1000178
00104C,1000178
00104C,1000178
00104C,1000178
00104C,1000178
00104C,1000178
00104C,1000178
00181C,1000180
00181C,1000180
00181C,1000180
00181C,1000180
00181C,1000180
00181C,1000180
00110C,1000179
00110C,1000179
00110C,1000179
00110C,1000179
00110C,1000179
00110C,1000179
00110C,1000179
00110C,1000179
00110C,1000179
00110C,1000179
00012C,1000181
00012C,1000181
00012C,1000181
00012C,1000181
00012C,1000181
00012C,1000181
00012C,1000181
00103C,1000182
00103C,1000182
00103C,1000182
00103C,1000182
00146C,1000183
00146C,1000183
00146C,1000183
00146C,1000183
00146C,1000183
00146C,1000183
00146C,1000183
00146C,1000183
00146C,1000183
00222C,1000184
00222C,1000184
00222C,1000184
00222C,1000184
00222C,1000184
00222C,1000184
00222C,1000184
00222C,1000184
00222C,1000184
00222C,1000184
00222C,1000184
00222C,1000184
00094C,1000186
00094C,1000186
00094C,1000186
00094C,1000186
00094C,1000186
00164C,1000189
00164C,1000189
00164C,1000189
00164C,1000189
00102C,1000187
00102C,1000187
00102C,1000187
00102C,1000187
00102C,1000187
00102C,1000187
00110C,1000188
00110C,1000188
00110C,1000188
00110C,1000188
00110C,1000188
00012C,1000185
00012C,1000185
00012C,1000185
00012C,1000185
00012C,1000185
00012C,1000185
00012C,1000185
00012C,1000185
00012C,1000185
00012C,1000185
00224C,1000190
00224C,1000190
00014C,1000191
00014C,1000191
00014C,1000191
00014C,1000191
00014C,1000191
00014C,1000191
00014C,1000191
00014C,1000191
00014C,1000191
00014C,1000191
00014C,1000191
00014C,1000191
00118C,1000192
00118C,1000192
00118C,1000192
00118C,1000192
00118C,1000192
00118C,1000192
00118C,1000192
00118C,1000192
00118C,1000192
00034C,1000194
00034C,1000194
00034C,1000194
00034C,1000194
00034C,1000194
00034C,1000194
00034C,1000194
00034C,1000194
00034C,1000194
00034C,1000194
00214C,1000196
00214C,1000196
00214C,1000196
00214C,1000196
00008C,1000193
00008C,1000193
00008C,1000193
00008C,1000193
00094C,1000195
00094C,1000195
00094C,1000195
00094C,1000195
00094C,1000195
00094C,1000195
00094C,1000195
00094C,1000195
00094C,1000195
00094C,1000195
00094C,1000195
00094C,1000195
00094C,1000195
00124C,1000197
00124C,1000197
00124C,1000197
00200C,1000198
00200C,1000198
00200C,1000198
00200C,1000198
00200C,1000198
00200C,1000198
00200C,1000198
00200C,1000198
00225C,1000199
00225C,1000199
00225C,1000199
00225C,1000199
00225C,1000199
00225C,1000199
00236C,1000200
00236C,1000200
00236C,1000200
00236C,1000200
00236C,1000200
00236C,1000200
00236C,1000200
00236C,1000200
00236C,1000200
00017C,1000201
00017C,1000201
00017C,1000201
00017C,1000201
00017C,1000201
00017C,1000201
00017C,1000201
00075C,1000202
00075C,1000202
00075C,1000202
00075C,1000202
00075C,1000202
00075C,1000202
00075C,1000202
00075C,1000202
00092C,1000203
00092C,1000203
00092C,1000203
00092C,1000203
00092C,1000203
00092C,1000203
00092C,1000203
00092C,1000203
00092C,1000203
00092C,1000203
00017C,1000204
00017C,1000204
00017C,1000204
00017C,1000204
00017C,1000204
00017C,1000204
00017C,1000204
00017C,1000204
00180C,1000205
00180C,1000205
00180C,1000205
00180C,1000205
00180C,1000205
00180C,1000205
00032C,1000207
00032C,1000207
00032C,1000207
00108C,1000210
00108C,1000210
00045C,1000208
00045C,1000208
00045C,1000208
00045C,1000208
00045C,1000208
00014C,1000206
00014C,1000206
00014C,1000206
00014C,1000206
00014C,1000206
00014C,1000206
00086C,1000209
00086C,1000209
00086C,1000209
00086C,1000209
00086C,1000209
00086C,1000209
00086C,1000209
00086C,1000209
00086C,1000209
00086C,1000209
00086C,1000209
00086C,1000209
00086C,1000209
00052C,1000212
00110C,1000213
00110C,1000213
00044C,1000211
00044C,1000211
00044C,1000211
00044C,1000211
00044C,1000211
00044C,1000211
00044C,1000211
00044C,1000211
00024C,1000214
00024C,1000214
00024C,1000214
00024C,1000214
00024C,1000214
00087C,1000215
00087C,1000215
00200C,1000218
00200C,1000218
00200C,1000218
00200C,1000218
00200C,1000218
00200C,1000218
00200C,1000218
00200C,1000218
00238C,1000219
00238C,1000219
00238C,1000219
00238C,1000219
00238C,1000219
00238C,1000219
00238C,1000219
00238C,1000219
00238C,1000219
00238C,1000219
00192C,1000217
00192C,1000217
00192C,1000217
00192C,1000217
00192C,1000217
00192C,1000217
00192C,1000217
00192C,1000217
00043C,1000216
00043C,1000216
00043C,1000216
00043C,1000216
00043C,1000216
00043C,1000216
00043C,1000216
00043C,1000216
00043C,1000216
00024C,1000220
00030C,1000221
00030C,1000221
00030C,1000221
00030C,1000221
00030C,1000221
00030C,1000221
00030C,1000221
00030C,1000221
00030C,1000221
00030C,1000221
00030C,1000221
00198C,1000223
00198C,1000223
00198C,1000223
00198C,1000223
00198C,1000223
00198C,1000223
00052C,1000222
00052C,1000222
00052C,1000222
00052C,1000222
00052C,1000222
00052C,1000222
00052C,1000222
00052C,1000222
00052C,1000222
00052C,1000222
00052C,1000222
00052C,1000222
00052C,1000222
00146C,1000225
00146C,1000225
00146C,1000225
00146C,1000225
00088C,1000224
00088C,1000224
00088C,1000224
00088C,1000224
00088C,1000224
00088C,1000224
00088C,1000224
00088C,1000224
