manufacturer,brand,profit
1854,185406,134
0480,048004,147
0227,022704,1244
0140,014000,84
0621,062100,1288
1895,189503,331
1788,178802,288
0471,047101,395
1487,148704,412
1853,185300,201
0649,064905,375
0303,030302,505
1720,172003,200
0585,058501,335
1215,121503,225
0346,034600,453
0320,032001,484
1644,164402,407
0956,095603,114
0674,067402,40
0112,011201,46
1574,157403,494
0013,001300,150
0522,052202,115
1013,101300,113
0018,001800,426
0152,015200,106
1053,105301,440
1340,134000,528
0939,093902,248
1154,115400,93
1942,194203,132
0713,071300,89
1158,115804,260
0556,055600,196
0729,072900,60
0549,054906,202
1383,138301,2427
1198,119800,1854
0556,055600,196
1853,185300,67
1405,140503,97
0386,038605,1596
0728,072803,421
1862,186200,145
0358,035804,90
0178,017803,236
1902,190200,205
0887,088701,540
1154,115400,93
0836,083607,145
0578,057800,214
0266,026601,51
1285,128501,435
1659,165902,150
1895,189503,331
1258,125804,664
1364,136402,82
0191,019104,400
1953,195300,107
0949,094901,193
0134,013404,469
1175,117501,162
0302,030202,576
0690,069004,245
0104,010402,55
0054,005401,184
0971,097100,755
1568,156801,309
1080,108004,512
1987,198701,58
1720,172003,200
0929,092901,100
1080,108004,128
1148,114803,195
1198,119800,927
1853,185300,67
0728,072803,421
0104,010400,80
1207,120700,400
1853,185300,67
1226,122600,289
1017,101703,274
1674,167405,119
1886,188600,432
0616,061601,350
1327,132700,154
1298,129803,254
1480,148000,235
1902,190200,205
1551,155101,171
0192,019200,128
0983,098300,896
1382,138203,339
0371,037101,135
1853,185300,335
0508,050800,505
1001,100100,139
1788,178802,1440
0178,017803,236
0361,036103,1512
1568,156800,185
0802,080203,116
1799,179903,423
0120,012000,252
0983,098300,1568
0713,071300,89
1772,177201,2545
0104,010401,76
0188,018800,618
1853,185300,67
1765,176502,122
0107,010703,541
0340,034000,153
0501,050100,434
1230,123000,1710
1376,137605,704
0663,066302,183
1705,170502,63
0388,038800,117
0418,041802,1116
1735,173500,60
0315,031501,504
0472,047200,4635
1287,128703,151
1715,171502,492
1287,128703,755
1633,163302,396
0701,070100,85
0085,008500,484
1492,149202,64
1285,128501,435
1053,105300,672
1579,157902,349
0969,096902,846
0547,054700,191
0013,001300,352
0854,085400,202
0605,060502,72
1145,114501,149
1771,177104,225
0315,031501,756
0596,059601,419
1677,167705,287
1735,173500,60
1725,172506,398
1574,157403,494
1656,165602,124
1668,166803,83
1725,172504,551
0484,048401,78
0701,070100,340
0026,002605,212
1151,115101,50
1994,199404,99
1537,153702,570
1789,178900,784
1631,163101,110
0358,035804,90
1475,147500,105
0062,006201,83
0203,020300,131
1327,132705,199
0038,003805,735
0192,019200,275
1482,148204,61
1291,129100,333
0191,019104,400
0129,012907,89
1068,106801,122
1487,148704,206
0556,055600,196
0828,082803,88
1475,147500,105
0442,044204,595
1340,134000,528
1215,121503,1125
0938,093801,95
0690,069004,2068
0112,011201,276
1193,119302,142
0454,045400,78
1516,151601,580
0121,012101,84
0552,055202,116
1440,144003,256
1336,133601,85
0713,071300,89
0018,001800,142
0480,048004,147
1669,166901,268
1124,112402,205
1835,183504,106
0463,046305,25
1113,111304,57
1033,103300,852
0742,074201,44
1854,185406,134
0870,087000,2094
1175,117501,162
1510,151003,208
1137,113701,127
1902,190200,205
0188,018800,618
1053,105300,112
1017,101703,274
0023,002300,748
0415,041501,102
0701,070100,85
0956,095603,114
0856,085602,279
0793,079301,176
1943,194300,607
1480,148000,1175
0887,088701,216
0485,048500,66
1919,191900,1532
1057,105702,200
1427,142700,51
0158,015803,58
0107,010703,541
1353,135300,425
0266,026600,139
0361,036103,216
0147,014701,162
1656,165602,124
0939,093902,248
1378,137803,189
0048,004803,276
1716,171603,1680
0335,033502,107
1083,108301,750
1646,164603,188
0649,064905,375
0189,018903,116
0508,050800,101
1895,189503,331
1484,148401,125
1261,126101,137
1755,175504,257
0463,046305,25
0536,053604,361
0465,046500,169
0802,080203,116
0358,035804,450
0590,059000,654
1080,108004,128
1261,126101,137
0736,073600,89
1610,161001,72
1883,188302,191
1484,148401,125
1203,120300,82
0918,091803,387
0751,075103,165
1440,144003,256
0745,074501,640
1215,121503,225
0013,001300,478
1484,148401,125
0293,029302,82
1862,186200,145
1886,188600,432
0405,040502,383
0573,057301,675
0556,055600,196
1489,148900,1030
1017,101703,1644
0875,087501,106
0549,054906,418
1578,157805,495
1293,129301,361
0153,015302,890
0038,003805,147
1886,188600,432
1565,156500,118
0423,042305,732
0928,092801,480
1639,163900,1422
0370,037000,57
0376,037601,366
0788,078801,410
1013,101300,113
1908,190802,381
1515,151503,75
1924,192404,123
0126,012600,65
1400,140000,310
1689,168900,112
1383,138301,809
0904,090400,102
0876,087602,100
0518,051802,2200
0147,014700,100
0506,050602,261
1006,100601,122
0320,032001,121
0327,032700,269
0405,040502,383
0605,060502,72
0569,056902,298
1631,163101,110
0207,020700,160
0358,035804,90
0108,010800,166
1298,129803,254
1875,187504,177
1781,178102,80
0596,059601,419
0663,066302,183
0712,071201,174
0112,011201,230
0107,010703,541
0147,014700,100
0423,042305,366
1853,185300,335
0482,048203,214
0191,019104,400
1527,152705,178
1624,162401,121
0394,039401,1140
0869,086900,342
0152,015200,318
1478,147800,693
1480,148000,235
0781,078100,365
0226,022600,84
1903,190301,47
0018,001800,142
0781,078100,365
1925,192500,795
0302,030201,848
1435,143502,690
0115,011502,138
1496,149602,2292
0561,056105,158
0894,089401,233
0112,011201,92
1215,121503,225
1083,108300,123
0302,030202,96
0649,064905,375
0473,047303,216
0442,044204,119
1193,119305,147
0361,036103,216
0508,050800,101
1229,122901,249
1991,199103,145
1336,133601,183
0407,040704,219
1263,126302,192
0191,019104,400
0623,062301,1460
0108,010800,299
1006,100601,122
0670,067001,684
1013,101300,678
1789,178902,146
1896,189601,204
0751,075103,165
0508,050800,101
0769,076900,985
1032,103200,1150
0018,001800,142
1565,156500,118
0694,069401,139
0171,017104,67
1261,126101,822
1817,181705,26
1770,177000,110
1298,129803,1524
1001,100100,139
1705,170501,580
1334,133400,1152
1053,105301,602
0751,075103,165
1216,121600,80
1017,101703,348
0319,031904,118
0569,056902,298
1565,156500,118
0263,026304,73
1100,110001,307
1369,136902,109
0138,013801,2166
1424,142402,92
1804,180403,420
0193,019301,83
1556,155601,184
0898,089803,121
0506,050602,261
1624,162401,121
1444,144403,153
1207,120700,2000
1853,185300,67
0736,073600,89
0013,001300,478
1492,149206,304
0471,047101,395
1994,199404,99
0694,069401,139
1301,130103,1596
1468,146801,725
1850,185002,125
1812,181200,158
1953,195300,107
1148,114804,229
1484,148401,500
1646,164603,188
0621,062101,55
1435,143502,115
0013,001302,351
0319,031904,118
0171,017104,750
1919,191900,1532
1258,125804,3984
1987,198701,348
0107,010703,3246
0370,037000,57
1510,151003,208
1285,128501,435
1336,133600,67
1674,167405,119
0856,085602,279
0227,022704,479
0302,030201,1368
0729,072900,60
1686,168602,122
1812,181200,158
1148,114804,229
0931,093101,198
1226,122603,75
0707,070700,1492
1633,163302,3840
0386,038605,266
1853,185300,67
1817,181705,48
1301,130103,1995
1862,186200,249
0807,080700,37
0140,014000,420
1133,113302,106
0501,050100,434
1133,113302,106
1886,188600,432
1296,129603,400
1953,195300,642
0407,040704,447
0542,054202,1183
0085,008500,121
0423,042305,122
1417,141703,111
0115,011504,122
1771,177104,225
0319,031904,708
0268,026800,127
1226,122600,1734
1862,186200,249
0371,037101,675
1763,176305,105
0679,067905,159
1570,157000,192
0442,044204,119
0094,009404,256
0570,057004,2435
0090,009002,83
0921,092101,168
1107,110702,80
0353,035306,421
1137,113701,127
0729,072900,142
1850,185002,125
0266,026600,139
0494,049400,532
1327,132700,154
0556,055600,980
0346,034600,613
1770,177000,110
1417,141703,111
1916,191600,33
0617,061701,43
1158,115804,52
1955,195503,482
0438,043802,235
1383,138301,4045
1261,126101,411
0338,033802,927
0048,004803,276
1896,189601,204
0856,085602,279
0321,032101,74
1574,157403,494
1570,157000,192
1659,165902,1050
1341,134100,1374
0745,074501,640
0112,011201,46
0285,028503,404
1624,162401,121
0694,069401,139
0376,037601,366
1799,179903,423
0353,035306,421
1799,179903,1692
0556,055600,196
1610,161001,72
1143,114302,185
0370,037000,57
0052,005200,184
1489,148900,206
0714,071401,171
0844,084401,630
0869,086900,57
1889,188901,2271
1043,104301,775
0405,040502,383
0346,034600,613
1705,170501,4060
0471,047101,1975
1480,148000,235
0929,092903,510
1677,167705,1722
0341,034102,598
1574,157403,494
0079,007901,34
1674,167405,119
1274,127401,110
0572,057202,106
0713,071300,89
0901,090101,153
1263,126302,192
0449,044901,456
0616,061601,350
1570,157000,192
1556,155601,1104
0569,056902,442
1415,141500,119
0585,058501,335
0952,095201,86
0266,026600,139
0109,010905,297
0596,059601,2514
0929,092901,100
1889,188901,757
0678,067800,407
1860,186001,61
1880,188002,324
1285,128501,435
0707,070700,1492
1944,194405,93
1369,136902,109
1139,113902,546
1006,100601,122
1198,119800,414
0134,013404,268
0188,018800,309
0804,080404,111
1941,194101,55
0596,059601,1676
1248,124805,70
1578,157805,99
1894,189400,189
0094,009404,1280
0125,012500,38
1942,194203,132
1334,133400,576
1480,148000,1968
0207,020700,1120
1405,140503,654
1771,177104,331
1100,110001,307
0983,098300,224
1410,141001,94
0508,050800,101
1496,149602,382
0115,011504,122
0107,010703,1623
0550,055004,255
1991,199103,145
1889,188901,942
1816,181600,144
0713,071300,89
0361,036103,216
0545,054503,31
0158,015803,58
1501,150100,62
1203,120303,150
0556,055600,196
1340,134000,528
1755,175504,257
0745,074501,640
1007,100700,79
0678,067800,407
1720,172003,200
0370,037000,110
0465,046500,845
0929,092901,100
0266,026600,139
1633,163302,768
0442,044204,119
1496,149602,598
1492,149206,304
0266,026600,139
1714,171400,1272
1955,195503,482
1336,133601,183
0894,089401,233
1248,124805,70
1221,122103,166
0062,006201,83
0578,057800,1070
1463,146303,489
1896,189601,204
1441,144100,360
1223,122300,179
0931,093101,305
0191,019100,605
1383,138301,4854
1889,188903,612
1315,131504,129
1653,165302,324
1943,194300,607
0094,009404,446
0501,050100,434
1287,128703,151
0119,011903,68
1955,195503,2892
0300,030002,570
0107,010703,2705
0346,034600,613
1238,123804,21
1315,131504,129
0143,014301,30
0138,013801,361
0749,074904,169
0690,069004,517
1659,165902,150
1880,188002,324
0193,019301,195
1789,178900,196
0875,087501,106
0928,092801,96
1287,128703,151
1884,188400,160
0423,042305,122
0104,010400,145
0268,026800,127
0844,084400,105
0934,093400,120
0369,036900,344
0420,042000,1136
1889,188901,942
1669,166901,371
0605,060502,432
1471,147100,174
0854,085400,202
1523,152302,97
1772,177202,235
1347,134702,216
0777,077700,108
0701,070100,85
1263,126302,192
1207,120700,400
1943,194300,607
0062,006201,83
1889,188901,942
0508,050804,83
1889,188901,942
1736,173603,278
0590,059000,109
1886,188600,2592
1570,157000,192
0104,010400,145
1175,117501,162
1595,159501,371
0578,057800,214
1017,101703,348
0844,084401,126
0193,019301,195
1902,190200,1025
0188,018800,515
1376,137605,704
0663,066302,287
0104,010402,55
0549,054906,1254
0438,043802,1175
1417,141703,111
1508,150802,1830
1556,155601,736
1318,131803,77
1441,144100,90
1427,142700,51
1669,166901,371
0918,091803,387
0901,090101,1485
1034,103401,52
0104,010401,228
1261,126101,137
1322,132200,356
1804,180403,105
0807,080700,37
1884,188400,160
1817,181705,48
1736,173603,1112
0107,010703,541
0854,085400,202
0407,040704,447
0191,019100,121
1080,108004,128
1896,189601,204
0471,047104,200
1801,180100,389
1527,152705,89
1556,155601,184
1057,105702,1000
1668,166803,332
0969,096902,141
0939,093902,248
1517,151703,97
1032,103200,1150
1730,173005,581
0736,073600,240
0745,074501,640
0420,042000,284
0678,067801,162
0508,050800,101
1869,186901,108
0080,008001,113
1844,184400,360
1659,165901,167
1032,103200,230
0293,029302,492
0542,054202,1638
0569,056902,3385
0085,008500,1104
0147,014700,100
1943,194300,607
1083,108301,250
1489,148900,206
0522,052203,77
1145,114502,236
0099,009902,99
0465,046500,169
0707,070700,1492
0263,026304,73
1586,158605,103
0844,084401,126
1322,132200,356
1229,122901,249
1053,105301,602
0887,088701,108
1293,129301,361
0203,020300,131
1193,119305,147
1477,147704,304
0793,079301,176
0054,005404,127
0610,061002,111
1032,103200,230
0679,067905,159
1853,185300,335
0371,037101,135
0376,037601,366
1717,171700,792
1301,130103,399
1322,132200,356
1444,144403,212
1017,101703,348
1100,110001,307
0227,022704,479
1216,121600,400
1659,165902,150
0678,067800,407
0023,002300,3740
0109,010905,1568
0263,026304,73
0099,009902,495
0773,077301,183
1487,148704,103
1610,161001,72
0147,014700,100
1364,136402,492
0179,017901,59
1668,166803,83
1505,150502,107
0463,046305,25
1340,134000,4254
1489,148900,1825
1568,156801,103
1527,152705,89
0463,046307,58
0227,022704,479
0690,069004,517
1053,105301,3612
1624,162401,121
0405,040502,1532
0604,060401,117
1735,173500,60
0302,030201,1368
1216,121600,220
0048,004801,132
1248,124805,70
0939,093902,248
1515,151503,375
1013,101300,113
1369,136902,109
0384,038403,123
1649,164901,260
1804,180403,105
0781,078100,365
1889,188901,942
0773,077301,183
1216,121600,1100
0025,002501,92
0674,067402,200
1378,137803,945
1844,184400,60
0312,031203,220
0369,036900,344
1776,177601,1200
1080,108004,885
1021,102100,82
0465,046500,169
1489,148902,140
0846,084604,105
0725,072501,123
1083,108300,123
1100,110001,1842
1378,137803,189
1489,148900,365
1261,126101,137
1291,129100,492
1854,185406,402
1639,163900,531
1943,194300,607
1770,177000,110
0068,006801,481
0508,050800,202
0569,056902,677
1033,103300,186
0769,076900,197
0319,031904,118
0386,038605,1330
0729,072900,142
0386,038605,266
0393,039303,124
1646,164603,188
1487,148704,103
1226,122602,80
1107,110702,80
1143,114302,1110
1006,100601,366
0854,085400,202
1241,124104,50
1714,171400,848
0388,038800,117
1669,166901,371
1902,190200,205
1248,124805,195
1556,155601,184
1646,164603,188
0596,059601,2095
1077,107700,78
0235,023501,81
0079,007901,34
1322,132200,578
0358,035804,90
0442,044204,357
0295,029502,275
0442,044204,476
1844,184400,60
1364,136402,164
0949,094901,579
1021,102100,82
0052,005200,184
1083,108300,123
0025,002501,460
0485,048500,66
0255,025502,258
0612,061203,156
0138,013801,1805
1032,103200,920
1705,170502,63
1736,173603,278
1383,138301,3236
1013,101300,113
0523,052300,2947
1322,132200,578
1100,110001,307
0147,014700,100
0561,056105,1152
0591,059107,582
0048,004803,276
1274,127401,110
0876,087602,500
1148,114803,195
0556,055600,196
0302,030202,96
0120,012000,519
0048,004803,1932
0604,060401,117
0188,018800,103
0463,046307,58
0300,030002,208
0854,085400,202
0679,067905,954
1994,199404,99
1404,140402,1325
1717,171700,132
0052,005200,342
1310,131000,551
1496,149602,598
0120,012000,519
1570,157000,192
1639,163900,2124
1341,134100,229
1943,194300,795
1492,149206,304
0376,037601,366
1341,134100,229
1705,170502,63
1537,153702,578
1547,154704,93
0590,059003,666
0663,066302,287
1221,122103,166
0188,018800,103
0823,082303,1545
1714,171400,212
1656,165602,744
1705,170502,441
1908,190802,381
1007,100700,79
0623,062301,292
0621,062100,399
0192,019200,275
1525,152504,57
0473,047303,1080
1417,141703,226
0823,082303,309
1032,103200,690
1799,179903,2961
0725,072501,123
0591,059107,194
0909,090901,525
1261,126101,137
1893,189300,143
0064,006400,50
0869,086900,57
0367,036703,55
1151,115101,250
1293,129301,361
0104,010400,870
1133,113302,636
0338,033801,55
1772,177201,2545
1427,142700,357
1285,128501,435
1154,115400,465
0605,060502,72
1221,122103,166
1136,113600,285
0158,015803,406
0048,004803,1380
0844,084401,126
0707,070700,1492
0694,069401,139
0344,034403,82
0552,055202,116
0679,067901,80
0744,074400,258
1198,119800,607
1322,132200,578
0282,028200,76
1007,100700,79
0370,037000,110
1705,170501,580
0054,005401,184
1484,148401,125
1908,190802,381
1771,177104,331
0107,010703,541
0678,067801,162
0597,059700,135
1844,184400,60
0293,029302,246
1229,122901,249
0565,056500,193
0508,050800,101
0094,009404,446
0338,033802,309
0956,095603,114
1789,178900,196
1216,121600,220
1734,173401,60
1421,142101,1660
1301,130103,399
1364,136402,82
1291,129100,492
0151,015100,1704
0996,099600,486
0887,088701,648
1953,195300,239
1414,141403,24
1433,143303,76
1468,146801,145
1015,101501,57
0191,019104,400
1817,181705,48
1717,171700,132
1083,108300,492
1556,155601,736
0171,017104,125
0773,077301,285
0171,017104,125
0068,006801,481
0594,059402,1608
0508,050800,101
0565,056500,193
0104,010401,76
0929,092901,100
0844,084400,630
0126,012600,65
0960,096001,49
1811,181100,204
1789,178902,146
1735,173500,60
1083,108300,123
1556,155601,920
0369,036901,83
1261,126101,137
1315,131504,645
1714,171400,322
1903,190301,47
1017,101703,348
0910,091000,120
0085,008500,184
0153,015302,534
1492,149202,384
0023,002300,4488
0610,061002,111
0793,079301,176
1198,119800,607
0779,077901,178
1067,106705,1217
1230,123000,285
0744,074400,258
1558,155803,256
1903,190301,47
1558,155803,256
0536,053604,641
0779,077905,105
1818,181803,70
0227,022700,229
0268,026800,127
0319,031904,118
0518,051802,440
1804,180403,105
1327,132705,995
1649,164901,260
0617,061701,43
1143,114302,185
0869,086900,57
1477,147704,304
1006,100601,610
1017,101703,2436
1336,133601,183
0678,067801,810
1107,110702,80
0346,034600,900
1431,143106,198
1516,151601,116
1477,147704,304
1336,133601,183
1315,131504,129
1501,150100,372
0523,052300,1684
0189,018903,272
1124,112400,192
1659,165902,150
1649,164901,260
0023,002300,748
0570,057004,487
0728,072803,427
0901,090101,891
1258,125804,888
0321,032101,370
0227,022704,479
0678,067801,162
0320,032001,121
1763,176305,105
1812,181200,790
1725,172504,551
0983,098300,283
1327,132705,199
0191,019100,605
1884,188400,160
0844,084401,126
0346,034600,900
1568,156801,183
1677,167705,287
0151,015100,1420
0939,093900,176
0556,055600,196
0590,059003,1110
0341,034102,936
0112,011201,322
1523,152302,97
1193,119305,147
0018,001800,307
1668,166803,195
1487,148704,103
1301,130103,399
0268,026800,127
1480,148000,488
0151,015100,284
1260,126001,142
1716,171603,420
0346,034600,5400
0976,097600,112
0054,005401,920
0781,078100,3348
1659,165902,201
1296,129603,80
0869,086900,114
1013,101300,314
0152,015200,106
1115,111500,69
1677,167705,383
0789,078903,80
1143,114302,185
1160,116001,212
0585,058501,1675
0876,087602,100
0856,085602,279
1021,102100,82
1057,105702,200
0412,041201,357
1558,155803,1280
1875,187504,177
0126,012600,65
0171,017104,750
1686,168602,732
1669,166901,371
0745,074501,640
0717,071700,195
0052,005200,445
1145,114501,894
0844,084400,105
1662,166204,126
0054,005401,184
0023,002300,748
0929,092901,100
1258,125804,4440
0854,085400,202
0887,088701,108
1341,134100,229
0423,042305,122
0573,057301,135
0678,067801,162
0104,010401,456
0745,074501,799
0918,091803,387
0134,013404,67
1558,155803,256
0694,069401,139
1556,155601,184
0934,093400,74
0405,040502,383
1057,105702,200
1260,126001,142
1033,103300,186
0164,016402,426
0934,093400,37
1454,145402,89
0663,066302,287
1433,143303,76
0319,031904,708
1195,119503,768
0545,054503,186
0061,006101,176
0138,013801,1805
1763,176305,105
0508,050800,157
1143,114302,185
1100,110001,614
1893,189300,143
1570,157000,192
0939,093902,248
1662,166204,126
0578,057800,214
1090,109003,197
1291,129100,2460
0138,013801,722
1263,126302,1152
1376,137605,704
0769,076900,197
1659,165902,1005
0255,025502,258
1921,192103,79
1913,191300,420
0570,057004,487
1489,148900,365
1341,134100,229
0405,040502,383
1776,177601,240
1013,101301,240
1574,157403,494
1318,131803,77
1492,149206,2115
0550,055004,85
1919,191900,1532
0094,009404,446
0023,002300,748
1789,178900,196
1158,115804,52
1886,188600,574
1548,154802,161
1875,187504,177
0996,099600,81
1148,114804,229
1925,192500,159
1558,155803,397
0151,015100,284
1198,119800,607
0244,024400,122
0405,040501,834
1115,111500,276
1595,159501,371
1558,155803,397
1480,148000,488
0788,078801,82
1285,128501,435
0386,038605,266
0370,037000,110
1509,150900,107
1215,121503,225
1193,119305,147
0207,020700,160
0052,005200,445
0570,057004,487
1991,199103,145
1565,156500,708
1001,100104,245
1789,178902,438
1322,132200,739
1053,105300,112
1903,190301,47
0725,072501,123
0175,017501,204
0129,012907,89
0079,007901,170
0416,041600,286
1421,142101,332
0399,039902,540
1223,122300,1074
1207,120700,2000
1574,157403,3458
0358,035804,90
0690,069004,517
1684,168403,107
1788,178802,288
0013,001300,2940
1013,101300,314
0663,066302,287
0129,012907,89
0751,075103,165
0109,010905,530
0393,039303,124
1610,161001,191
1525,152504,342
1298,129803,762
1193,119305,147
1717,171700,132
0171,017104,125
1763,176305,105
1471,147100,870
0929,092901,100
0255,025502,1290
0193,019301,975
1482,148204,61
1850,185002,125
1124,112400,540
1525,152504,57
1736,173603,278
0341,034102,5616
0315,031501,126
0235,023501,81
1501,150100,62
1889,188901,4710
0623,062301,1460
1435,143502,460
1263,126302,192
1110,111001,146
1053,105302,75
0561,056105,498
1080,108004,177
0438,043802,235
0062,006201,83
1527,152705,89
0423,042305,122
0585,058501,481
1644,164402,2035
1215,121503,225
0760,076001,54
0477,047701,24
0844,084400,105
1771,177104,331
1716,171603,420
0405,040501,834
0094,009404,446
0854,085400,270
0178,017803,236
1994,199404,99
0518,051802,440
0407,040704,2235
0904,090400,510
0728,072803,427
1919,191900,7660
0179,017901,59
0605,060502,72
1889,188901,942
1334,133400,192
1341,134100,1145
0960,096002,450
0590,059003,222
1725,172506,398
0956,095603,114
1568,156800,185
1148,114804,229
0471,047101,395
0951,095102,101
1902,190200,205
1327,132705,199
1108,110801,121
1444,144403,1272
0786,078602,109
1221,122103,996
1487,148704,103
0713,071300,89
0079,007901,34
1886,188600,844
1646,164603,328
1717,171700,132
1546,154602,127
0121,012101,84
1634,163400,97
1919,191900,1532
1033,103300,186
1565,156500,118
1353,135300,85
0318,031803,83
1558,155803,397
1501,150100,62
1525,152504,399
1811,181100,1020
0109,010905,1060
1176,117604,135
0235,023501,81
0068,006801,481
1889,188901,942
0358,035804,90
0934,093400,37
1850,185002,125
0736,073600,1440
1136,113600,171
0712,071201,522
1021,102101,153
0208,020801,196
0904,090400,579
1720,172003,334
1261,126101,822
0934,093400,37
1117,111700,2184
1595,159501,1855
0048,004801,792
0121,012101,504
0080,008001,678
1341,134100,1145
0871,087101,495
1033,103300,408
0189,018903,272
0824,082400,308
0591,059107,194
0605,060502,72
0931,093101,305
1496,149602,598
0371,037101,135
1083,108300,984
0482,048203,214
0471,047101,395
0542,054202,8190
0038,003805,882
1107,110702,240
1649,164901,260
0061,006101,176
0104,010401,76
0934,093400,37
1682,168200,121
1991,199103,145
0751,075103,165
1595,159501,371
0471,047104,200
1083,108300,123
0263,026304,73
0670,067001,114
1083,108300,492
1725,172506,398
0120,012000,519
1378,137804,609
0019,001902,191
0621,062100,399
1908,190802,1905
0621,062100,399
1148,114803,1716
0952,095201,516
0423,042305,610
0235,023501,81
0482,048203,214
1862,186200,249
0191,019100,121
1505,150502,321
1558,155803,1985
0438,043802,1645
0175,017505,67
0823,082303,475
0561,056105,690
1032,103200,230
0550,055004,340
1489,148900,365
0585,058501,481
1405,140503,218
0244,024400,122
1468,146801,145
0542,054202,1638
0192,019200,275
0227,022704,4704
1862,186200,249
1287,128703,755
1717,171700,132
1301,130103,3018
1151,115101,50
0054,005401,920
0463,046307,58
1137,113701,127
1383,138301,809
1021,102101,51
0052,005200,615
0104,010401,76
1409,140900,84
0569,056902,677
1668,166803,1170
1570,157004,179
0175,017501,1020
0956,095603,114
0152,015200,106
1610,161001,191
0338,033801,288
0799,079901,262
0523,052300,421
1714,171400,322
0506,050602,261
0524,052400,76
1057,105702,200
1143,114302,185
0112,011201,230
0338,033802,1545
1261,126101,1156
1568,156801,330
0506,050602,1566
1908,190802,381
1896,189601,204
1974,197403,81
0376,037601,366
1484,148401,125
1755,175504,346
1015,101501,57
0192,019200,1375
1383,138301,809
1259,125904,686
1668,166803,975
0193,019301,331
1883,188302,191
0147,014700,400
0701,070100,85
0713,071300,89
1287,128703,151
1662,166204,126
1862,186200,996
0227,022700,229
1880,188002,324
1421,142101,332
0518,051802,772
1729,172900,368
0690,069004,2585
0109,010905,530
0690,069004,517
1378,137803,189
1659,165902,201
0054,005401,184
1383,138301,809
0268,026800,127
1021,102100,492
1776,177601,102
0556,055600,86
1487,148704,515
1974,197403,81
1378,137803,56
1889,188901,123
0550,055003,428
1763,176305,162
1472,147200,84
1315,131504,63
1021,102100,324
1336,133600,67
0536,053604,87
0358,035804,90
0175,017501,456
0679,067905,159
0189,018903,116
1310,131000,123
1714,171400,495
1032,103200,92
0471,047104,104
0151,015100,99
1898,189803,99
0578,057800,798
1771,177104,83
1100,110001,126
1310,131000,123
0346,034600,540
1133,113302,636
1487,148704,103
1033,103300,100
0506,050602,71
1310,131000,615
0616,061601,124
0894,089401,115
1765,176502,56
0728,072803,549
0370,037000,57
0104,010402,330
1157,115702,114
0675,067503,444
1221,122103,54
0318,031803,83
0744,074400,110
1137,113701,635
1674,167405,70
0472,047200,108
1444,144403,76
1124,112402,111
1421,142101,117
0951,095102,101
1215,121503,97
0394,039401,93
1763,176305,455
1068,106801,610
1736,173603,63
0153,015302,72
1117,111700,89
1021,102101,357
1310,131000,123
1908,190802,560
1361,136102,83
0188,018800,412
1755,175504,498
1193,119305,68
0358,035804,90
0140,014000,84
1484,148401,68
0175,017501,76
0126,012600,65
0109,010905,63
1523,152302,97
1376,137605,77
1431,143106,98
1705,170501,93
0518,051802,114
1489,148900,122
1369,136902,654
1417,141703,61
0777,077700,540
0315,031501,126
1894,189400,77
1361,136102,581
0295,029502,74
1336,133600,137
1725,172504,135
0361,036103,113
0171,017104,67
1364,136402,82
0171,017104,67
0143,014301,150
1896,189601,150
0530,053001,200
1869,186901,324
1336,133601,85
0013,001300,150
1632,163202,67
0171,017104,67
0729,072900,60
0777,077700,108
0129,012907,50
0193,019301,83
1725,172506,438
0856,085602,93
0565,056500,67
0605,060502,72
0393,039303,248
0308,030800,133
1170,117003,100
1896,189601,30
1431,143106,172
1175,117501,84
1193,119305,68
1579,157902,97
0266,026600,72
0707,070700,141
1083,108301,62
0302,030201,172
1812,181200,285
1720,172003,355
1484,148401,580
0376,037601,77
0107,010703,87
0617,061702,75
1223,122300,100
1818,181803,70
0477,047701,24
0191,019104,64
0189,018903,116
0542,054202,150
0134,013404,402
0713,071300,89
1501,150100,62
0939,093902,60
1158,115804,260
1175,117501,84
1067,106705,73
0018,001800,76
0191,019100,121
1895,189503,119
1515,151500,108
1347,134702,76
0266,026600,72
1327,132705,355
0120,012000,118
0694,069401,71
0227,022700,125
0623,062301,108
1291,129100,81
1523,152302,97
1151,115102,128
1409,140900,84
0189,018903,116
0109,010905,315
0013,001300,450
1886,188600,595
0189,018903,696
0367,036703,40
1489,148900,122
1705,170502,441
0134,013404,67
1644,164402,108
0266,026600,72
1296,129603,400
0121,012101,84
1801,180100,127
0191,019100,121
1175,117501,84
1298,129803,94
0179,017901,34
1472,147200,84
1991,199103,375
0678,067800,143
1804,180403,60
1705,170501,93
1117,111700,534
1198,119800,465
0175,017501,76
0894,089401,460
0570,057004,555
0085,008500,59
1755,175504,83
1705,170501,372
0590,059003,861
1747,174700,62
1198,119800,465
1361,136102,249
1431,143106,1032
0617,061702,300
0405,040501,435
0108,010800,300
0617,061701,86
0052,005200,290
0707,070700,141
0376,037601,77
1516,151601,63
0807,080700,185
0147,014700,100
0547,054700,73
1854,185406,86
1943,194300,372
0605,060502,72
0338,033801,55
0485,048500,33
0506,050602,83
0140,014000,84
0854,085400,74
1527,152705,534
0844,084400,430
0714,071401,60
0263,026304,73
1248,124805,350
1293,129301,57
0678,067800,715
0052,005200,58
1508,150802,147
1258,125804,100
0108,010800,100
1496,149602,118
0191,019104,64
0550,055003,107
1013,101300,113
0048,004803,440
1896,189601,120
